Temperature (F),Pressure (psi),Vibration (mm/s),Humidity (%),Noise Level (dB),Usage Hours,Maintenance Frequency (per year),Power Fluctuations (per month),Machine Age (Years),Operator Experience,Failure Type
77.21891093920466,26.049558002409036,0.5497281945693768,46.16113025131767,75.75246375027092,5698,7,5,4,Medium,No Failure
60.031737599768235,29.389338742465785,0.4870762188819322,41.720289354364276,66.9269026747751,8377,4,1,13,High,No Failure
79.68544360223567,29.439045869837496,0.49973027728823205,32.58982765265492,68.26764178097397,8402,5,2,10,Low,Leakage
79.99203540306758,30.41013431861879,0.34807169325855436,51.82829170552809,69.46794135508773,5632,2,1,10,Medium,No Failure
70.92995799842609,31.921258832345764,0.6041348708352703,54.530156881123176,69.81791389197863,2599,5,4,14,Medium,No Failure
89.88815197959654,23.714752255049063,0.5245406474924358,31.35685857629237,76.48919457645803,4600,4,0,9,Medium,Leakage
76.26610099305904,32.53570442453651,0.5819299873587802,59.01432997358575,66.67343207213615,5766,4,1,8,Low,Bearing Failure
88.74661663283175,31.435979244357355,0.35244718787322366,29.117642182680967,68.86049810146154,6998,3,0,14,High,No Failure
86.37032558232887,36.30679535490708,0.5308129315250871,65.10082329169524,66.98484139241698,5057,7,0,10,Low,Overheating
57.21710586921827,35.37994016905875,0.5868011274247982,49.66258441416454,67.67399213675343,2621,6,1,3,Medium,No Failure
80.4906547396629,29.143866586709752,0.4438635080743787,70.92290347522602,74.87541591839181,2282,2,1,14,High,Leakage
96.38537305614521,36.08962216917965,0.4529676596840616,52.368674745760416,74.00757937274125,3525,5,1,3,High,Leakage
70.02311959824361,23.083984454552795,0.439963225032256,53.639088975207045,68.82382683963964,3816,5,2,2,High,Overheating
63.83534444001883,27.42250972567239,0.5025335159964995,32.67296087085141,67.20303419358409,555,1,0,3,Low,Bearing Failure
86.8487105318731,29.524004375342972,0.44071510120007723,28.344184417267932,68.17056243350767,8996,9,0,12,High,Overheating
90.71450331007969,22.837790042009978,0.2686242797199551,46.739223623089316,77.14033300380171,5546,7,2,10,High,No Failure
74.15055808522217,30.19835463727198,0.45781417780495615,62.515753080315484,66.95935559214527,5165,2,3,13,High,No Failure
70.18684255603243,35.62946147713425,0.4622810402201073,65.93974251266431,70.90887830414783,7289,6,3,13,Medium,Overheating
76.46352271115096,33.15328034254926,0.6037296890223349,62.53262489926363,71.66725177393087,463,9,3,5,Medium,No Failure
76.34329345328747,28.33009050561994,0.4705978884232621,50.19448066985651,65.0848589590133,9253,8,1,10,Low,Electrical Fault
77.87541633422774,36.272427089573625,0.5866640722562958,32.634126181653926,64.44475479804149,5905,2,2,7,Medium,Bearing Failure
85.52244009555149,37.38507201863325,0.5195613142036899,56.89560526089301,60.15773644271237,8007,3,2,12,Medium,Overheating
83.01402785063927,31.25822060963296,0.4954305253765709,39.17595116375012,69.5803090518711,6116,4,1,9,Medium,No Failure
77.21125366072714,30.244044852897698,0.4137819081734845,75.3801244885652,75.56432746374162,8730,3,2,1,High,Electrical Fault
76.23945478377685,33.70469764390463,0.48678634011187455,35.91877222126251,68.66721938562391,8622,6,7,9,High,No Failure
74.8304219350198,24.013936965069934,0.32536382356720606,59.86041213388609,77.38715805440036,9892,8,3,2,High,No Failure
60.969932003817476,22.081479870953064,0.39560861643016776,79.40056530103367,77.77550938604399,8494,5,1,5,Medium,No Failure
72.14114584152779,29.04629562382066,0.585838686657594,32.70683128818946,68.77655474100507,7167,7,1,1,Medium,Overheating
72.51772511422703,24.170961925092204,0.34980619695520376,39.484407731270046,63.667464748731014,1581,8,3,2,High,Bearing Failure
82.04992572079514,27.50133995031975,0.6016338409740072,53.674777563936544,64.47739050757156,5653,2,3,9,Medium,No Failure
71.5977576333386,27.92220492045444,0.8048630031321506,25.140557170396647,73.1193953525997,6676,5,1,13,Medium,No Failure
71.42579715176345,43.30885201304732,0.40486141793061825,73.22444785022336,62.38303083840946,328,9,1,10,High,Electrical Fault
64.16007645840752,29.31619260186494,0.6309604602882846,30.9319062664851,64.23874043494465,8452,3,2,2,High,No Failure
71.2447844766634,32.56459083763572,0.4255175511208341,46.01000842253681,64.64007172936182,2636,4,1,5,Medium,No Failure
83.32171514597556,25.45912539743289,0.5520117197444839,77.36226741298063,70.66979737771064,1382,5,3,13,Medium,No Failure
75.35450050083392,35.0088279642101,0.4770819198170999,67.59006269386866,69.44791509959431,7041,4,2,1,Medium,No Failure
91.00504482646791,37.36163709184953,0.5630259616108918,79.87670961289871,70.06555631283028,9073,6,5,6,Medium,No Failure
70.9907222623266,31.801386948026426,0.4720820848392044,69.10658047335839,73.70752445637339,3910,3,3,13,High,No Failure
63.14919665246913,31.13089594392787,0.48898435480111413,54.389851773615334,62.10234735770605,1841,5,2,3,High,No Failure
85.2845715531939,27.30677050289381,0.5599828037961632,67.83540001643185,75.13920698091529,2911,7,5,1,Medium,No Failure
65.51876468596886,43.94615780205008,0.5148378223922554,61.999776876432065,73.01341147563612,2217,4,1,7,Medium,No Failure
76.66525142708116,27.675563812817824,0.524585735523097,22.498145775256862,70.69809786264022,5782,3,3,9,Medium,Leakage
64.80131652496468,29.798741724312553,0.64595403416993,27.520987023406356,65.12884982283013,2431,7,2,9,Medium,Electrical Fault
66.69295390004442,38.52334998518096,0.3919284095308654,28.95956964512208,73.51011921483288,309,3,2,7,High,Bearing Failure
67.76504280377458,37.374733950712766,0.4290705768645538,71.95937155135026,65.33677651194552,9045,4,6,11,Low,No Failure
68.91793078996625,34.682529408250886,0.45776516731153616,54.236227334288536,71.15016681873834,4917,6,1,3,Medium,No Failure
77.11984481509657,30.989098807983442,0.609221798229256,23.800778891553723,77.6046350908315,1309,7,0,9,High,No Failure
80.82478616966378,33.93909285988716,0.634194500712194,53.28547757571184,68.55370276189635,7593,8,2,3,High,No Failure
81.56881237922504,30.335838278521006,0.5093268915716075,73.66346008166285,76.06660531662885,3202,4,3,13,Low,No Failure
65.47941234112395,31.55924666900197,0.4020229435445508,38.023775708166525,70.02362900894676,9834,2,1,6,Medium,No Failure
70.70462348975073,30.121041674828994,0.5880891668509127,42.41402220718576,64.85939848656375,5453,2,4,10,High,No Failure
95.31815300238705,27.703677010320735,0.5668493473598347,56.575502150228274,74.88666363864628,3932,8,2,9,Medium,No Failure
69.97070601941975,28.482084665935247,0.5325244982741303,48.14327768862854,62.43046527992743,5533,6,1,3,High,Electrical Fault
69.06937331428679,32.86621694246519,0.5043137408458738,47.77625933156393,69.63890802019863,7265,6,1,14,High,No Failure
87.62346194766508,36.42857543643071,0.5003171477977872,29.332785255511652,71.8709836997901,7546,6,2,10,Low,No Failure
73.2789156318185,30.800833409025824,0.3247756206495811,45.09430718419394,63.22533073249336,781,9,2,2,High,Leakage
68.45301065107105,38.914216052405315,0.6967149939145137,60.66050630157311,69.06709399388427,4390,7,3,10,Low,No Failure
58.81730779947975,21.41006641814125,0.6006817235116017,33.80669388718086,68.95559390208463,1463,7,1,5,Medium,No Failure
76.01928741490948,28.143771645849768,0.5106511660406629,26.672705604385804,65.30130850372127,5372,6,2,13,Medium,No Failure
78.09091060623601,32.95514315132994,0.6335082929525251,42.19251241626824,77.1918892920571,8,2,2,11,Medium,No Failure
80.96526168568758,35.59880986031889,0.5914792188565072,23.977903947331363,63.984361378052085,2946,2,2,12,Low,Leakage
83.25698751293189,35.77716466033282,0.607649631906956,47.25141743814319,68.70413428985036,9878,7,4,11,Low,No Failure
81.75989408210853,32.81134166624717,0.5598835592430355,33.45645192266842,63.975702849876285,4392,3,3,7,Medium,No Failure
70.31486060080886,31.934693648902766,0.49650554338118946,46.968352015709236,71.15262549007201,8077,5,2,6,High,No Failure
77.11695668824309,29.493821247066908,0.4254287415712433,29.660978114359736,72.14151644039465,310,1,2,6,Medium,No Failure
78.85598842658833,31.330929273710304,0.45669668497099625,58.96968727901132,67.86719795765741,4914,8,1,12,High,No Failure
62.71972462262295,34.20808365858222,0.33761291183243963,58.648388418357,74.75318907838083,5781,6,0,13,Medium,No Failure
78.81380042632816,28.204991286396478,0.503273181968606,70.43722815995451,68.54247113171573,7574,3,2,2,Medium,No Failure
72.1571825590904,22.98194087290924,0.6250763598327607,33.35778772699993,67.72055116412801,6212,7,1,10,Medium,No Failure
79.28345877343457,28.650006453669704,0.42446339490328155,74.78714761195955,76.78540158804734,9408,3,3,7,Medium,Leakage
69.1204219390085,34.45222271803795,0.5562321644123213,50.12584957005196,75.75980485444269,1486,2,0,5,Low,Overheating
69.82324515061799,26.502266940328358,0.4475455846706712,64.9400524237071,56.348003507871354,4809,8,3,14,Medium,No Failure
66.5903795369505,37.51310478929267,0.5952531855812904,73.6982557694827,67.51667008114926,524,8,2,11,Medium,No Failure
93.44161584403405,32.79021390890798,0.39388406437298623,47.46071658000387,76.50064284178377,8791,3,1,13,Medium,No Failure
91.1637335884326,24.930824348946153,0.30453738340886793,48.57962164414276,61.57631438474532,2110,3,2,3,High,No Failure
72.86980034546956,25.06888916007644,0.6102635637772231,22.268324280273756,72.43661326089656,3814,1,1,4,Medium,No Failure
74.53156545577487,30.19987552427052,0.5427642775341042,59.012441082230495,79.27657640082094,3310,8,2,2,Medium,Leakage
77.4030990314532,36.19086661922993,0.4186797683234821,21.12576212332631,69.50744092706921,5369,8,2,13,Low,No Failure
67.51509593016473,30.00935919470952,0.49378571839301794,25.441531239291123,63.55178765457895,5253,1,2,2,High,No Failure
80.8167447500284,33.83004418336258,0.4665340615581921,24.397969952230397,63.02338667361835,4756,8,2,11,Low,No Failure
85.91118561725474,25.891790539825468,0.6184542845094663,30.766494847457793,69.21107061470825,6497,1,0,8,Low,Overheating
87.2341634836452,32.00492653490774,0.5792954720689587,58.16456267883193,64.49050892094915,4783,6,1,2,High,No Failure
92.25427455352697,29.594284863931627,0.48371688565575954,66.52292105821212,64.57428560373552,8384,8,3,7,Medium,No Failure
86.3684964043705,27.944466084636602,0.5182755713727147,26.859209746832825,68.6408750610925,2599,8,1,3,Medium,Electrical Fault
90.29197563677444,33.12721325710942,0.297402871168592,25.73946042914944,78.58708229850572,2333,1,1,1,Low,Overheating
84.25940155478078,28.520344747270958,0.4837756054662504,30.749699079454853,62.59252527499712,3869,2,1,11,Low,No Failure
66.85458801002001,32.28384259029718,0.41982367484922567,25.29375226380852,71.25407772420631,2299,4,1,5,Medium,No Failure
67.63386870559184,39.69772577978857,0.4880522489064582,47.64586556055677,72.05540274314276,9249,5,3,5,Low,No Failure
77.62126850377791,35.968227869050196,0.5694399134593585,20.96884045260715,74.41912783374576,549,2,3,6,Medium,No Failure
66.35409057543535,44.42235232069726,0.49774881743346755,69.69077294908602,81.2653359530041,8778,4,1,4,Medium,Leakage
64.80947959783923,30.77254728172199,0.4696455056282906,26.4791757360045,69.4808550447483,4823,5,2,12,Medium,No Failure
77.81211978254578,28.54941190623562,0.588604224410631,24.446523051626734,72.68635200264835,3666,3,1,6,Medium,No Failure
60.832658223911295,35.31944885260092,0.5051830428125527,27.04584845375429,65.04143101296772,1224,2,2,10,High,No Failure
64.94027664226829,30.436104645743505,0.44125430030705365,29.072350988941643,79.22207454011954,2968,2,1,14,High,Leakage
65.32003924409487,27.633909031987226,0.5348225489752921,23.063107366197634,71.34895883608323,5969,1,3,7,High,No Failure
87.04600907922568,36.404954757456764,0.5364064145792491,22.41643714014461,60.45473736514141,5142,6,1,13,Medium,No Failure
74.45398433591828,33.08254440928922,0.5413068399039458,41.27267790826166,70.1820680280881,8964,4,1,3,High,No Failure
72.48676493112222,29.006851748927595,0.32013008149127664,40.847562824481834,74.55243795261613,8441,6,1,9,Medium,No Failure
74.99774333924692,33.43753864291202,0.553263019209455,23.651440333787537,70.70048594073212,265,2,2,13,Medium,Leakage
75.96975675056754,29.300550380471364,0.4727431649664971,58.32031360183315,77.328281958659,1198,7,2,4,High,Electrical Fault
95.61331913760101,27.033875294423854,0.3518595585714403,39.70127553691724,73.97020735850353,4776,3,3,7,Medium,Bearing Failure
69.49602828264354,30.52695723986482,0.555950668967222,58.37193877843721,64.25390325950488,2535,4,2,8,Medium,No Failure
79.51661339863013,29.81589368753136,0.5808900016969871,33.33227782473671,70.1358494830648,4552,1,2,9,Low,Overheating
72.18115235517212,28.543677823401698,0.5280533611120737,68.13555941732446,72.74459209586213,532,7,3,2,Medium,No Failure
76.2341494445466,24.74365242485137,0.545954213901625,29.761240813660617,71.51023145587297,6364,9,6,8,Medium,No Failure
72.71501374187058,28.01400833315298,0.48655123549667545,21.954801570664483,71.397556051025,2208,3,1,11,Medium,No Failure
89.96739114549534,34.4643912759903,0.3429725861572397,77.86792905318316,58.293351725611146,4132,1,3,1,Medium,Overheating
82.68370675526032,26.72163366733391,0.5201322893956707,30.30538572980732,66.80663778094382,8056,6,2,7,Low,No Failure
67.42696517163105,37.54522066966285,0.47345976973793646,60.3841610772631,80.54292886638564,3557,1,2,4,Medium,Overheating
69.92605345010732,30.565769434459753,0.46370143587326057,46.757428988236484,61.95514329784507,4680,8,1,6,Medium,No Failure
65.63386032148915,29.508271848671136,0.4076489084598566,73.98448893668132,66.07880256321869,2643,4,1,5,Medium,No Failure
53.3925042460078,32.13642668297976,0.5294019496163462,41.09509719112048,67.32866812968447,4280,2,1,8,Medium,No Failure
70.48565764090793,30.510913262988474,0.4589435838997732,50.49081881842416,66.24914067810552,4419,2,3,9,Medium,Leakage
70.57882198776255,34.17492821062668,0.46072419392808384,69.49583258585702,67.55201755843785,9782,5,1,1,Low,Overheating
70.8955374412386,30.46846769565611,0.5925268946623271,51.360928700673874,77.28384798681984,4958,8,1,2,High,No Failure
83.50460505280346,26.69892729521989,0.4078168210576018,29.06224860325188,76.7584207822404,1934,8,1,3,High,No Failure
72.28658461199107,36.1295876952095,0.6455054834788599,43.07153147393308,74.89217161905437,5224,8,2,8,Medium,No Failure
82.1084308093798,24.735997119144905,0.5324212738873908,59.55027470165302,73.174544696817,5044,6,4,8,Medium,Overheating
64.15492695750456,26.942672269588762,0.5563469562588861,30.5438457603728,71.21924889082372,587,8,2,13,Medium,No Failure
83.17488225579378,30.173230883034336,0.5351958963863541,72.50433088464834,64.1648973066483,3601,7,2,1,High,No Failure
76.06911833913709,20.175409510679877,0.68352174325312,48.069041060558064,71.89748440161391,8500,9,1,7,Medium,No Failure
83.54414733706464,35.934713159826714,0.6890613447760257,78.11736412716436,80.11639456463087,2001,4,1,5,Medium,No Failure
69.97043040326491,31.670633266770416,0.4782976715783845,48.50459579843246,76.55887758029814,53,7,1,8,Low,No Failure
73.87336392266828,33.12129493293956,0.4465727750537779,73.64763815078214,65.41409096937073,3024,2,1,11,Medium,No Failure
71.34206225594829,30.573725269396082,0.5068950162273739,47.63705720178878,74.59240754188747,6701,9,2,4,Medium,No Failure
76.04060153796306,25.919325110080152,0.48270836968504116,43.4079490859068,70.67130332028805,569,3,3,14,Medium,No Failure
69.78185390056721,29.51705223466709,0.45219601236134244,49.40254083549796,64.83599319110516,1253,1,2,8,High,No Failure
80.82685251388298,32.370536331287454,0.477129725128338,45.77080688537531,71.68072028360459,603,7,1,2,Medium,Overheating
61.809908618982064,30.62186470284208,0.4619138862265602,66.56245344250192,74.87862788893088,5596,2,2,3,Medium,No Failure
97.50457462979236,30.696675267592994,0.7267759098320828,35.24106472405442,67.42490813907622,8147,8,4,8,High,No Failure
82.41806843328129,28.140225707882106,0.5055880536246026,53.601075168629066,68.79386706705453,5885,2,2,13,Low,No Failure
101.28720055913823,32.042199677383486,0.2608153997481458,68.52622205666856,72.35507370722564,5117,2,0,10,High,No Failure
82.79744252244171,33.89566039911425,0.483404513635213,66.6721685439397,67.62929578997195,9077,1,2,9,Medium,Overheating
72.58871907328131,29.28800190123609,0.33731965155522836,28.26253625340788,69.4349522117072,7554,8,3,7,Medium,No Failure
82.88238341164191,24.51491078160002,0.6352331050878295,49.92167705408784,72.36648681718619,8434,6,2,7,High,No Failure
78.36161072708991,24.645988017610797,0.5120899463275586,56.99655383457302,74.9097215650693,6769,4,0,2,Medium,No Failure
71.17033366442531,35.12139455632328,0.582050827027633,39.10092042617185,71.55129023564581,9990,2,1,13,Medium,No Failure
80.41373675593655,36.2391179483702,0.5434507275956026,37.49252875893731,77.21276886006899,7454,1,1,14,Medium,No Failure
77.06992170356818,23.54985781827694,0.37020562704491733,34.94272868778036,64.39913215125729,9370,9,1,6,High,No Failure
80.19951929876919,25.838082663927356,0.6049312423728556,73.75435155814607,78.80944623491774,8297,5,0,10,Low,No Failure
61.58711189988651,32.36707038323219,0.6488906359771444,32.666721144262766,70.76313180120424,8332,2,3,7,Medium,Bearing Failure
94.5848421134872,37.453533413338825,0.39886939139239364,49.39703602126291,71.19824091255661,4190,2,1,11,High,Bearing Failure
72.5821959645904,32.07962676710394,0.34621645729581707,53.47963291889879,73.93412981391451,6496,5,0,5,Medium,Leakage
69.59514057005725,32.31120634377384,0.5475248827049228,41.28531564100629,79.16996328745789,2692,4,3,5,Medium,No Failure
64.90572402338736,29.161589468100765,0.5939351493541895,31.398045080538886,68.07273727082926,5531,4,1,5,Medium,No Failure
65.52433766067035,22.78307926075427,0.5935615698045444,27.121304076908448,78.30553191595386,6366,8,3,9,Medium,No Failure
74.02789120880885,34.96964068555854,0.5869912943602044,62.694257907989396,70.237184991154,3160,1,1,11,Low,Overheating
80.8796398399534,29.699845309177142,0.5323654603775602,33.90832044728458,68.42763679256593,6873,7,1,5,Medium,Bearing Failure
79.71932683146443,29.599338470820918,0.6654543928384091,25.799678654837443,68.89425755712054,9147,5,4,12,Medium,No Failure
84.06788201374934,24.96150882362315,0.5969914434066357,66.30018089205902,70.61142970264537,3118,3,0,7,Medium,Bearing Failure
75.92555616520394,39.74705271339478,0.41051133520974936,59.28053929630592,73.11907681617072,2110,8,1,1,Medium,Electrical Fault
62.35786008039952,27.59962521997238,0.560757397624082,67.07978415956276,66.74656344404428,2543,2,1,14,Medium,No Failure
81.83386363719461,26.4730182568776,0.4248926646435459,46.207387318354606,64.23916651749208,4936,9,2,3,Medium,No Failure
57.89749401394707,27.28843512454278,0.43878359437313325,74.68636268868539,65.28681740341497,4728,3,2,2,High,Electrical Fault
65.69892247181522,26.261364481136727,0.6050716865342982,60.99656729238169,73.33747062597409,6389,9,1,3,Low,No Failure
85.70130791751966,38.87450968208142,0.5374628453747351,60.45521361077327,70.8399082682487,1324,3,2,13,Medium,No Failure
67.81395612740023,23.11329462086254,0.613148859945112,36.00342916180773,73.13829059964186,6900,4,1,13,Medium,No Failure
70.93936028440702,31.16501554790887,0.5447993897466057,51.45378021051593,69.52819964321773,9556,4,6,1,Medium,No Failure
67.70865200573144,36.53823812169954,0.5409737957334174,74.49014005648542,69.06598196485581,1898,2,2,11,Low,No Failure
73.74357311032189,26.782816073416956,0.41027115254532676,61.95476010529654,74.50728426222047,7672,4,2,7,Low,Leakage
75.68994089951114,23.815948404222162,0.47751123286415587,64.02052801539824,64.81240421437964,4475,4,0,9,High,No Failure
72.07422923135218,37.28994192143879,0.5542700696558771,46.501342019072915,65.20380292574487,3232,3,1,2,Medium,Overheating
87.29186943548389,40.618404538953584,0.5162116011725679,37.35513024752718,71.80379262870409,5532,9,3,8,Low,No Failure
70.85151212799364,34.42592823123947,0.5133113844472185,26.36472460270417,65.93677177484935,9018,7,3,14,Medium,No Failure
75.31799330047542,22.52742437889027,0.6409037195346587,50.01516623982482,73.15281112784955,4446,8,2,13,High,Bearing Failure
64.56283710437883,22.932261670082,0.5482635719107669,30.936117337559757,70.31168025500554,2198,1,3,1,Low,No Failure
79.86508628712298,32.28949334857035,0.5360315193891724,44.70445358734085,79.86109159516658,7114,3,0,5,Medium,No Failure
59.312077628874334,28.534848909285884,0.4003913887726767,61.620147504604695,72.2147544989993,4127,6,2,2,Low,No Failure
80.75541416225813,34.33853463655166,0.43696009389321927,29.05505296665426,72.73165530616197,2406,5,2,2,Medium,No Failure
84.53038895478664,35.90945719369376,0.4809047366463088,61.87224978596583,69.51977837237749,9691,6,3,7,High,No Failure
68.12672075391765,38.30818750327134,0.6859319925537424,74.6512600406749,69.03661397646523,7935,7,0,11,High,No Failure
81.40985811712918,33.95914810703296,0.38127126617858553,76.20767191314197,70.07594532372823,3324,9,1,5,Medium,No Failure
67.18156251713368,27.8301588485001,0.3800205445524391,40.02142502818607,59.39558056515167,9904,5,1,10,Medium,No Failure
69.3191945591017,20.72341023392911,0.599941023670742,39.12703841531689,72.21254645773718,1816,6,2,6,Medium,Bearing Failure
77.8084735379774,34.82876913704465,0.6185561952034971,41.1265774208186,72.7901878613426,6957,9,3,6,Medium,No Failure
78.81724778986555,37.64276457103277,0.39990659710909404,73.51852571955104,74.9140326769706,3937,2,1,3,Medium,Leakage
68.222691259489,27.62028258606267,0.4207864118925426,51.173579803211084,78.24425943834547,8922,2,3,4,High,No Failure
94.46222875587131,39.013133408097424,0.3139115456106737,36.08233126958142,72.7229423706825,9958,3,2,11,Medium,No Failure
72.92624944103437,24.70176916956959,0.7282189980835274,39.95582242218936,65.9775576349673,5903,6,2,2,Low,Overheating
66.02603317935232,27.9983969085469,0.5848894821582257,54.89557441240813,73.69112930217868,3261,1,3,5,High,Leakage
61.85822732514545,30.15937412298721,0.4088584878324581,45.501875396279075,63.66752423927745,76,3,1,5,Medium,No Failure
58.49227879689366,26.70678674824768,0.4468181636098461,53.664628280427145,62.43296433144067,8903,3,4,10,High,Leakage
74.22293343014337,32.59878116085301,0.6798896446365201,73.61236331576046,71.43255711088418,9944,4,1,7,Medium,Bearing Failure
82.89057828720486,27.356054218294183,0.40604210347830855,27.143833791726962,71.55848896589332,8156,1,1,10,High,No Failure
82.5132247137725,32.85112996769256,0.43608763834584413,51.05124496806809,72.37805313938973,1739,1,0,9,Medium,Overheating
83.87577045780769,29.862805695623297,0.6073063928631512,32.29019954098845,70.36524384203001,1627,5,1,13,Medium,Leakage
59.16683374002167,25.44844299961524,0.34900610400401416,26.462032950179978,72.05550503011581,8772,5,2,14,Medium,No Failure
68.68269284097504,30.48194235966402,0.5849545658044601,39.40014613074936,66.69745156190002,127,5,3,2,Medium,Bearing Failure
80.94115851630038,25.435189533011243,0.7215951513717095,51.215589968550624,65.98808651365718,4435,2,1,5,High,No Failure
73.78015979221395,26.679046206578054,0.6325853307287369,62.01145007326147,77.02638127208378,5878,3,4,13,Medium,No Failure
55.22034424222973,22.022554362808645,0.5593765283709569,41.350134611334596,78.42488310279334,1081,5,1,3,High,No Failure
75.46948570945924,27.087798860477815,0.5641617295645783,21.397500883339326,71.24647070544923,5106,8,2,12,Medium,Overheating
71.4997141787794,37.924521982508026,0.49112285827518865,21.618819988864992,59.87013991777581,3922,3,2,8,High,No Failure
77.17002610388039,30.699276008821872,0.542621413499889,53.3313053485442,70.41897712705267,3089,9,4,5,Medium,No Failure
77.72415572874637,23.107185146261255,0.6163660278399614,73.5729675883118,69.53522503822121,2945,1,3,9,Medium,No Failure
68.59883787588478,31.199845667537378,0.6932954213787802,77.67115832268522,70.23176195076726,4187,1,1,2,Low,No Failure
89.84375807203543,37.08153474036932,0.4129033978343584,41.10893755730417,74.73996050827294,3903,2,5,11,High,Bearing Failure
76.60302094201381,25.621035718657637,0.4409371717722078,40.80409470690708,79.24361829604426,6493,9,1,5,High,No Failure
86.06561066753535,38.371483909399466,0.4102372277806935,23.448697674671436,68.74901141709098,3311,9,2,3,Medium,No Failure
71.90090004747697,30.461755615953304,0.6395463656633613,60.058905050852324,64.14515126611286,9612,8,5,4,High,No Failure
68.59885678673616,27.70896169942371,0.42843282669190696,73.23167123525562,72.06390247077776,8170,6,1,2,High,Overheating
86.39674545208811,28.698605417978815,0.36246213655785187,46.56372162591036,68.51852299054512,5639,6,3,3,High,No Failure
92.21778299841603,27.35142724426524,0.49551615422100026,51.01979219171623,60.732582582939095,2248,4,2,5,Low,No Failure
90.64923314856883,23.447543994022634,0.36639863804618633,77.68713898594078,76.15675757676807,1734,1,1,4,High,No Failure
68.31449524929073,31.624074058636452,0.41674020583990684,58.36961305829256,78.548517307913,3967,6,1,1,High,Leakage
89.5509827902274,33.318621058902856,0.3658797094839225,20.33672697601002,73.8374733616118,3103,2,2,2,Medium,No Failure
65.72493307102589,23.136171474269908,0.42732102336319405,45.272906608696246,72.4992391035584,6918,4,3,6,Medium,Leakage
67.9766724782056,31.335795266155976,0.4796172401739155,49.734900546502956,71.93059141282794,9209,3,2,5,High,No Failure
72.87215062368371,30.957874729000018,0.44455549053977994,43.5527870592555,66.69627198568729,3206,5,0,10,High,Overheating
75.07484820651102,28.37437831023286,0.5089944473810718,51.42709757617489,64.92296797288293,3428,2,1,12,Low,Electrical Fault
79.01282474636594,34.581002435620896,0.3699632431594413,44.0826091043889,69.8665106604165,2878,4,2,11,Medium,No Failure
79.48354518693905,42.20852907235961,0.5101250250518683,76.33317084760682,65.37189136141217,3235,9,3,1,Medium,No Failure
82.010737612739,31.044284700979766,0.42227007145198947,59.978384584578066,77.07985785073892,9012,8,1,8,Low,No Failure
78.45187934530064,36.222524560399634,0.7545595552328248,40.87454899020601,81.617694081497,5998,5,1,10,Medium,Overheating
69.20670762494841,29.249538815959518,0.6197311885093426,31.490821788417975,67.2831788574824,9388,8,1,8,Low,Leakage
62.31580726856322,33.90910871800581,0.6724636652843022,38.0059098799578,67.4167330296979,6835,4,1,2,Medium,Electrical Fault
74.15645145740397,22.917665281008297,0.5761854932680119,59.00284294114459,69.92270087944715,9322,2,1,2,Medium,No Failure
60.78698741364982,24.861962551559024,0.40122237992558046,69.28634337679213,63.27383162150856,168,5,1,14,Low,No Failure
79.37518593979904,29.638515550473258,0.49786562790234723,57.19104781929361,68.93107497154874,956,7,5,6,Low,Leakage
80.12948919313096,33.8856283553804,0.5289997140782334,60.578960313260424,64.03245228214541,7350,9,1,7,Medium,Bearing Failure
70.44536778626812,39.08556661644804,0.48173428723383177,77.44180554563529,63.91651378228202,4949,9,1,5,High,No Failure
79.02434690571862,21.983212889639603,0.43921423187093545,57.04805800890274,65.09016967697767,9821,4,1,5,Medium,No Failure
70.376093831942,22.833648602901345,0.3864217339044539,39.42668677528749,69.30127720681791,8850,4,0,8,High,No Failure
81.275657558772,27.21715719980442,0.590686056360478,24.660398052640694,71.11476921191756,508,4,2,11,Medium,Leakage
74.46815956957454,35.68067008365874,0.5430150030779537,52.34052355383753,75.23861681679693,7336,2,3,5,Medium,No Failure
67.26343698927707,36.29951851020026,0.5496385905484068,20.56433772275088,71.46786456860644,1895,1,3,2,Low,No Failure
71.04964105301639,27.511273674732333,0.593845622961511,66.58300335281729,77.56857571652654,8488,2,0,11,Low,No Failure
79.58429728904994,33.03905141836404,0.4500425870192599,71.15546127996174,71.20082612625073,3781,3,3,14,Medium,No Failure
75.18657289961978,32.33769844652463,0.4877572341840135,74.30559780129107,72.55050913622253,2252,4,2,8,Medium,No Failure
73.37146000387331,25.15175680195031,0.42382686991076346,49.07700624738845,67.37309430119122,8270,3,2,14,Medium,No Failure
74.22056570594123,42.234323483365046,0.5315533006941001,68.36002052272873,73.71578285758729,7927,8,3,14,Low,No Failure
69.90590462445955,30.80236227914966,0.34272165092595663,78.3933478078797,75.05235851569587,1216,7,2,6,High,No Failure
85.8416842351904,26.715486261363793,0.36243016651279547,45.60725822088018,68.3729047727285,2329,8,1,8,High,No Failure
89.14701676079575,32.541704664655654,0.45465667458826553,37.700519211488015,68.38623316924267,8030,4,2,10,Medium,No Failure
70.78089017931296,30.055970706637563,0.5389570353003227,70.19460977962501,66.15153785405191,1354,5,3,7,Medium,No Failure
70.68902406067646,24.482803189568067,0.4554012935707435,32.0534034634227,65.68484207903923,6677,3,4,1,Medium,Leakage
67.47242786128302,34.27050655134765,0.5470985773832031,42.67212575711804,62.24010251479284,732,3,0,8,Low,Bearing Failure
66.95359849171439,27.570287678600096,0.7050112269151279,79.4742733159861,74.45925718489403,4169,6,1,6,Medium,Overheating
