product_category,store_location,historical_avg_monthly_sales,promo_active,season,economic_index,competitor_activity_index,local_event_impact,predicted_next_month_sales
Electronics,Metro,36537.94,Yes,Regular,0.87,1.23,0,24172.98
Pharmacy,Metro,24967.9,Yes,Festive,1.0,0.92,0,27844.15
Pharmacy,Tier 2 City,35825.31,Yes,Back to School,1.15,1.35,1,36937.96
Grocery,Tier 1 City,30950.8,Yes,Festive,0.87,0.56,1,57423.13
Pharmacy,Tier 2 City,77791.72,Yes,Back to School,0.85,0.64,1,128582.87
Pharmacy,Metro,29526.31,No,Back to School,1.0,0.93,0,26863.67
Pharmacy,Tier 1 City,27769.6,No,Back to School,1.17,1.23,1,15567.55
Grocery,Metro,49367.13,Yes,Winter,1.03,1.1,1,60706.76
Grocery,Tier 1 City,41244.09,Yes,Winter,1.06,0.66,0,85104.33
Apparel,Metro,25147.0,Yes,Summer,0.9,0.83,0,36983.91
Home Decor,Tier 1 City,48127.69,No,Summer,1.12,1.04,1,45463.36
Grocery,Metro,52531.89,No,Summer,1.18,0.58,0,107321.7
Electronics,Tier 1 City,22468.37,No,Regular,1.09,1.01,0,26319.29
Grocery,Tier 2 City,50460.93,Yes,Winter,1.07,0.97,0,64372.14
Electronics,Tier 2 City,32724.66,No,Back to School,1.19,1.43,0,19731.32
Apparel,Tier 2 City,48846.36,Yes,Regular,0.86,0.99,0,57134.77
Electronics,Tier 1 City,30748.37,No,Regular,0.86,0.82,0,13881.22
Pharmacy,Tier 2 City,51767.31,No,Festive,1.04,0.68,0,78608.39
Home Decor,Tier 2 City,30207.69,No,Winter,1.19,0.95,0,36982.53
Home Decor,Tier 1 City,36990.7,No,Back to School,1.12,1.48,0,34076.29
Pharmacy,Tier 2 City,88930.83,No,Regular,0.94,1.26,0,56621.91
Electronics,Metro,79332.9,Yes,Back to School,1.13,1.04,0,95657.14
Home Decor,Tier 1 City,61513.26,No,Festive,1.19,0.65,1,126139.66
Apparel,Metro,48653.58,Yes,Winter,1.05,1.1,0,54567.58
Electronics,Tier 2 City,22706.15,No,Festive,0.96,0.71,1,34214.58
Electronics,Tier 2 City,79048.06,No,Festive,0.92,0.97,0,66884.88
Apparel,Tier 2 City,52791.58,Yes,Summer,1.15,1.41,0,54371.72
Pharmacy,Metro,65018.51,No,Regular,1.01,1.19,1,48995.05
Pharmacy,Metro,33001.74,No,Winter,0.91,1.12,0,27686.03
Electronics,Tier 1 City,99461.0,Yes,Winter,0.85,1.39,1,83921.38
Electronics,Tier 1 City,6174.26,No,Winter,0.9,1.44,0,5000.0
Pharmacy,Metro,10197.32,No,Summer,1.09,0.77,0,16905.37
Electronics,Tier 2 City,20132.8,No,Festive,1.2,1.02,0,23934.77
Apparel,Tier 2 City,50283.12,Yes,Summer,1.01,1.13,1,46850.19
Pharmacy,Tier 1 City,53912.45,No,Regular,1.04,1.07,0,53136.48
Pharmacy,Metro,57009.32,Yes,Summer,1.01,0.7,0,103625.07
Electronics,Tier 1 City,57475.5,Yes,Festive,1.07,1.34,0,54677.61
Home Decor,Metro,62052.27,No,Regular,1.15,1.13,0,64389.18
Electronics,Tier 1 City,80034.68,No,Regular,1.1,0.7,1,142438.09
Electronics,Metro,42622.9,Yes,Festive,0.88,1.36,0,24864.35
Grocery,Tier 1 City,50780.14,Yes,Summer,1.08,1.28,0,50275.21
Apparel,Tier 2 City,45767.48,Yes,Back to School,0.87,0.59,0,78939.17
Pharmacy,Tier 2 City,57236.18,No,Regular,1.09,1.1,1,63488.48
Apparel,Tier 2 City,71228.6,No,Regular,1.01,1.11,0,62777.78
Apparel,Metro,30700.58,No,Regular,0.9,0.64,0,49099.82
Electronics,Tier 2 City,65788.17,No,Winter,1.11,1.34,0,55028.84
Electronics,Tier 1 City,77629.25,No,Back to School,1.19,0.57,0,170968.88
Pharmacy,Tier 2 City,72626.68,Yes,Back to School,1.05,1.42,0,60437.14
Pharmacy,Metro,44493.58,No,Back to School,1.12,0.54,0,86838.52
Pharmacy,Tier 1 City,38077.02,No,Festive,0.96,0.94,1,49904.43
Grocery,Tier 1 City,40732.06,No,Festive,1.04,1.16,1,45480.06
Pharmacy,Tier 1 City,49330.37,Yes,Summer,0.84,1.12,0,49416.91
Electronics,Metro,35264.45,No,Summer,1.07,0.71,0,58685.07
Apparel,Metro,81496.99,No,Festive,1.07,1.24,0,67721.87
Grocery,Metro,83653.19,No,Regular,0.91,0.73,1,115004.74
Home Decor,Tier 1 City,33183.43,Yes,Regular,1.12,0.79,0,57990.76
Electronics,Metro,50355.56,Yes,Winter,1.05,1.11,0,49875.56
Grocery,Metro,26266.1,Yes,Back to School,1.0,1.19,1,27667.65
Home Decor,Tier 1 City,5000.0,No,Festive,1.03,0.87,0,17729.78
Pharmacy,Metro,43776.93,No,Summer,1.19,1.46,0,34070.13
Grocery,Metro,32672.54,Yes,Winter,0.85,0.88,1,37203.98
Electronics,Metro,59756.88,No,Regular,1.07,1.4,1,60061.33
Home Decor,Tier 1 City,85206.22,No,Festive,1.02,0.54,0,153584.29
Electronics,Tier 1 City,63966.51,No,Regular,0.86,1.08,0,47708.58
Pharmacy,Tier 1 City,57555.33,No,Regular,0.92,1.46,1,39218.49
Electronics,Tier 2 City,43352.28,Yes,Back to School,0.93,1.09,0,40263.61
Grocery,Tier 1 City,57698.01,No,Back to School,1.17,1.43,0,42734.83
Home Decor,Metro,39514.58,No,Winter,0.87,1.45,0,28056.97
Apparel,Metro,16997.36,No,Regular,0.85,0.84,0,13919.9
Grocery,Tier 1 City,37870.94,No,Summer,0.93,0.63,0,54922.67
Home Decor,Tier 2 City,67970.01,No,Back to School,0.99,0.68,0,93333.6
Grocery,Metro,62740.88,No,Back to School,1.11,1.27,0,53110.06
Electronics,Tier 1 City,88794.92,No,Winter,1.02,0.8,0,108673.61
Pharmacy,Metro,41880.74,Yes,Back to School,0.94,0.69,0,62857.88
Electronics,Tier 2 City,70143.14,No,Winter,1.01,0.6,0,118669.43
Electronics,Tier 1 City,50070.83,Yes,Festive,1.17,0.69,0,90845.88
Apparel,Tier 1 City,70341.84,No,Festive,1.11,0.74,0,116043.67
Electronics,Metro,39718.1,Yes,Back to School,0.85,0.71,0,59218.45
Pharmacy,Metro,59266.52,No,Festive,1.11,1.4,1,46842.89
Grocery,Tier 2 City,62010.66,No,Winter,1.15,1.4,1,55340.4
Electronics,Tier 1 City,57114.81,No,Summer,0.93,1.46,1,41995.55
Apparel,Metro,56616.29,No,Festive,1.11,1.42,1,53399.41
Home Decor,Tier 1 City,33143.54,No,Back to School,1.06,0.92,0,37175.92
Grocery,Tier 2 City,36355.14,No,Back to School,0.92,1.0,0,21809.67
Pharmacy,Metro,63322.55,Yes,Summer,1.13,0.94,0,89343.89
Apparel,Tier 1 City,51945.24,No,Winter,0.84,1.08,0,40085.14
Home Decor,Metro,38703.57,Yes,Festive,0.88,1.33,0,33293.89
Apparel,Tier 1 City,32631.93,Yes,Festive,0.83,0.62,1,57514.37
Electronics,Tier 1 City,67199.11,No,Regular,1.19,1.45,0,57561.99
Home Decor,Metro,64931.65,No,Regular,1.09,1.45,0,52685.78
Home Decor,Tier 1 City,56352.27,Yes,Winter,1.16,0.56,0,139423.91
Grocery,Tier 2 City,83539.28,No,Back to School,1.02,0.91,0,99094.6
Apparel,Tier 2 City,53732.09,No,Festive,1.1,0.8,0,76585.78
Pharmacy,Tier 2 City,62732.89,No,Regular,0.83,1.15,1,48677.0
Apparel,Tier 1 City,54842.27,Yes,Festive,1.0,1.35,0,43886.68
Home Decor,Tier 1 City,40031.84,No,Summer,1.2,1.49,0,35392.0
Home Decor,Tier 1 City,67782.52,No,Festive,1.12,0.94,1,84260.14
Home Decor,Tier 2 City,45425.35,Yes,Winter,1.05,1.3,0,39937.86
Pharmacy,Metro,47361.04,No,Back to School,1.09,0.87,0,59954.16
Grocery,Tier 1 City,34393.68,Yes,Back to School,1.14,1.03,0,43441.52
Pharmacy,Tier 1 City,60163.55,No,Back to School,1.16,1.01,0,66292.59
Home Decor,Tier 1 City,35624.96,No,Winter,0.95,0.81,0,34914.04
Electronics,Tier 1 City,17168.44,No,Regular,1.12,1.02,0,12938.62
Pharmacy,Tier 1 City,41369.96,No,Winter,0.87,0.67,0,54585.2
Home Decor,Tier 1 City,57745.8,Yes,Winter,1.19,1.36,0,59829.82
Electronics,Metro,99830.48,No,Winter,0.82,1.09,0,75160.73
Electronics,Metro,68874.39,No,Winter,0.89,0.58,0,101294.64
Home Decor,Tier 1 City,91130.07,No,Winter,1.02,0.81,0,113849.94
Home Decor,Tier 2 City,41594.49,No,Back to School,0.94,1.46,0,24883.04
Apparel,Tier 2 City,57735.05,No,Summer,0.8,1.21,0,40834.12
Apparel,Tier 1 City,49216.91,No,Back to School,0.96,0.85,0,60990.48
Apparel,Metro,57571.66,No,Festive,1.0,0.88,1,81504.02
Home Decor,Tier 1 City,73463.57,Yes,Festive,1.18,1.14,0,96039.66
Pharmacy,Metro,44247.25,No,Winter,0.9,0.56,0,66275.99
Pharmacy,Tier 1 City,64340.17,No,Back to School,1.19,1.39,0,58214.53
Grocery,Tier 1 City,19222.26,Yes,Summer,1.2,0.97,1,25043.35
Apparel,Tier 2 City,88710.07,No,Regular,1.09,1.36,0,72577.64
Apparel,Metro,68033.71,No,Winter,0.97,1.23,0,49538.71
Apparel,Tier 1 City,63655.58,Yes,Regular,1.06,0.65,0,124143.13
Grocery,Metro,57923.4,Yes,Festive,1.12,1.02,0,66597.41
Grocery,Tier 1 City,5000.0,Yes,Winter,1.13,0.63,0,5000.0
Electronics,Tier 2 City,28834.57,No,Summer,0.99,1.18,1,27677.71
Apparel,Tier 1 City,41293.85,Yes,Back to School,1.03,0.88,0,61199.08
Grocery,Tier 1 City,67089.72,No,Winter,1.19,1.09,0,68594.37
Pharmacy,Tier 2 City,47649.56,No,Winter,0.91,1.25,0,28921.65
Electronics,Tier 2 City,37916.72,No,Winter,1.03,0.57,0,67079.83
Pharmacy,Tier 2 City,68891.44,Yes,Winter,1.18,1.2,0,90161.26
Home Decor,Tier 1 City,44891.22,No,Festive,1.12,0.56,0,98363.75
Grocery,Metro,65113.46,No,Regular,0.98,0.71,0,91807.82
Home Decor,Tier 1 City,60527.29,No,Winter,0.9,0.94,0,51194.13
Electronics,Tier 2 City,62884.13,No,Regular,0.82,0.92,0,57688.15
Electronics,Tier 2 City,42136.13,Yes,Regular,1.16,1.17,1,47214.54
Grocery,Metro,70219.78,No,Winter,0.84,0.89,1,76054.04
Home Decor,Tier 1 City,55693.41,Yes,Summer,0.97,0.94,0,61729.57
Grocery,Tier 2 City,74121.46,No,Winter,0.94,0.98,0,71020.34
Grocery,Metro,46680.27,No,Winter,0.94,0.81,0,55450.3
Electronics,Tier 2 City,19685.78,Yes,Summer,1.03,1.41,0,8865.2
Grocery,Tier 1 City,66541.9,Yes,Regular,1.15,0.91,1,111760.05
Home Decor,Tier 1 City,88963.4,No,Summer,1.13,1.14,0,88515.21
Grocery,Tier 2 City,56985.4,No,Back to School,1.01,1.11,0,52692.05
Pharmacy,Tier 1 City,58916.49,No,Festive,0.98,0.76,0,74618.11
Home Decor,Tier 1 City,61864.44,No,Festive,1.04,0.74,0,83768.96
Home Decor,Tier 1 City,58970.94,Yes,Festive,0.85,0.68,1,91727.85
Pharmacy,Metro,20986.67,No,Regular,0.83,1.1,1,20844.91
Home Decor,Metro,74393.67,No,Back to School,1.01,0.93,1,89525.4
Home Decor,Tier 2 City,43726.22,Yes,Back to School,0.98,1.0,0,50539.78
Home Decor,Tier 1 City,61600.38,Yes,Summer,0.89,0.8,1,95391.52
Home Decor,Metro,52849.11,Yes,Summer,0.86,1.42,0,35787.09
Grocery,Tier 2 City,51353.63,No,Winter,0.9,1.13,1,51412.58
Pharmacy,Metro,58414.42,No,Regular,0.84,0.98,0,51214.56
Apparel,Metro,51028.8,No,Summer,1.09,1.4,0,38220.18
Grocery,Tier 1 City,79365.13,No,Festive,0.82,1.37,0,40115.99
Electronics,Tier 2 City,79111.89,No,Winter,0.99,0.85,0,102995.29
Pharmacy,Metro,60262.26,No,Festive,0.86,0.83,0,66197.7
Pharmacy,Metro,67718.68,Yes,Regular,1.13,0.59,1,157932.55
Home Decor,Tier 1 City,56965.43,Yes,Festive,0.86,0.73,0,76601.53
Apparel,Metro,36852.06,No,Back to School,0.89,0.6,1,54454.48
Pharmacy,Tier 2 City,36102.98,No,Summer,1.11,0.89,0,47108.67
Grocery,Metro,34815.32,No,Summer,0.84,0.66,1,58171.61
Home Decor,Tier 1 City,59361.44,No,Winter,1.07,1.04,1,75738.87
Pharmacy,Tier 2 City,36126.88,Yes,Back to School,1.17,1.43,1,38433.32
Home Decor,Metro,68158.59,Yes,Winter,0.82,1.13,0,54282.67
Grocery,Tier 1 City,54029.23,No,Festive,0.96,1.42,0,29579.32
Grocery,Tier 1 City,25989.68,No,Back to School,0.85,1.44,0,15174.84
Home Decor,Tier 2 City,39467.4,No,Festive,1.17,0.99,0,52022.36
Grocery,Tier 1 City,27060.29,Yes,Summer,1.15,1.25,1,28488.94
Grocery,Tier 1 City,30737.69,Yes,Back to School,1.09,0.61,0,62175.93
Grocery,Tier 2 City,18315.26,No,Winter,1.06,0.86,0,20074.95
Apparel,Tier 2 City,47794.69,No,Regular,1.11,1.02,0,53585.94
Home Decor,Tier 1 City,23205.24,No,Winter,0.81,1.2,1,18048.76
Pharmacy,Tier 1 City,64824.73,Yes,Regular,0.83,0.55,0,108389.11
Electronics,Tier 2 City,36198.88,Yes,Festive,0.87,1.05,0,29820.14
Apparel,Tier 1 City,49225.08,No,Summer,0.94,0.61,0,75948.23
Home Decor,Tier 2 City,73625.25,Yes,Back to School,0.87,1.45,1,50646.51
Home Decor,Tier 2 City,52501.31,Yes,Winter,1.03,0.95,0,67205.93
Home Decor,Tier 2 City,62886.46,Yes,Regular,1.03,0.64,1,128260.55
Electronics,Metro,56053.34,No,Summer,0.88,1.06,0,36387.39
Home Decor,Tier 1 City,49522.16,No,Festive,1.15,0.76,0,81890.16
Grocery,Metro,65304.14,No,Summer,1.05,1.41,0,52525.91
Apparel,Tier 2 City,74398.42,No,Festive,1.19,1.19,1,75671.01
Electronics,Metro,86310.84,No,Back to School,1.18,0.92,0,110892.33
Apparel,Tier 1 City,44226.08,Yes,Festive,1.16,1.22,0,40287.35
Pharmacy,Tier 1 City,71174.68,Yes,Back to School,1.02,0.51,0,165145.62
Grocery,Tier 1 City,9338.06,Yes,Winter,0.98,0.77,0,10323.77
Apparel,Tier 2 City,64278.56,Yes,Regular,0.97,0.57,0,122768.39
Grocery,Metro,25640.36,No,Festive,1.05,1.25,0,14038.19
Pharmacy,Metro,31694.54,No,Winter,1.01,0.93,1,36632.59
Home Decor,Metro,61258.55,No,Regular,0.86,0.51,0,101967.11
Pharmacy,Tier 1 City,90058.46,No,Festive,0.85,0.94,0,88736.6
Grocery,Metro,66832.61,Yes,Regular,1.18,0.9,1,100945.11
Grocery,Tier 1 City,64315.76,No,Festive,0.96,1.26,0,34444.81
Home Decor,Metro,71889.91,Yes,Summer,1.08,0.66,0,130131.91
Home Decor,Tier 2 City,42209.73,Yes,Summer,1.11,1.17,0,46089.11
Home Decor,Tier 2 City,64627.95,No,Back to School,0.98,0.65,0,102179.63
Pharmacy,Tier 1 City,75753.11,No,Back to School,0.9,0.93,0,71771.77
Electronics,Metro,104167.45,No,Regular,0.88,1.05,0,81639.86
Home Decor,Tier 1 City,45366.82,Yes,Regular,0.85,1.27,0,34683.71
Grocery,Tier 1 City,9311.46,No,Festive,0.92,1.25,0,13958.07
Electronics,Metro,67644.89,Yes,Festive,0.82,1.08,0,56046.51
Pharmacy,Tier 1 City,59290.69,No,Festive,1.08,1.09,0,55261.83
Home Decor,Metro,51633.6,Yes,Festive,1.1,1.16,1,66015.81
Apparel,Tier 1 City,68975.25,Yes,Festive,0.81,1.08,1,64055.41
Apparel,Metro,51056.97,No,Summer,1.08,1.41,0,35105.16
Home Decor,Metro,66741.22,No,Winter,0.82,1.25,1,42827.93
Home Decor,Tier 1 City,75398.37,No,Winter,0.99,1.22,0,63667.85
Home Decor,Tier 1 City,23999.63,Yes,Regular,1.07,1.03,0,26724.25
Electronics,Metro,73979.91,Yes,Festive,1.1,0.5,0,187743.56
Home Decor,Tier 1 City,53476.57,No,Winter,0.87,0.8,0,50668.62
Pharmacy,Tier 1 City,33777.28,No,Back to School,1.1,1.24,0,34726.56
Grocery,Tier 2 City,66523.77,Yes,Regular,0.9,1.41,0,42945.84
Grocery,Tier 2 City,55550.34,No,Back to School,0.83,1.09,0,39758.87
Grocery,Metro,67252.87,Yes,Back to School,1.17,1.03,0,86153.24
Pharmacy,Metro,87340.52,No,Regular,1.16,0.82,0,123413.99
Apparel,Metro,72660.13,No,Back to School,0.84,0.56,0,108026.53
Pharmacy,Tier 2 City,8280.06,Yes,Festive,1.0,0.78,0,16334.44
Pharmacy,Tier 1 City,76092.57,No,Festive,1.06,1.19,0,80297.21
Pharmacy,Metro,35406.5,Yes,Winter,0.92,0.74,0,54866.11
Apparel,Tier 1 City,64411.8,No,Back to School,1.01,1.23,0,47784.89
Grocery,Tier 2 City,14161.82,Yes,Back to School,1.07,1.37,0,13160.73
Home Decor,Metro,31785.57,No,Summer,1.02,1.25,0,20845.48
Home Decor,Tier 1 City,5000.0,Yes,Summer,0.97,1.37,1,5000.0
Electronics,Metro,74403.81,No,Back to School,1.1,1.3,0,66338.46
Pharmacy,Tier 2 City,32205.96,Yes,Summer,1.03,0.62,0,57523.15
Apparel,Tier 2 City,63750.02,No,Festive,0.83,0.94,0,58746.8
Apparel,Tier 1 City,19963.11,No,Summer,0.83,1.22,0,12384.15
Electronics,Tier 1 City,29089.13,Yes,Festive,1.13,0.99,0,34111.35
Home Decor,Metro,63951.84,Yes,Winter,0.88,1.4,0,47212.04
Home Decor,Tier 2 City,53474.35,Yes,Back to School,0.87,1.25,0,43566.06
Electronics,Tier 1 City,114577.68,No,Summer,0.89,0.51,0,204269.95
Pharmacy,Tier 2 City,57845.3,No,Festive,1.16,0.72,0,97031.75
Home Decor,Tier 2 City,33492.02,Yes,Summer,1.15,1.19,0,41289.93
Apparel,Tier 1 City,55107.85,No,Back to School,1.1,1.3,0,48269.71
Grocery,Metro,80092.23,Yes,Winter,0.82,1.26,0,66172.31
Grocery,Tier 1 City,54595.39,No,Winter,1.13,0.83,0,78583.48
Apparel,Metro,23986.62,Yes,Summer,1.08,0.9,0,32291.17
Grocery,Tier 2 City,65111.48,No,Back to School,1.16,0.55,0,141350.62
Grocery,Tier 2 City,29231.59,Yes,Regular,1.17,0.75,0,46022.99
Pharmacy,Tier 1 City,62063.69,No,Regular,0.91,1.32,0,40321.07
Home Decor,Metro,54181.75,No,Back to School,0.8,0.77,0,57175.81
Pharmacy,Tier 2 City,19895.63,No,Winter,1.0,1.25,0,21873.9
Grocery,Tier 1 City,56783.63,No,Winter,1.14,1.11,0,59999.86
Electronics,Tier 1 City,5000.0,No,Festive,0.98,0.65,0,6647.53
Home Decor,Tier 2 City,85008.93,No,Summer,0.83,0.81,0,82678.6
Grocery,Metro,52590.31,No,Back to School,0.9,0.86,0,49971.55
Apparel,Tier 2 City,35624.02,No,Winter,1.01,1.15,0,30482.98
Pharmacy,Tier 2 City,59621.52,Yes,Regular,1.19,1.06,0,81443.23
Pharmacy,Tier 2 City,65172.63,No,Festive,0.85,1.35,0,41187.8
Grocery,Tier 1 City,88973.9,No,Winter,0.88,0.68,0,117510.64
Apparel,Metro,57310.63,No,Festive,0.87,1.16,0,44037.13
Home Decor,Tier 1 City,76816.82,No,Winter,1.16,1.09,0,85568.77
Electronics,Metro,34557.25,No,Festive,1.0,1.31,0,34470.52
Pharmacy,Tier 1 City,70414.79,No,Winter,1.08,1.2,0,61763.25
Apparel,Tier 2 City,31568.19,No,Festive,1.11,1.49,0,22491.16
Grocery,Tier 2 City,64135.42,No,Back to School,1.14,0.6,0,122060.51
Apparel,Tier 2 City,87887.32,No,Festive,0.97,1.22,0,64022.76
Grocery,Tier 1 City,68218.94,Yes,Summer,0.82,0.58,0,100204.34
Pharmacy,Metro,62392.21,No,Regular,1.18,1.08,0,70327.32
Electronics,Metro,70872.81,No,Winter,0.81,1.05,0,54344.34
Pharmacy,Tier 1 City,39544.01,No,Winter,0.97,0.56,0,70485.05
Apparel,Metro,45934.95,Yes,Winter,0.81,1.5,1,29665.77
Electronics,Tier 1 City,25237.28,No,Winter,0.94,0.84,0,24862.41
Apparel,Tier 1 City,59714.18,No,Summer,1.17,0.5,0,138412.68
Electronics,Tier 1 City,28096.34,No,Winter,1.01,0.75,0,37631.11
Pharmacy,Tier 1 City,84359.3,Yes,Back to School,1.06,1.43,1,83853.53
Electronics,Tier 2 City,58123.5,No,Festive,1.05,1.4,0,42243.8
Home Decor,Metro,36366.24,Yes,Summer,1.02,1.44,0,33225.05
Grocery,Metro,64491.75,Yes,Back to School,1.0,0.78,0,96651.69
Pharmacy,Tier 1 City,70502.56,No,Summer,1.06,0.59,0,116101.37
Electronics,Metro,27008.26,Yes,Back to School,0.86,1.28,0,20979.61
Electronics,Tier 1 City,69134.47,No,Back to School,0.86,1.15,0,61622.35
Electronics,Tier 1 City,47740.24,No,Festive,1.02,1.4,0,31364.02
Pharmacy,Metro,26280.31,No,Festive,0.83,0.93,1,20243.65
Apparel,Metro,36074.05,No,Winter,1.06,1.45,0,14912.91
Pharmacy,Tier 1 City,36353.6,No,Regular,1.02,0.83,1,54445.93
Grocery,Metro,29803.86,No,Back to School,0.92,1.4,1,17829.71
Home Decor,Tier 1 City,51403.12,Yes,Regular,0.88,1.46,1,36007.02
Grocery,Metro,56809.99,Yes,Regular,1.02,0.66,0,99224.76
Pharmacy,Metro,51212.48,No,Regular,1.19,0.83,1,82976.97
Grocery,Tier 2 City,38900.49,No,Regular,1.11,1.4,0,36636.82
Apparel,Metro,60502.55,No,Back to School,0.95,1.17,0,54986.21
Grocery,Metro,64499.44,No,Winter,1.14,0.75,0,97171.57
Pharmacy,Tier 2 City,17865.48,Yes,Summer,1.16,1.23,0,20485.76
Home Decor,Metro,25123.76,Yes,Winter,1.02,1.07,0,28416.28
Electronics,Metro,27508.11,No,Back to School,0.81,1.01,0,28562.14
Electronics,Tier 1 City,53581.08,No,Winter,1.17,1.28,0,46940.23
Pharmacy,Tier 2 City,49093.73,Yes,Regular,1.09,0.99,0,56802.05
Electronics,Metro,71452.02,No,Regular,1.14,1.27,0,58812.72
Home Decor,Tier 2 City,58377.59,No,Regular,1.15,1.01,0,64031.44
Home Decor,Tier 1 City,92581.47,No,Back to School,0.97,0.53,0,167450.74
Home Decor,Metro,68126.65,No,Summer,1.03,1.22,1,63886.97
Grocery,Tier 2 City,48096.5,No,Festive,0.82,1.15,1,34170.05
Apparel,Tier 1 City,76998.04,No,Summer,0.94,1.31,0,52895.8
Home Decor,Tier 1 City,33380.84,No,Winter,0.93,0.52,0,64771.46
