Date,Channel,Region,Ad_Spend,Impressions,Clicks,Conversions,Revenue,CTR,Conversion_Rate
2025-08-07,YouTube,North,26808,114046,19670,445,364455,17.24742647703558,2.2623284189120487
2025-08-07,Google Ads,North,46037,211479,17753,2084,1861012,8.394686942911589,11.738861037571114
2025-08-07,Facebook,West,31794,205994,3016,2940,2316720,1.4641203141839083,97.48010610079577
2025-08-08,YouTube,East,22833,422629,1982,617,347988,0.4689692377948508,31.13017154389506
2025-08-08,Google Ads,South,5283,497190,3495,2794,2106676,0.7029505822723707,79.94277539341917
2025-08-08,Facebook,East,11133,483723,4780,2945,1440105,0.9881688487005993,61.61087866108787
2025-08-08,Facebook,West,35425,150453,19052,163,162022,12.663090799119992,0.8555532227587654
2025-08-08,Facebook,South,9017,317239,10892,2499,2451519,3.43337357638878,22.94344473007712
2025-08-09,Email,West,38715,16535,9258,2603,1796070,55.99032355609314,28.116223806437674
2025-08-09,YouTube,North,20002,115699,16126,965,630145,13.937890560851866,5.984125015502915
2025-08-10,Email,West,19245,91412,18701,2210,861900,20.457926749223297,11.817549863643656
2025-08-10,Email,South,16627,56354,4639,2111,648077,8.231891258828123,45.50549687432636
2025-08-10,YouTube,West,15813,395187,4598,840,613200,1.163499811481653,18.268812527185734
2025-08-10,Instagram,South,36175,108317,19929,1459,1333526,18.398773968998402,7.320989512770335
2025-08-11,Google Ads,South,9637,226076,5982,301,214613,2.6460128452378844,5.031761952524239
2025-08-11,Instagram,North,25956,440923,19798,739,470743,4.490126393950871,3.7327002727548235
2025-08-11,YouTube,North,42542,261749,11044,630,618030,4.219309338335582,5.704454907642158
2025-08-11,YouTube,North,11801,20517,15042,1768,850408,73.31481210703319,11.753756149448211
2025-08-11,Instagram,West,16088,393399,12114,661,203588,3.07931641920798,5.4564966154862145
2025-08-11,Facebook,West,30228,348431,19869,201,171453,5.7024202783334434,1.011626151290956
2025-08-12,Google Ads,West,18549,189697,15858,698,540252,8.359647226893415,4.401563879429941
2025-08-12,Email,North,13639,80293,19656,253,101453,24.480340751995815,1.2871387871387872
2025-08-12,YouTube,West,33121,82453,14388,1106,237790,17.449941178610846,7.686961356686127
2025-08-13,YouTube,East,13929,358985,15946,1110,1081140,4.441968327367439,6.960993352564906
2025-08-13,Google Ads,North,22237,188068,18493,697,244647,9.83314545802582,3.768993673281782
2025-08-14,Instagram,East,21342,354684,4021,1801,1379566,1.1336851958362937,44.78985327033077
2025-08-14,Google Ads,North,34638,478226,8752,2065,1811005,1.8300970670770724,23.594606946983546
2025-08-15,Google Ads,West,15406,16653,5682,2111,462309,34.119978382273466,37.15241112284407
2025-08-16,YouTube,East,25805,498447,15508,759,366597,3.1112635846940595,4.894248129997421
2025-08-16,YouTube,East,49391,413814,7346,985,202910,1.7751936860521875,13.408657772937655
2025-08-16,Facebook,West,6292,437000,8744,138,104742,2.0009153318077804,1.578225068618481
2025-08-16,Email,South,43704,378445,19918,211,136517,5.263116172759582,1.059343307561
2025-08-17,Email,East,27514,235065,17894,435,422820,7.612362538021398,2.430982452218621
2025-08-17,Google Ads,East,31743,413494,2639,2925,1664325,0.6382196597774091,110.83743842364532
2025-08-18,Google Ads,West,49450,403160,7218,868,759500,1.7903561861295763,12.02549182599058
2025-08-18,Facebook,East,12834,312594,12558,1320,319440,4.017351580644543,10.51122790253225
2025-08-19,Facebook,East,36781,105215,17166,2979,2398095,16.315164187615835,17.354072002796226
2025-08-19,Google Ads,North,26514,46080,11870,520,437320,25.75954861111111,4.380791912384161
2025-08-20,Instagram,East,20247,21008,5484,461,371566,26.104341203351105,8.406272793581328
2025-08-20,Instagram,North,11015,122348,11586,2221,1041649,9.469709353646975,19.169687553944414
2025-08-20,Email,East,26516,275479,3155,2274,1280262,1.1452778614703845,72.07606973058637
2025-08-20,Email,East,48569,256579,4014,2792,2328528,1.5644304483219593,69.55655206776284
2025-08-20,Google Ads,North,41878,324351,15559,1283,857044,4.796963783062176,8.246031235940613
2025-08-20,Email,North,27087,51825,18001,2409,1047915,34.73420164013507,13.382589856119104
2025-08-20,Facebook,West,40762,321095,1049,1621,909381,0.32669459194319433,154.52812202097235
2025-08-22,Email,North,35949,43836,11049,376,277864,25.205310703531342,3.403022897999819
2025-08-22,Email,South,31441,141403,4484,1517,1143818,3.171078407105931,33.8314005352364
2025-08-23,Google Ads,West,41507,333828,3156,2594,1976628,0.9453970308062835,82.19264892268696
2025-08-23,Email,South,29236,481825,4403,2850,1590300,0.9138172573029627,64.72859414035884
2025-08-23,Google Ads,West,44747,90572,17182,2691,1706094,18.970542772600805,15.661739029216623
2025-08-23,YouTube,East,12729,405224,18745,1426,466302,4.6258365743391305,7.6073619631901845
2025-08-24,YouTube,South,40754,268480,3930,212,53636,1.4637961859356377,5.39440203562341
2025-08-24,Email,South,36011,35244,17883,2686,1496102,50.74055158324822,15.019851255382207
2025-08-25,Facebook,North,45790,410846,15187,573,450378,3.6965188902897927,3.7729637189701717
2025-08-25,Instagram,South,6880,251474,14941,1451,953307,5.941369684341124,9.711532025968811
2025-08-25,YouTube,North,17564,41731,1785,1850,1476300,4.277395701037598,103.64145658263307
2025-08-25,YouTube,East,10072,246718,15816,2642,1445174,6.410557802835626,16.704602933737984
2025-08-26,Facebook,West,35831,202911,10320,850,848300,5.08597365347369,8.236434108527131
2025-08-26,Instagram,West,7156,204891,15043,2803,571812,7.341952550380445,18.633251346141062
2025-08-27,Email,North,49091,497551,11849,2650,1929200,2.381464412693372,22.36475651953751
2025-08-27,YouTube,South,7503,445239,8761,660,258060,1.96770723139707,7.53338659970323
2025-08-27,Google Ads,West,28992,328364,3738,2714,1603974,1.1383708323689563,72.60567148207598
2025-08-28,Google Ads,North,36043,354390,11979,1933,1289311,3.3801743841530514,16.136572334919443
2025-08-28,Google Ads,West,6042,285077,7718,358,167902,2.7073387190127582,4.6385073853329875
2025-08-28,Facebook,South,24630,241284,2652,184,167808,1.0991197095538867,6.93815987933635
2025-08-29,Google Ads,North,49604,156696,3346,2623,1702327,2.1353448715985093,78.39210998206813
2025-08-29,Instagram,East,39243,183402,1435,899,528612,0.7824342155483582,62.64808362369338
2025-08-29,Google Ads,East,30931,120203,7519,1622,1255428,6.25525153282364,21.572017555526003
2025-08-30,Instagram,West,12023,312072,1447,2871,757944,0.46367504934758647,198.41050449205252
2025-08-30,Email,West,33074,127411,10694,866,851278,8.39330983980975,8.097998877875444
2025-08-31,Instagram,North,12237,218115,18517,583,521785,8.489558260550627,3.148458173570233
2025-09-01,Email,West,43424,139501,10521,675,457650,7.541881420204873,6.41573994867408
2025-09-01,Email,East,48382,72383,11583,2336,1565120,16.00237624856665,20.1674868341535
2025-09-02,Instagram,North,42738,327325,930,890,852620,0.28412128618345683,95.6989247311828
2025-09-03,Facebook,South,22742,63406,9937,1253,1138977,15.672018420969625,12.60943946865251
2025-09-03,Email,West,49809,458836,2191,2572,1334868,0.4775126624763532,117.3893199452305
2025-09-03,Facebook,West,41682,27203,2284,68,58956,8.396132779472852,2.9772329246935203
2025-09-03,YouTube,South,20110,42171,4351,1332,444888,10.317516776932015,30.61365203401517
2025-09-03,Email,East,44105,284621,5565,519,502392,1.9552316940773873,9.326145552560646
2025-09-04,Instagram,North,36871,354835,14636,2744,1602496,4.124734031310327,18.748291883028152
2025-09-05,YouTube,South,22280,280837,2444,174,110664,0.8702556999255796,7.1194762684124395
2025-09-05,Email,North,49384,442603,15492,510,265200,3.500202212818259,3.292021688613478
2025-09-05,YouTube,North,28888,334887,8100,2887,2199894,2.4187263166381494,35.641975308641975
2025-09-05,YouTube,East,34144,343452,738,1790,1745250,0.21487718807868347,242.54742547425474
2025-09-07,Email,West,17934,263735,1919,1909,1441295,0.7276243198665328,99.47889525794685
2025-09-07,Email,East,23174,125425,4829,194,108640,3.8501096272672912,4.017394905777594
2025-09-07,Instagram,West,43178,193026,9310,1309,1302455,4.823184441474206,14.06015037593985
2025-09-07,YouTube,West,23728,281329,9589,2099,1064193,3.4084648223254623,21.889665241422463
2025-09-07,Google Ads,East,22444,431772,16856,166,143424,3.9039122499837875,0.984812529663028
2025-09-08,YouTube,East,34888,441136,10121,2519,680130,2.2943037974683547,24.888844975792907
2025-09-08,YouTube,North,34516,382298,10759,152,92416,2.814296700479731,1.4127707035969885
2025-09-09,Email,South,21876,318889,10572,637,456092,3.315260168898896,6.025349981082104
2025-09-09,YouTube,South,47224,87548,2372,2236,1542840,2.709370859414264,94.2664418212479
2025-09-09,Google Ads,North,9146,359071,3757,2426,2016006,1.0463111752271834,64.57279744476976
2025-09-09,Facebook,South,19600,252486,18132,2969,2191122,7.181388274993465,16.374365762188397
2025-09-10,Facebook,West,45759,468177,14332,231,122199,3.061235387470978,1.6117778397990512
2025-09-10,Email,North,24744,326418,9509,2226,1547070,2.913135917749634,23.409401619518352
2025-09-10,Email,East,26786,363145,8306,587,316980,2.287240633906566,7.067180351553095
2025-09-11,YouTube,West,8700,291610,11786,698,167520,4.041699530194438,5.922280671983709
2025-09-11,Email,South,9209,419468,1578,54,53352,0.37619079405342004,3.4220532319391634
2025-09-11,Google Ads,South,15256,404142,3814,1740,1071840,0.943727699669918,45.621394861038276
2025-09-11,Google Ads,South,10489,338824,17574,1780,961200,5.186763629494958,10.12859906680323
2025-09-11,Instagram,West,44098,55758,5511,1067,720225,9.883783492951684,19.36127744510978
2025-09-12,Google Ads,West,16291,61295,8629,2576,538384,14.077820376865976,29.852821879707964
2025-09-13,Instagram,West,8076,15811,3769,1318,1285050,23.837834419075328,34.96948792783232
2025-09-13,Facebook,North,39645,312505,8441,1167,484305,2.7010767827714757,13.825376140267739
2025-09-13,Facebook,North,45928,250267,9582,1617,512589,3.8287109367195837,16.875391358797746
2025-09-14,Instagram,East,23420,189804,9717,2700,1730700,5.11949168616046,27.78635381290522
2025-09-15,YouTube,West,40337,312052,17765,2452,953828,5.692961429505338,13.802420489726991
2025-09-15,Email,East,16027,499747,1134,2380,1992060,0.22691481889836254,209.87654320987653
2025-09-15,Google Ads,South,20329,474818,9470,1998,1940058,1.9944483991761055,21.09820485744456
2025-09-15,Facebook,South,22183,111711,15205,2262,1574352,13.611014134686824,14.876685300887866
2025-09-16,Google Ads,South,6309,85710,16917,272,106896,19.73748687434372,1.6078500916238105
2025-09-17,Instagram,South,5489,416779,10493,1871,1732546,2.517641243920639,17.830934908986944
2025-09-17,YouTube,North,23539,475364,9799,1295,1086505,2.061367709797124,13.215634248392693
2025-09-17,Google Ads,North,38252,12889,2124,2767,1743210,16.479168283032042,130.27306967984936
2025-09-18,Facebook,East,36058,197930,19289,1447,578800,9.745364522811094,7.501684898128468
2025-09-18,Facebook,West,45366,251656,18045,1670,1065460,7.170502590838288,9.254641174840676
2025-09-19,Facebook,North,24801,23901,5277,677,591021,22.078574118237732,12.829259048701914
2025-09-20,Facebook,East,11473,114182,13450,775,761825,11.779439841656302,5.762081784386617
2025-09-20,Instagram,South,32461,52229,9717,1812,828084,18.604606636159986,18.647730781105277
2025-09-20,YouTube,South,19514,120912,18066,1530,1496340,14.941445017864233,8.468947193623382
2025-09-21,Instagram,East,24289,474901,10350,880,251680,2.1794016015969646,8.502415458937199
2025-09-21,Google Ads,West,31611,201544,16102,2624,750464,7.989322430833962,16.2961122841883
2025-09-22,YouTube,East,49280,22093,14587,1999,453773,66.0254379215136,13.703982998560363
2025-09-23,Facebook,South,29848,419512,11523,442,250614,2.746762905471119,3.835806647574416
2025-09-23,Email,West,40279,343982,7342,2967,2026461,2.1344140100354085,40.41133206210842
2025-09-23,Google Ads,North,12891,23496,19077,475,259350,81.19254341164454,2.489909314881795
2025-09-23,YouTube,East,35969,320311,1644,1582,957110,0.5132511840055446,96.2287104622871
2025-09-24,Google Ads,West,14355,213793,19939,762,749046,9.326310964344014,3.821656050955414
2025-09-24,Facebook,North,28182,252553,18864,1699,1014303,7.469323270759009,9.00657336726039
2025-09-24,Google Ads,East,5848,340824,13745,1128,538056,4.032873271835316,8.206620589305203
2025-09-25,YouTube,North,7205,285430,14550,2869,2097239,5.097572084223803,19.71821305841924
2025-09-25,Instagram,North,38410,257408,4620,860,190060,1.794816011934361,18.614718614718615
2025-09-25,Email,East,49286,186445,1954,2198,2066120,1.048030250207836,112.48720573183213
2025-09-26,Facebook,South,9542,402376,19860,176,61248,4.935682048631131,0.8862034239677744
2025-09-26,YouTube,South,24211,226539,14585,954,844290,6.43818503657207,6.540966746657525
2025-09-26,Google Ads,South,14362,344339,17630,1802,873970,5.119954463479304,10.221213840045378
2025-09-26,Facebook,East,24450,61486,18297,2705,1974650,29.7579936896204,14.783844346067662
2025-09-27,Email,East,40409,35363,15760,2576,2187024,44.566354664479825,16.34517766497462
2025-09-27,YouTube,East,31313,470321,5683,570,381330,1.2083236768079673,10.029913777934189
2025-09-28,YouTube,West,27064,335230,2140,2766,1908540,0.6383676878560989,129.25233644859813
2025-09-28,Google Ads,East,23280,133180,3211,450,201150,2.411022676077489,14.014325755216445
2025-09-29,YouTube,North,15523,131594,552,723,195210,0.4194720124017812,130.97826086956522
2025-09-30,Email,East,30347,208037,9415,1549,1087398,4.525637266447795,16.45246946362188
2025-09-30,Instagram,South,35711,317214,8838,1168,720656,2.7861317596322985,13.215659651504867
2025-09-30,Google Ads,North,12298,362524,8210,1297,1195834,2.264677648928071,15.797807551766137
2025-09-30,YouTube,East,8213,23880,11362,2619,589275,47.57956448911223,23.050519274775567
2025-10-02,Facebook,South,32837,306497,13367,2769,2738541,4.3612172386679156,20.715194134809607
2025-10-02,Email,South,34493,257291,7978,1870,948090,3.1007691679848888,23.43945851090499
2025-10-02,Instagram,North,12078,148546,18106,831,296667,12.188816932128768,4.589638793770021
2025-10-03,YouTube,West,29440,401258,8053,1120,515200,2.006938179425706,13.907860424686453
2025-10-03,Google Ads,South,11359,314646,17338,2185,581210,5.510319533698188,12.60237628330834
2025-10-03,YouTube,West,5995,11909,3364,2204,2133472,28.24754387438072,65.51724137931035
2025-10-04,Email,South,14896,494449,6315,2573,1160423,1.2771792439665162,40.74425969912906
2025-10-04,YouTube,West,20672,490505,8853,1157,527592,1.8048745680472167,13.069016152716593
2025-10-04,Facebook,North,11534,265532,1216,2230,1877660,0.4579485711703297,183.38815789473685
2025-10-04,Facebook,West,43254,27202,3927,2280,1215240,14.436438497169327,58.05958747135218
2025-10-04,Instagram,West,22770,141728,11788,2274,1569060,8.317340257394445,19.290804207668817
2025-10-04,Instagram,West,43424,129583,3299,1239,759507,2.545858638864666,37.556835404668085
2025-10-05,Instagram,West,37847,309637,1289,838,436598,0.41629391836246965,65.01163692785104
2025-10-05,Google Ads,North,20520,249763,1871,1399,549807,0.749110156428294,74.77284874398717
2025-10-06,Facebook,West,25797,262159,11518,641,594207,4.393516911492644,5.565202292064594
2025-10-06,Email,West,40366,443292,7821,1927,406597,1.764299829457784,24.638792993223372
2025-10-06,YouTube,South,34251,251577,537,705,434280,0.21345353510058548,131.2849162011173
2025-10-06,Instagram,East,5165,23957,13279,1219,550988,55.428476019535,9.179908125611869
2025-10-06,Google Ads,South,39344,417917,7715,80,61040,1.8460603421253503,1.0369410239792611
2025-10-07,YouTube,East,46741,445646,1792,323,208335,0.4021128878078116,18.024553571428573
2025-10-07,Email,West,10428,32865,14321,837,512244,43.5752320097368,5.8445639271000625
2025-10-08,Instagram,East,35936,155579,6208,1109,582225,3.990255754311314,17.864046391752577
2025-10-09,Email,South,11624,351031,2111,899,659866,0.6013713888516968,42.58645191852203
2025-10-09,Google Ads,South,47353,462526,11115,1362,982002,2.4031081495959143,12.253711201079621
2025-10-09,Facebook,North,36664,109458,13619,501,339177,12.442215278919768,3.6786841912034656
2025-10-09,YouTube,East,30552,228820,8162,818,587324,3.566995891967485,10.022053418279834
2025-10-10,Google Ads,East,39315,405764,19419,1541,938469,4.785786812038525,7.935527061125702
2025-10-10,Instagram,South,24717,410121,9278,2845,1615960,2.2622591869228836,30.663936193145076
2025-10-11,Facebook,East,19817,408477,10991,1537,687039,2.6907267728660367,13.984168865435356
2025-10-11,Google Ads,East,12638,62009,7460,2219,1690878,12.030511699914529,29.74530831099196
2025-10-11,YouTube,North,29082,113202,2077,1273,1069320,1.8347732372219574,61.29032258064516
2025-10-11,Instagram,East,34386,199687,1049,296,96200,0.5253221291320918,28.217349857006674
2025-10-14,Google Ads,North,10618,66916,2340,2315,1217690,3.4969215135393625,98.93162393162393
2025-10-14,Facebook,East,6437,389154,3907,125,49250,1.0039727203112394,3.199385717942155
2025-10-14,Instagram,South,20867,86671,2775,1157,396851,3.2017629887736385,41.693693693693696
2025-10-15,Instagram,South,29609,191863,15876,2938,1892072,8.274654310627897,18.505920886873266
2025-10-16,Instagram,East,27408,219545,17921,2543,2131034,8.162791227311029,14.190056358462138
2025-10-16,Google Ads,West,22650,289612,16944,1152,1116288,5.850586301672583,6.79886685552408
2025-10-16,YouTube,North,5386,272033,19867,2718,1777572,7.303158072733823,13.680978507072028
2025-10-17,Instagram,West,6237,426097,15980,2079,927234,3.7503197628708955,13.010012515644556
2025-10-18,Google Ads,South,8189,50891,7675,1420,907380,15.081252087795486,18.501628664495115
2025-10-18,Facebook,East,41470,56201,2528,2484,2076624,4.498140602480383,98.25949367088607
2025-10-19,Facebook,West,15777,476277,5112,402,84822,1.0733249768517061,7.863849765258216
2025-10-19,Email,North,16291,25750,8269,1539,550962,32.112621359223304,18.611682186479623
2025-10-19,YouTube,West,10311,373061,14649,588,269304,3.9267036758063694,4.013925865246774
2025-10-19,Facebook,East,28517,75376,8824,2674,1184582,11.706644024623222,30.303717135086128
2025-10-19,YouTube,West,6477,379123,13584,1322,438904,3.5830060428937314,9.732037691401649
2025-10-20,Facebook,West,19054,428811,2572,2134,1948342,0.5997980462254933,82.97045101088646
2025-10-20,Google Ads,West,42147,218343,13696,2140,1410260,6.272699376668819,15.625
2025-10-21,YouTube,East,31509,95365,2371,474,171114,2.4862370890788026,19.991564740615775
2025-10-22,Instagram,North,40652,481671,1476,2070,1066050,0.3064332293204282,140.2439024390244
2025-10-22,Instagram,East,45055,215116,6399,612,500004,2.9746741293069783,9.563994374120956
2025-10-22,YouTube,West,38090,386430,18824,1716,1201200,4.871257407551174,9.116022099447514
2025-10-22,Google Ads,East,41009,204599,9511,1514,1417104,4.648605320651615,15.918410261802125
2025-10-22,Google Ads,North,44307,417138,4045,2372,1186000,0.9697030718850835,58.640296662546355
2025-10-22,Email,West,32264,214081,4492,2049,819600,2.098271215100826,45.61442564559216
2025-10-23,Google Ads,South,22878,343692,8080,2213,2069155,2.3509421225981404,27.38861386138614
2025-10-23,Facebook,North,22227,10786,16259,708,381612,150.74170220656407,4.35451134756135
2025-10-23,YouTube,North,14377,325524,4404,443,234347,1.3528956390312237,10.059037238873751
2025-10-23,Email,East,26750,479991,3113,2192,2178848,0.6485538270509239,70.4143912624478
2025-10-23,Email,North,46111,382677,3380,1197,410571,0.8832514104584284,35.414201183431956
2025-10-23,Facebook,East,26379,251489,13011,909,348147,5.173586121062949,6.986396126354623
2025-10-25,Facebook,North,42570,267328,16884,619,340450,6.3158367249221925,3.6661928452973234
2025-10-25,Instagram,South,16294,393758,15559,624,270816,3.9514117808400084,4.01054052316987
2025-10-25,Google Ads,West,30229,491332,10047,924,551628,2.0448495111248604,9.196775156763213
2025-10-26,Facebook,North,33457,316651,9796,1143,588645,3.093626737322794,11.66802776643528
2025-10-26,YouTube,West,5648,308096,19044,1056,350592,6.181190278354799,5.5450535601764335
2025-10-26,Instagram,South,19405,492597,12810,2439,2312172,2.600503048130622,19.039812646370024
2025-10-26,Email,South,20053,497177,11198,2956,1959828,2.252316579407334,26.3975709948205
2025-10-27,Email,South,33425,334313,7230,2705,1106345,2.162643989315402,37.41355463347165
2025-10-27,Email,West,13422,80757,6479,1917,1198125,8.022833933900467,29.587899367186292
2025-10-27,YouTube,West,27993,463271,11384,2163,571032,2.4573090048805124,19.000351370344344
2025-10-27,Google Ads,East,24398,115687,1901,2910,1524840,1.6432269831528175,153.07732772225145
2025-10-27,Instagram,East,8164,125815,13153,375,301500,10.454238365854627,2.8510605945411696
2025-10-27,Email,East,9850,401302,9240,2569,1895922,2.302505345101694,27.8030303030303
2025-10-27,Facebook,North,38592,342663,16825,527,189720,4.910071994933798,3.132243684992571
2025-10-28,Facebook,South,18227,340465,8634,2869,2415698,2.5359434890517383,33.2290942784341
2025-10-28,Google Ads,West,42149,40865,18179,1919,1207051,44.48550104000979,10.556136201111173
2025-10-28,Email,North,6132,438938,7695,613,231714,1.753094970132456,7.966211825860949
2025-10-28,Google Ads,West,11881,122065,17226,1019,529880,14.112153360914267,5.9154766051317775
2025-10-29,YouTube,North,39281,155205,10165,185,86765,6.54940240327309,1.8199704869650761
2025-10-29,Email,North,12899,228496,1139,771,545097,0.498476997409145,67.69095697980686
2025-10-29,Facebook,South,6802,198221,8305,1298,538670,4.189767986237583,15.62913907284768
2025-10-30,Instagram,South,32802,471984,687,2303,561932,0.145555781551917,335.2256186317322
2025-10-30,Email,East,14453,456494,1586,501,287073,0.34743063435663996,31.58890290037831
2025-10-30,Email,South,5963,302745,3805,1447,905822,1.2568333085600092,38.028909329829176
2025-10-31,Facebook,East,10608,235604,4746,1524,1391412,2.014397039099506,32.11125158027813
2025-10-31,YouTube,East,46801,40647,10975,2184,1932840,27.00076266391124,19.8997722095672
2025-11-01,Facebook,West,30142,11504,13927,2482,2464626,121.06223922114047,17.821497810009333
2025-11-01,Facebook,East,47391,447878,14080,1402,506122,3.1437132433385875,9.957386363636363
2025-11-01,Google Ads,South,27852,340461,6755,1890,706860,1.9840745342344646,27.979274611398964
2025-11-01,Google Ads,North,46357,138316,8710,2160,2019600,6.2971745857312245,24.799081515499427
2025-11-02,Email,West,27411,79936,3240,2146,1721092,4.05324259407526,66.23456790123457
2025-11-02,Instagram,West,28388,198929,11346,116,111708,5.7035424699264565,1.0223867442270405
2025-11-02,Email,South,46540,404734,8920,859,253405,2.203916646488805,9.630044843049328
2025-11-03,Email,South,44256,19384,14120,1403,1161684,72.84358233594718,9.936260623229462
2025-11-04,Facebook,North,31746,226530,4316,2953,1187106,1.9052664106299386,68.41983317886933
2025-11-04,Google Ads,East,38963,190492,14359,2864,907888,7.5378493585032444,19.94567866843095
2025-11-05,Email,South,13833,348345,14406,1011,823965,4.135555268483831,7.0179092044981255
2025-11-05,YouTube,North,19952,310421,11867,2902,1192722,3.822872808218516,24.45436925929047
2025-11-05,Facebook,West,6072,294288,3510,1377,888165,1.1927091828412983,39.23076923076923
2025-11-06,Email,East,36794,125057,7084,2262,1305174,5.664616934677786,31.931112365894975
2025-11-07,Facebook,South,43418,421204,14701,2359,2108946,3.4902327613223045,16.046527447112442
2025-11-07,Facebook,West,32821,10748,14005,542,424928,130.30331224413845,3.870046411995716
2025-11-07,Facebook,North,17885,152907,10579,2120,1835920,6.918584499074601,20.039701295018432
2025-11-07,Email,East,16653,142168,7434,1437,1373772,5.22902481571099,19.330104923325262
2025-11-08,Facebook,West,9364,355750,12824,2180,769540,3.604778636683064,16.999376169681845
2025-11-08,Google Ads,South,46679,222637,9625,1348,304648,4.323180783068403,14.005194805194805
2025-11-09,Google Ads,West,46723,431566,5112,1464,430416,1.184523340578266,28.638497652582164
2025-11-09,Facebook,South,34375,491366,19567,188,175028,3.9821640080917278,0.9608013492104053
2025-11-09,Google Ads,East,12859,379362,16164,2491,2433707,4.260837933161466,15.410789408562236
2025-11-10,Facebook,North,8939,77234,13443,2030,1981280,17.405546779915582,15.100795953284237
2025-11-10,YouTube,West,41755,228210,14379,2619,667845,6.300775601419745,18.214062174003757
2025-11-11,Google Ads,South,37881,448203,18754,1503,511020,4.184264719334766,8.014290284739257
2025-11-11,Instagram,West,29061,101613,14926,915,596580,14.689065375493293,6.130242529813748
2025-11-12,Google Ads,North,18750,238085,3262,2158,830830,1.3700989142533129,66.15573267933783
2025-11-12,YouTube,East,17081,489670,12695,1135,704835,2.592562337901035,8.940527766837338
2025-11-12,YouTube,West,23593,217050,8361,835,603705,3.8521078092605388,9.986843678985768
2025-11-13,Email,East,13649,32639,19223,1533,893739,58.89579950366126,7.974821828018519
2025-11-13,YouTube,North,40147,454740,11327,1176,882000,2.4908739059682454,10.382272446367088
2025-11-14,Email,North,35210,18024,14320,2169,811206,79.44962272525522,15.146648044692737
2025-11-15,Instagram,East,42868,359216,2797,1433,806779,0.778640149659258,51.2334644261709
2025-11-15,Email,East,19875,259675,14337,2132,1424176,5.5211321844613455,14.870614493966661
2025-11-16,Instagram,West,18503,205197,14674,2345,1911175,7.151176674122917,15.980646040616056
2025-11-16,Facebook,West,11583,182171,18896,397,313630,10.372671830313276,2.100973751058425
2025-11-17,Instagram,South,46126,314622,5781,347,125961,1.8374430268703397,6.002421726344923
2025-11-17,Email,North,10019,371202,7483,1321,602376,2.0158835351102633,17.653347587865827
2025-11-18,Instagram,North,43364,387432,6995,2178,2008116,1.8054781226124843,31.136526090064333
2025-11-18,Google Ads,South,26269,363357,7803,1991,794409,2.1474747975131896,25.51582724593105
2025-11-18,Instagram,East,39327,367823,7764,1423,573469,2.110797856577756,18.32818134981968
2025-11-19,Email,West,43393,270394,19042,2369,2295561,7.042316027722509,12.440920071421068
2025-11-19,Facebook,West,28000,177826,15153,2435,1765375,8.52125111063624,16.06942519633076
2025-11-19,Email,North,22904,283489,1078,407,224664,0.38026166800122757,37.755102040816325
2025-11-20,Email,East,29040,40441,6374,2619,1157598,15.761232412650529,41.08879824286162
2025-11-21,Facebook,West,36059,66919,5256,813,369915,7.854271582061896,15.468036529680365
2025-11-22,YouTube,West,10766,369628,14392,2983,1897188,3.893644420877206,20.72679266259033
2025-11-23,Facebook,South,10251,50300,19762,183,116571,39.288270377733596,0.9260196336403199
2025-11-24,Google Ads,South,10092,250787,18415,2029,1696244,7.3428845992814615,11.018191691555797
2025-11-24,Instagram,West,15573,406551,19831,2391,968355,4.877862801960886,12.05688064142
2025-11-24,YouTube,South,11002,110519,4848,2802,608034,4.386576063844226,57.79702970297029
2025-11-24,YouTube,South,26393,108784,15390,1862,1215886,14.147301073687307,12.098765432098766
2025-11-25,Email,South,28440,301918,19887,1236,664968,6.586887830470525,6.215115402021421
2025-11-25,Google Ads,North,38138,328270,6884,2969,1638888,2.097054254120084,43.12899477048228
2025-11-25,Facebook,South,47589,116291,12777,2170,1243410,10.987092724286489,16.983642482585896
2025-11-25,YouTube,West,24750,147586,13467,2607,1207041,9.12484924044286,19.35843172198708
2025-11-25,Email,East,28204,300458,9288,2813,2655472,3.0912806448821466,30.286391042204997
2025-11-26,Google Ads,South,16005,158424,3922,492,235668,2.475635004797253,12.544620091789904
2025-11-27,Email,North,43237,365966,13584,930,526380,3.711820223736631,6.8462897526501765
2025-11-27,Google Ads,South,10348,116114,13999,66,41052,12.056255059682726,0.4714622473033788
2025-11-27,Email,North,18971,264720,3517,370,175380,1.3285735871864612,10.520329826556726
2025-11-27,Instagram,East,18186,107817,13171,2625,813750,12.216069822013226,19.930149571027258
2025-11-27,Google Ads,West,16066,308363,18989,1641,447993,6.158002094933568,8.641845278845647
2025-11-28,Instagram,East,25258,338367,18428,2227,890800,5.44615757446796,12.084870848708487
2025-11-29,Email,West,33640,303757,12651,192,57600,4.164842291700274,1.517666587621532
2025-11-29,Facebook,East,7013,244590,3567,967,243684,1.4583588862995216,27.109615923745444
2025-11-30,Google Ads,East,27272,75498,8831,1366,852384,11.696998595989298,15.468236892764125
2025-11-30,Facebook,North,22998,178626,16030,1506,877998,8.974057528019436,9.394884591391142
2025-12-01,YouTube,East,12491,346338,18343,1490,1180080,5.296271272571881,8.122989696341929
2025-12-01,Google Ads,North,16751,440932,11112,1756,1255540,2.520116480545753,15.802735781137509
2025-12-01,Google Ads,South,49896,140709,7303,59,54162,5.190144198309987,0.8078871696563057
