material_price_index,steel_price_index,cement_price_index,labor_cost_per_hour,num_workers,equipment_cost_per_day,equipment_count,project_duration_days,project_scope_index,site_area_sqft,location_index,inflation_factor,contingency_buffer,total_construction_cost
140.57,101.92,106.0,350.03,275,13911.88,9,623,7.79,5986.0,1.0,1.03,0.05,97766987.0
101.04,150.0,101.48,301.17,53,19613.66,10,503,3.55,5406.0,1.5,1.11,0.1,124225711.0
123.33,103.03,102.46,332.73,21,15764.51,13,510,6.46,6028.0,1.0,1.1,0.1,131061924.0
99.6,109.4,114.6,287.84,132,15941.79,16,322,6.15,5935.0,1.0,1.15,0.15,116562035.0
103.39,135.57,89.19,308.51,210,20129.6,7,709,8.3,4146.0,1.0,0.96,0.1,114161362.0
105.53,132.12,92.91,373.02,75,16344.16,15,477,3.6,3472.0,1.2,1.09,0.05,138501377.0
107.84,124.05,95.78,377.34,155,10804.49,19,83,9.16,4210.0,1.5,1.03,0.1,24677648.0
124.24,112.97,110.92,363.17,177,16018.83,10,261,7.34,2099.0,1.0,0.98,0.1,50528110.0
131.65,121.82,113.42,340.76,221,8418.0,4,79,6.2,3257.0,1.5,1.04,0.05,7677018.0
133.14,111.01,100.93,374.27,35,16693.52,6,196,5.95,4722.0,1.2,1.19,0.05,30593825.0
100.96,114.68,90.2,294.89,93,9894.4,6,267,9.87,3948.0,1.0,1.07,0.1,24400770.0
111.41,110.36,108.81,282.47,71,16959.02,4,639,8.13,8056.0,1.0,1.01,0.1,52090517.0
160.64,103.11,106.68,352.45,197,15382.57,4,370,1.69,6960.0,1.2,1.08,0.05,32239143.0
109.94,105.45,103.25,399.15,122,11392.32,11,147,3.59,6306.0,1.0,1.12,0.05,26444006.0
108.14,118.6,100.43,306.27,276,13797.5,16,430,5.95,7056.0,1.5,1.06,0.05,114536677.0
145.25,129.29,100.03,289.41,217,17062.14,12,468,3.42,6055.0,1.2,0.99,0.15,117569507.0
116.56,112.4,82.48,266.95,64,17426.99,16,96,9.15,5488.0,1.2,0.99,0.15,34467629.0
106.91,136.74,119.67,440.39,84,14975.52,3,315,6.05,6924.0,1.0,1.06,0.05,20483118.0
87.63,84.23,110.07,397.14,92,14656.26,3,390,8.35,6593.0,1.0,1.11,0.05,26874535.0
122.04,104.43,101.07,357.32,147,12602.23,12,648,3.43,4958.0,1.2,1.05,0.05,113671308.0
126.18,118.87,113.35,352.39,240,15265.72,6,276,9.82,4922.0,1.0,1.06,0.1,38323839.0
131.93,126.8,109.15,298.01,143,9880.32,4,713,7.03,5228.0,1.5,1.16,0.1,47484203.0
136.51,127.33,110.76,339.19,27,21271.52,2,689,8.31,4978.0,1.5,1.02,0.05,35317704.0
133.52,118.43,105.99,341.87,145,14421.34,8,342,5.66,4997.0,1.0,1.14,0.05,55007579.0
110.63,115.8,99.65,361.58,108,12864.84,8,396,6.59,6331.0,1.5,1.02,0.05,49739923.0
124.23,108.48,92.54,248.98,190,18923.73,15,477,7.12,4368.0,1.5,1.04,0.1,161835730.0
127.71,113.99,95.67,300.88,94,10445.16,6,201,7.29,5804.0,1.2,1.07,0.05,20339346.0
95.44,122.62,83.76,418.21,140,21570.82,3,87,1.47,6430.0,1.5,1.2,0.1,11990412.0
127.63,104.61,100.33,397.61,233,11894.44,4,645,7.39,4590.0,1.2,1.14,0.1,52809798.0
114.31,88.95,112.51,356.73,129,16131.78,7,293,6.66,3027.0,1.0,1.09,0.15,48385096.0
128.57,105.95,92.45,344.56,244,10658.56,19,351,2.6,4679.0,1.2,1.03,0.1,87611868.0
108.24,123.36,105.62,366.95,150,23392.04,12,575,5.4,5884.0,1.5,1.15,0.1,214033772.0
109.65,99.51,94.75,325.82,92,18192.68,17,259,7.19,6343.0,1.5,1.05,0.05,92347581.0
103.18,132.54,109.53,341.63,69,12220.44,7,485,1.11,3202.0,1.0,1.08,0.15,54598851.0
156.88,118.37,89.39,387.81,257,16605.75,11,245,2.13,6558.0,1.5,0.97,0.05,51854425.0
152.33,94.79,80.45,366.37,207,17148.64,12,589,5.11,3397.0,1.0,1.08,0.1,150153142.0
115.74,95.21,111.03,391.47,276,9704.63,17,113,7.56,5849.0,1.0,1.15,0.05,29682111.0
119.06,110.6,104.28,210.26,110,13854.86,11,306,9.79,5078.0,1.0,1.06,0.1,60466327.0
124.81,128.57,91.87,355.53,169,10381.24,17,564,3.78,4395.0,1.0,1.12,0.15,137708573.0
105.03,110.03,99.38,368.29,249,13265.18,4,294,6.41,4447.0,1.2,1.01,0.1,24543785.0
131.63,121.49,96.65,226.14,117,13618.68,15,488,7.32,4792.0,1.0,0.99,0.1,114558574.0
141.82,97.68,111.85,344.91,289,16594.09,3,128,3.48,4903.0,1.0,1.06,0.15,14743476.0
144.47,116.01,107.93,227.23,286,15926.96,8,577,6.88,5541.0,1.5,1.0,0.1,89464889.0
154.51,108.78,98.37,379.61,229,20856.9,12,234,7.76,4089.0,1.0,1.03,0.15,75447230.0
142.74,103.83,101.83,358.91,227,15514.45,15,693,8.86,6626.0,1.0,1.17,0.15,233001095.0
150.58,119.38,79.74,373.52,153,15146.43,7,262,9.98,3068.0,1.0,1.0,0.1,36523701.0
138.52,105.56,98.38,295.14,284,16342.14,9,262,2.29,4248.0,1.5,1.05,0.05,47681761.0
103.71,116.85,91.98,322.95,23,18290.3,14,411,6.94,8277.0,1.0,1.17,0.1,140337036.0
105.27,139.09,98.81,399.99,53,14218.54,16,584,3.7,7191.0,1.2,0.98,0.1,147721901.0
125.24,127.9,106.94,283.41,164,14830.58,12,139,8.57,7263.0,1.0,0.99,0.15,32759531.0
102.71,150.0,99.77,371.44,241,17193.53,8,463,3.2,6275.0,1.0,1.18,0.1,92199181.0
99.62,112.32,96.96,407.51,224,13669.2,10,460,2.26,6058.0,1.0,1.12,0.05,84184600.0
125.62,105.65,108.86,363.15,150,14476.46,6,92,1.84,3255.0,1.0,1.05,0.05,10467612.0
91.67,125.96,100.52,355.07,273,15753.9,10,460,7.66,4492.0,1.0,1.17,0.1,105896461.0
99.88,111.31,94.13,272.88,177,14723.78,16,430,3.17,6314.0,1.5,1.04,0.1,121465544.0
100.64,102.9,103.48,401.41,191,14765.21,10,88,4.2,5757.0,1.2,1.0,0.05,18806575.0
144.09,129.21,103.64,353.73,209,14406.76,13,529,3.8,3052.0,1.5,1.12,0.15,136454675.0
118.91,119.25,104.13,309.6,203,13927.72,14,435,5.31,3837.0,1.0,1.05,0.1,104279724.0
114.97,107.02,82.01,419.89,163,16181.79,12,693,3.39,6574.0,1.2,1.01,0.15,166307629.0
120.0,120.31,105.33,346.49,218,18680.29,11,220,6.77,4825.0,1.5,1.09,0.1,60320024.0
121.94,107.9,97.27,346.82,262,17728.13,7,513,7.66,5246.0,1.0,1.07,0.1,86437342.0
161.23,101.1,85.19,370.54,137,15360.3,3,138,5.89,5886.0,1.2,1.14,0.1,13335933.0
108.99,111.58,105.6,391.67,188,18642.2,10,482,4.5,3007.0,1.5,1.15,0.05,114840450.0
129.03,109.45,108.09,324.62,67,16117.0,7,44,9.74,4915.0,1.0,0.99,0.1,8737306.0
114.36,105.63,102.81,325.02,113,13852.6,5,244,8.7,2531.0,1.2,1.1,0.15,26635297.0
122.47,94.23,104.6,288.82,152,16088.63,12,506,9.95,4438.0,1.5,1.18,0.15,141715382.0
115.43,104.04,98.66,251.48,62,11272.9,11,169,1.24,5456.0,1.2,1.03,0.15,29035079.0
149.93,123.39,84.3,284.96,81,12248.91,9,57,1.31,4164.0,1.2,1.04,0.1,11977993.0
135.37,100.16,102.01,340.2,241,10741.66,19,462,4.58,4820.0,1.2,1.01,0.1,112246575.0
104.85,132.64,97.35,299.69,139,13051.69,19,553,7.55,8361.0,1.0,1.16,0.1,184202972.0
109.85,111.7,96.37,435.53,161,17622.14,14,717,7.29,4447.0,1.0,1.07,0.05,208989574.0
101.27,108.52,90.76,359.16,164,14569.24,9,388,1.6,5347.0,1.0,1.0,0.15,64421421.0
80.0,116.41,102.94,280.58,89,16057.55,14,109,8.78,4884.0,1.0,1.1,0.05,32738680.0
110.97,111.53,95.89,321.43,131,15524.63,5,280,7.25,5088.0,1.0,1.18,0.05,32251960.0
111.16,122.52,96.07,353.3,78,14600.4,9,407,6.0,5748.0,1.5,1.18,0.15,79026452.0
111.79,111.41,109.25,423.87,65,19260.93,7,512,1.29,4309.0,1.0,0.96,0.05,74692887.0
137.01,100.1,90.78,351.15,35,13665.56,13,565,8.21,4743.0,1.2,1.07,0.1,121300033.0
114.57,128.39,114.55,366.98,44,17686.57,10,247,8.4,5546.0,1.2,1.03,0.15,56108319.0
134.22,94.21,103.24,351.29,56,15107.17,17,112,3.27,5665.0,1.2,1.13,0.05,37326237.0
98.31,100.83,105.63,352.78,160,12523.41,16,370,8.75,3359.0,1.2,1.13,0.15,104415428.0
136.35,110.52,103.52,374.13,206,13559.79,11,487,6.48,5050.0,1.0,1.18,0.1,104718603.0
122.14,80.53,118.35,410.81,27,15877.92,16,455,6.59,7122.0,1.2,1.16,0.1,153573338.0
137.09,127.8,118.91,338.3,89,15147.14,19,64,3.57,5280.0,1.0,1.13,0.05,26720699.0
109.94,115.01,97.83,431.22,293,11416.25,12,719,9.34,4680.0,1.5,1.01,0.15,132567919.0
117.75,119.36,94.66,357.5,278,17769.67,16,119,7.54,4880.0,1.0,1.03,0.15,46969893.0
112.68,111.72,100.69,318.47,68,19946.56,16,491,6.16,6356.0,1.0,1.03,0.1,184345744.0
122.08,97.76,98.27,384.98,223,18574.73,14,634,4.06,3748.0,1.2,1.16,0.1,221455104.0
109.56,108.55,95.22,320.41,199,13881.16,14,472,3.76,4317.0,1.2,1.11,0.15,123403401.0
131.65,117.11,97.71,369.22,91,11007.61,15,535,4.22,2421.0,1.0,1.18,0.1,120836441.0
93.62,111.87,96.19,265.41,111,16532.9,15,141,8.77,4558.0,1.0,1.1,0.05,46976435.0
165.01,112.09,122.68,357.81,37,17003.56,3,388,7.83,5920.0,1.0,1.11,0.1,30434022.0
134.84,104.42,100.56,345.96,230,12791.17,14,195,9.63,5266.0,1.2,1.15,0.1,53019420.0
172.57,116.13,76.08,451.74,147,14303.19,7,506,5.59,3224.0,1.2,1.08,0.1,67556307.0
135.59,121.69,98.34,351.91,53,12545.23,2,195,9.26,5104.0,1.2,1.04,0.1,9640750.0
115.18,107.86,83.73,425.27,221,15849.76,2,623,2.18,4905.0,1.0,1.09,0.1,35023245.0
135.76,93.54,113.52,325.26,100,16440.78,11,574,1.25,5746.0,1.0,0.98,0.1,116355296.0
126.72,93.94,101.21,403.75,262,15199.44,15,128,7.69,5626.0,1.0,1.13,0.1,43215075.0
112.34,125.36,108.21,339.17,109,17632.6,10,473,2.25,6170.0,1.2,1.11,0.1,108879927.0
130.83,128.72,104.35,425.5,251,15013.22,12,133,7.03,3423.0,1.5,1.0,0.1,33577704.0
124.14,90.65,87.02,293.68,176,9313.89,14,683,3.09,4449.0,1.0,1.2,0.1,126059608.0
130.4,97.51,110.49,355.39,114,16082.5,7,546,3.47,4548.0,1.5,1.12,0.15,87045015.0
93.17,117.1,114.89,338.12,25,14300.25,7,30,5.91,5874.0,1.5,1.12,0.05,6830403.0
159.17,132.36,89.89,314.89,168,18910.65,16,141,3.96,3432.0,1.2,0.98,0.1,48676500.0
115.16,116.24,84.62,346.92,124,17666.07,15,81,3.83,4595.0,1.0,0.98,0.1,26356818.0
109.19,116.93,104.75,316.07,68,14736.62,19,362,1.15,6623.0,1.0,1.02,0.15,121986223.0
99.81,107.48,109.39,383.75,235,15166.68,6,607,2.09,7078.0,1.5,1.13,0.1,79552260.0
101.05,88.35,109.36,328.5,262,10664.3,7,713,9.03,4221.0,1.2,1.12,0.1,77161892.0
118.06,124.91,108.7,382.4,104,11943.43,12,137,1.01,3266.0,1.2,1.1,0.05,25167479.0
131.76,109.1,103.24,367.28,135,19602.86,4,532,6.56,3210.0,1.5,0.97,0.1,49875708.0
129.44,108.8,116.55,387.54,208,11924.03,5,62,6.35,4289.0,1.2,1.15,0.1,7894333.0
138.14,94.88,109.7,311.06,71,13728.35,15,212,4.13,10116.0,1.0,1.12,0.1,58564056.0
121.85,139.24,91.05,237.52,269,17484.17,11,718,4.84,5700.0,1.2,1.02,0.05,158160785.0
94.72,102.8,106.08,350.68,24,9797.59,6,491,5.89,4461.0,1.0,1.05,0.1,37547893.0
133.67,99.42,92.49,336.61,133,15165.53,12,414,4.1,4296.0,1.2,1.0,0.15,91147734.0
85.79,101.87,93.88,355.11,210,17719.59,15,586,1.05,5132.0,1.2,1.14,0.1,205536881.0
101.4,98.78,110.51,396.76,64,15039.13,6,341,5.06,6632.0,1.5,0.96,0.1,37827318.0
141.4,136.62,103.75,322.74,239,19944.08,17,469,7.68,4557.0,1.0,1.11,0.05,195240384.0
105.63,89.34,111.31,370.78,267,14863.34,16,259,2.76,4508.0,1.2,1.18,0.1,87815447.0
111.88,113.5,104.48,396.08,215,14249.3,7,269,8.17,7657.0,1.0,0.96,0.1,37586921.0
105.42,129.61,104.1,323.54,259,13838.0,8,474,3.48,3336.0,1.0,1.08,0.1,71213667.0
117.49,100.35,91.03,269.7,157,16659.12,17,708,8.73,3492.0,1.0,1.04,0.15,248524245.0
121.38,91.45,97.75,316.07,199,13831.91,4,435,6.88,5771.0,1.5,1.15,0.05,37794200.0
114.15,131.87,105.43,356.96,207,12490.4,9,433,5.61,5370.0,1.2,1.03,0.05,60719785.0
144.58,141.86,101.62,242.34,192,20244.66,18,519,1.68,5841.0,1.0,1.01,0.15,224645033.0
111.7,123.28,101.33,341.17,102,17735.83,8,232,4.81,5864.0,1.0,1.13,0.1,45341175.0
120.64,87.58,114.09,407.03,215,16279.16,17,705,1.37,4447.0,1.0,1.01,0.05,217137250.0
99.13,88.8,104.83,358.98,36,17438.99,8,449,1.19,6382.0,1.5,0.99,0.15,75203023.0
129.73,116.87,103.6,279.93,37,14302.11,17,578,9.13,6453.0,1.5,0.99,0.15,165695796.0
88.62,105.6,90.04,370.11,242,20090.47,6,474,5.9,4492.0,1.0,1.1,0.1,80723113.0
131.51,123.02,93.7,283.36,292,11751.73,17,527,5.21,5539.0,1.0,1.13,0.15,148512889.0
139.06,127.73,98.09,400.68,26,19033.66,3,526,5.49,5826.0,1.0,1.18,0.05,42803873.0
106.25,134.92,118.59,394.71,103,18406.77,2,688,3.53,3312.0,1.0,1.0,0.1,35621908.0
132.82,121.88,88.13,326.39,65,16063.3,3,705,3.02,3888.0,1.5,1.09,0.05,44762946.0
104.36,103.49,88.0,371.21,54,18668.66,7,299,1.77,6638.0,1.0,1.05,0.1,48523137.0
108.64,82.17,109.99,266.55,218,14760.88,7,295,2.99,9749.0,1.0,1.07,0.1,41565058.0
125.62,124.49,111.86,362.58,169,17239.45,18,471,5.31,5032.0,1.0,1.06,0.05,169850793.0
127.63,132.93,89.99,328.65,249,14715.25,8,289,3.46,6481.0,1.0,1.17,0.1,50801093.0
106.45,102.86,92.08,309.99,27,17108.48,6,390,5.37,3011.0,1.0,1.15,0.05,51807470.0
158.92,137.04,81.39,438.92,126,14822.06,13,47,9.94,6615.0,1.0,1.07,0.05,16703928.0
115.85,94.11,122.82,389.01,33,14767.85,4,666,2.12,5859.0,1.2,0.96,0.05,44684627.0
102.05,104.0,108.49,336.3,105,8000.0,9,355,2.56,1000.0,1.0,1.01,0.05,30556457.0
93.72,110.48,90.89,334.54,194,24755.99,2,330,2.73,2642.0,1.0,1.09,0.05,24011208.0
86.98,100.12,94.68,333.01,77,12381.99,4,616,9.89,7213.0,1.5,1.03,0.05,40183127.0
118.45,117.8,117.99,300.8,90,14473.05,7,241,9.51,6367.0,1.5,1.13,0.05,37387760.0
135.78,102.07,90.6,345.9,217,13561.09,15,194,6.66,4830.0,1.0,1.08,0.15,57295601.0
135.03,118.55,93.61,272.84,134,16773.35,17,713,4.17,6125.0,1.0,1.16,0.15,279442063.0
137.75,109.59,110.73,347.43,132,8741.15,6,236,3.16,2841.0,1.0,1.16,0.1,22204906.0
88.33,96.35,84.9,282.47,53,16662.09,11,324,9.37,5922.0,1.0,1.14,0.05,79913124.0
107.37,111.45,108.5,433.32,44,16624.84,8,503,5.64,5860.0,1.2,1.09,0.05,83795192.0
131.88,96.31,122.16,331.09,284,17074.54,8,260,3.58,7262.0,1.0,1.14,0.15,54973940.0
117.56,100.04,113.26,328.45,280,22465.47,17,322,6.51,1967.0,1.5,1.01,0.1,142880037.0
80.44,86.07,105.94,290.29,117,16913.2,9,527,8.28,7042.0,1.2,0.98,0.1,92037755.0
120.94,101.26,106.42,314.11,119,14901.64,14,113,3.88,6842.0,1.2,1.0,0.1,29591137.0
113.0,133.77,99.11,374.3,137,9459.88,17,671,2.85,5032.0,1.2,1.1,0.1,138912347.0
124.34,112.1,104.26,438.81,21,10392.04,8,173,6.69,7069.0,1.2,1.09,0.05,19599000.0
125.45,89.32,111.64,378.92,268,13073.14,14,341,8.56,4738.0,1.0,1.11,0.05,83144601.0
107.2,113.6,119.33,270.95,87,8011.5,16,251,3.72,5338.0,1.0,1.17,0.1,45130741.0
149.69,131.24,91.29,408.25,95,12883.49,10,269,2.17,4974.0,1.0,0.97,0.15,42169192.0
123.21,96.86,94.09,385.76,50,14697.06,12,485,4.37,5988.0,1.0,1.02,0.15,105770328.0
142.13,135.11,91.02,367.97,297,18475.51,3,49,6.25,3362.0,1.5,1.09,0.05,8238948.0
113.8,111.39,113.95,386.5,167,12605.8,13,718,2.43,6767.0,1.0,1.19,0.1,165155436.0
107.2,103.13,92.84,451.95,163,15908.9,8,198,5.98,7260.0,1.0,0.96,0.05,31373090.0
142.79,106.1,86.25,321.97,134,13637.87,16,413,4.33,5419.0,1.2,0.95,0.05,96767816.0
154.44,102.05,99.55,361.87,92,13145.73,5,342,7.79,2226.0,1.0,1.1,0.1,33165315.0
151.3,90.34,86.64,361.18,244,16274.97,3,247,5.67,1463.0,1.0,0.99,0.1,19549628.0
106.63,114.87,91.67,248.97,43,11785.97,17,629,3.59,3920.0,1.0,1.19,0.15,175957176.0
149.1,119.96,86.59,322.89,202,11821.46,13,58,8.43,5391.0,1.0,0.98,0.1,15454145.0
101.45,89.41,92.73,349.34,68,10611.21,13,520,2.13,6988.0,1.0,0.98,0.15,84635901.0
105.95,114.01,97.96,285.38,97,12424.3,12,345,4.67,4327.0,1.0,0.97,0.15,63760700.0
115.74,112.87,94.46,311.22,208,12809.13,11,526,7.8,3705.0,1.0,1.2,0.1,108416400.0
120.15,105.12,100.9,327.85,27,13035.01,10,651,6.67,5193.0,1.0,1.05,0.05,98901163.0
128.03,123.74,87.0,389.01,31,23130.8,5,378,6.21,5140.0,1.5,1.08,0.05,54760538.0
128.97,146.63,101.01,368.21,46,15735.14,13,593,9.98,3594.0,1.0,1.11,0.1,153028388.0
134.02,113.13,92.23,382.28,200,14014.62,10,236,2.36,4280.0,1.2,1.09,0.1,44868464.0
126.9,128.67,125.46,361.93,133,15184.5,5,463,5.92,4596.0,1.2,1.02,0.05,45245045.0
108.41,107.75,111.97,327.78,211,13832.74,6,562,1.25,6523.0,1.0,1.12,0.1,65329187.0
94.63,121.73,117.25,401.69,88,12311.49,6,252,7.28,6602.0,1.0,1.11,0.15,30998465.0
118.31,88.75,107.62,433.37,68,13279.46,5,392,5.92,6803.0,1.2,1.1,0.1,36012703.0
91.57,94.59,90.12,377.17,295,16670.95,17,351,7.54,7170.0,1.0,1.07,0.05,122636282.0
128.75,108.92,99.79,390.51,107,11029.55,15,363,5.15,5260.0,1.5,0.95,0.1,67866598.0
130.26,121.66,102.9,364.1,98,17869.24,15,332,6.1,1000.0,1.0,1.11,0.1,114932081.0
110.89,137.26,98.17,436.52,239,12442.93,3,684,2.36,4207.0,1.0,0.98,0.1,39360583.0
128.05,85.95,93.92,434.94,132,20888.88,14,718,7.51,5193.0,1.0,1.14,0.15,286867619.0
110.75,88.5,88.64,462.17,86,15457.09,6,312,9.62,4129.0,1.0,1.16,0.1,44208472.0
132.55,101.65,109.07,441.61,91,16562.97,3,412,7.2,3630.0,1.0,1.17,0.05,31340840.0
118.94,127.04,104.3,439.43,234,13787.42,6,156,8.02,4100.0,1.0,0.99,0.1,19561247.0
104.53,128.9,104.96,389.56,135,16955.4,5,269,7.2,5544.0,1.2,1.12,0.1,34556254.0
112.1,102.53,109.38,324.41,275,13778.06,15,500,3.68,4949.0,1.0,1.1,0.05,129980005.0
129.17,119.12,95.0,318.41,137,14461.55,15,96,3.12,7448.0,1.5,1.03,0.1,30267386.0
120.37,117.01,98.78,353.23,98,12350.62,5,405,9.86,1463.0,1.2,1.0,0.05,32458777.0
116.74,95.46,92.38,409.37,30,15480.77,8,201,6.83,6828.0,1.0,1.16,0.1,36063955.0
118.44,146.7,103.16,357.03,251,20081.36,18,590,7.68,5066.0,1.2,0.97,0.05,226644542.0
109.81,112.41,84.27,330.51,127,13027.44,15,187,8.05,5240.0,1.0,1.18,0.15,55943076.0
141.68,100.15,86.24,327.81,293,18228.77,11,590,1.81,5729.0,1.2,1.01,0.1,142534374.0
148.29,117.63,95.47,356.91,23,13789.82,15,451,8.41,6961.0,1.5,1.1,0.05,113364721.0
111.56,110.17,103.9,409.88,97,15334.24,4,493,5.5,5330.0,1.0,1.13,0.05,43264620.0
111.38,93.45,95.54,285.86,67,11659.22,2,514,4.25,4085.0,1.2,1.02,0.05,16671351.0
104.94,122.81,104.71,356.6,104,20586.51,19,549,6.01,2453.0,1.2,0.98,0.05,227521747.0
103.91,102.71,120.5,303.54,259,13880.93,15,128,8.52,5177.0,1.0,0.96,0.05,32398711.0
122.98,110.72,97.96,389.6,214,17894.96,16,447,5.84,1333.0,1.5,1.06,0.05,151086807.0
105.44,116.11,92.31,353.03,272,13409.31,14,211,3.9,7129.0,1.0,1.1,0.1,54707532.0
158.1,99.91,116.1,358.98,239,13182.57,17,121,4.85,3014.0,1.0,1.07,0.15,37287847.0
89.37,112.42,89.8,279.48,183,14497.45,13,267,6.01,6810.0,1.5,1.17,0.1,69111356.0
134.99,105.45,98.63,327.93,299,21196.93,16,315,3.08,3792.0,1.0,1.16,0.15,151878317.0
141.48,94.21,89.15,341.68,244,12834.53,11,617,7.57,4952.0,1.5,1.18,0.1,127680525.0
146.66,122.96,117.76,295.52,202,9776.29,9,160,7.68,4453.0,1.0,1.15,0.1,23092930.0
151.76,124.17,86.99,259.82,78,12922.78,12,462,7.11,4378.0,1.0,1.15,0.15,100874558.0
109.87,108.79,109.27,279.41,180,14454.19,3,485,2.58,4093.0,1.0,1.16,0.05,30696662.0
100.77,113.28,84.24,322.73,208,15763.19,9,369,9.27,4939.0,1.0,1.18,0.05,73338746.0
91.67,105.61,106.96,338.93,145,20691.47,4,670,2.84,5785.0,1.5,1.2,0.1,83298898.0
86.24,104.66,94.34,322.76,106,13505.32,4,478,5.85,6594.0,1.2,1.14,0.05,36790144.0
108.2,129.35,106.25,372.06,192,12615.83,10,59,9.22,1334.0,1.5,1.05,0.05,11452167.0
138.4,70.0,107.44,313.55,127,19806.5,13,612,5.87,2972.0,1.5,0.96,0.15,180345541.0
103.71,120.47,84.74,436.42,278,13103.13,19,288,4.3,7549.0,1.2,0.98,0.1,82754116.0
119.07,110.03,112.75,420.25,152,12922.97,16,40,5.59,5157.0,1.2,1.16,0.05,13852249.0
144.57,126.84,103.18,345.27,27,15578.08,8,518,9.41,2894.0,1.5,1.18,0.05,83712446.0
115.48,98.41,105.55,298.4,133,19756.18,11,544,1.14,7114.0,1.5,1.12,0.05,144880692.0
96.58,108.65,113.68,329.85,84,16573.98,3,125,3.2,5022.0,1.5,1.12,0.05,10566180.0
114.4,109.41,92.05,355.24,105,14288.54,12,143,3.4,5188.0,1.2,1.04,0.05,31973425.0
135.81,118.97,105.97,348.11,79,14897.18,17,595,2.63,2650.0,1.5,1.04,0.05,168147197.0
164.33,105.1,105.09,391.68,53,19227.69,8,272,2.32,8968.0,1.2,1.15,0.05,56150936.0
119.34,100.64,101.83,336.97,268,14634.15,4,452,8.75,6114.0,1.5,1.04,0.05,38384851.0
106.69,119.25,89.92,369.99,231,17425.13,2,571,9.16,7174.0,1.0,0.98,0.05,30035169.0
98.88,109.82,96.43,294.45,247,16966.68,12,412,5.8,5737.0,1.5,1.1,0.05,103553298.0
130.56,102.57,95.65,350.4,215,19320.99,11,606,1.11,7087.0,1.0,1.04,0.15,163915812.0
120.72,115.94,75.21,414.82,75,13271.75,17,313,2.73,4328.0,1.2,1.03,0.05,82037266.0
141.13,113.67,96.09,296.49,44,14656.29,17,446,5.99,5497.0,1.2,1.18,0.1,149814074.0
157.24,88.78,93.68,287.23,169,14617.24,18,510,8.72,4454.0,1.0,0.97,0.15,156118862.0
136.44,128.45,104.42,313.79,128,8996.91,2,614,1.3,2053.0,1.0,1.2,0.1,22087150.0
93.21,103.85,107.85,391.52,73,19065.99,9,94,4.02,5367.0,1.0,1.1,0.15,23996551.0
90.86,93.7,98.87,422.54,83,13608.48,13,424,9.24,3568.0,1.5,1.2,0.05,102335048.0
119.01,111.02,105.13,360.74,82,13019.66,10,643,3.73,5638.0,1.0,1.07,0.05,99820508.0
96.55,117.79,119.43,320.18,53,18637.69,15,697,8.99,4395.0,1.0,1.1,0.1,243045692.0
120.76,99.55,105.79,373.43,32,14469.33,10,189,5.2,4135.0,1.5,1.14,0.05,34724280.0
111.48,81.0,96.46,309.42,296,17286.25,18,57,7.14,8920.0,1.0,1.19,0.1,29017428.0
108.95,94.19,100.87,293.75,210,14601.85,8,302,7.74,6362.0,1.5,1.16,0.15,54529576.0
105.36,109.73,75.12,337.6,210,18458.03,9,303,4.46,2649.0,1.0,1.0,0.1,62116697.0
123.69,89.46,99.11,312.19,20,9812.93,2,687,8.38,5051.0,1.5,1.13,0.05,20515796.0
112.99,113.12,114.87,319.65,78,14124.18,4,680,2.55,4938.0,1.2,1.08,0.1,51607173.0
151.76,113.53,93.79,334.31,295,13429.57,18,428,8.68,4739.0,1.5,1.07,0.05,127682651.0
108.42,112.4,84.8,456.08,102,20824.23,7,679,7.65,4620.0,1.0,0.96,0.05,107148495.0
94.62,98.76,93.74,352.93,126,23016.02,18,384,9.07,4347.0,1.5,1.11,0.05,190971249.0
134.2,81.11,98.01,374.09,247,14365.18,19,266,7.96,5422.0,1.0,1.06,0.1,91148307.0
148.76,101.35,107.39,318.79,224,12033.81,14,373,2.63,5699.0,1.0,1.12,0.1,84795398.0
172.6,105.21,96.91,344.17,69,16424.71,19,634,2.05,6370.0,1.0,1.13,0.1,251757641.0
117.16,126.02,109.49,397.17,29,13678.04,13,373,2.83,7738.0,1.0,1.16,0.05,84923970.0
145.34,104.24,95.18,304.09,230,21420.15,18,325,2.41,3788.0,1.0,1.02,0.05,139988054.0
101.42,143.2,102.65,307.63,144,17804.08,13,507,4.63,5559.0,1.5,1.14,0.05,147537599.0
142.15,124.08,99.93,395.05,83,15785.39,3,531,5.22,4528.0,1.2,1.07,0.1,34413279.0
122.32,72.78,106.21,346.61,289,9108.29,9,509,6.44,2420.0,1.2,0.99,0.05,52597683.0
87.87,91.93,98.8,389.08,124,15988.72,5,41,7.25,4524.0,1.2,1.08,0.1,8215867.0
122.41,105.62,101.65,348.15,64,13051.48,4,362,9.28,3782.0,1.0,1.11,0.15,29225938.0
130.1,118.51,103.12,354.26,282,18867.66,18,263,8.59,5837.0,1.0,1.19,0.1,127323356.0
105.64,130.6,118.95,396.33,59,13030.4,17,178,3.52,5691.0,1.2,1.16,0.05,50250546.0
104.87,109.89,96.84,420.89,28,12670.9,9,166,3.03,6152.0,1.0,1.16,0.05,25177826.0
81.54,103.73,103.59,345.27,151,19375.25,12,609,9.88,2535.0,1.0,0.95,0.15,161570117.0
96.76,126.86,115.98,306.15,123,13090.82,13,103,2.23,6515.0,1.2,1.13,0.1,25545862.0
