car_make,car_model,year_of_manufacture,kms_driven,fuel_type,transmission,owner_type,engine_cc,mileage_kmpl,car_condition_score,estimated_price_in_inr
Mahindra,Swift,2016,55805.0,Petrol,Manual,First,1191.0,13.21,8.42,387913.0
Mahindra,Tiago,2020,98870.0,Petrol,Manual,Second,1417.0,12.16,1.39,401871.0
Honda,Innova,2015,72110.0,Diesel,Manual,First,1210.0,16.83,3.16,373513.0
Tata,Nexon,2015,22815.0,Diesel,Automatic,First,1513.0,18.5,7.66,462220.0
Mahindra,EcoSport,2016,18918.0,Diesel,Manual,Third+,867.0,27.2,6.08,449211.0
Toyota,Swift,2017,79338.0,Diesel,Manual,First,1134.0,16.19,2.67,364158.0
Toyota,Alto,2021,41742.0,Petrol,Manual,First,2011.0,24.83,7.04,505640.0
Maruti,Innova,2019,58021.0,Petrol,Manual,Second,1154.0,10.78,5.3,424150.0
Maruti,EcoSport,2015,55852.0,Petrol,Manual,First,1221.0,15.3,4.01,420069.0
Maruti,Alto,2017,57269.0,Diesel,Manual,First,1178.0,23.36,1.93,347455.0
Honda,Swift,2018,82292.0,Petrol,Manual,Second,800.0,20.77,3.27,430316.0
Ford,City,2018,92120.0,Petrol,Manual,First,800.0,17.55,7.48,441640.0
Ford,i20,2019,97285.0,Electric,Automatic,First,998.0,22.94,1.14,476236.0
Toyota,City,2020,113784.0,CNG,Manual,Second,800.0,20.83,8.89,467981.0
Honda,Innova,2017,30908.0,Petrol,Manual,First,1043.0,17.03,4.17,425439.0
Hyundai,Alto,2021,59018.0,Petrol,Automatic,First,1490.0,14.5,2.0,470445.0
Toyota,City,2016,57041.0,Petrol,Manual,Third+,1089.0,21.18,5.7,350891.0
Tata,Scorpio,2021,63104.0,Electric,Manual,Second,800.0,16.05,8.06,510141.0
Ford,i20,2020,85752.0,Petrol,Manual,First,1226.0,15.46,2.95,416659.0
Ford,Nexon,2016,12254.0,CNG,Automatic,Second,1322.0,23.15,1.45,408746.0
Honda,Alto,2015,44064.0,CNG,Manual,Third+,1236.0,15.72,2.25,389573.0
Ford,EcoSport,2016,33555.0,Electric,Automatic,Second,814.0,23.92,7.26,507274.0
Ford,EcoSport,2018,72430.0,Petrol,Manual,Third+,1521.0,13.4,9.99,450760.0
Toyota,Scorpio,2019,101462.0,Petrol,Manual,Second,1462.0,13.2,5.11,455245.0
Toyota,City,2021,74324.0,CNG,Manual,First,844.0,11.53,8.77,458449.0
Hyundai,Innova,2017,29027.0,Petrol,Manual,First,1406.0,18.53,3.0,379346.0
Honda,Swift,2017,84907.0,Electric,Automatic,Third+,1539.0,15.54,2.95,454737.0
Honda,Swift,2018,76629.0,Petrol,Manual,First,876.0,14.82,2.32,385023.0
Mahindra,Nexon,2020,73579.0,Petrol,Manual,Third+,2222.0,19.12,2.43,395919.0
Ford,Scorpio,2020,65618.0,CNG,Automatic,First,1139.0,10.16,1.66,445391.0
Maruti,EcoSport,2019,35951.0,Petrol,Manual,First,1009.0,18.41,2.61,427717.0
Maruti,i20,2016,62832.0,Petrol,Automatic,First,1544.0,16.67,4.63,403438.0
Ford,EcoSport,2017,50796.0,Petrol,Manual,First,1006.0,18.97,5.01,362598.0
Mahindra,Swift,2015,23641.0,Petrol,Manual,First,1897.0,12.72,3.19,356206.0
Toyota,Swift,2015,117356.0,Diesel,Automatic,Second,1457.0,8.0,5.61,374876.0
Toyota,Innova,2018,38357.0,Petrol,Automatic,First,1388.0,11.33,7.83,476372.0
Hyundai,City,2018,72234.0,Petrol,Manual,Second,1045.0,17.65,6.16,421990.0
Ford,Scorpio,2017,85679.0,Diesel,Manual,Third+,1503.0,21.37,1.47,344271.0
Mahindra,Swift,2015,97107.0,Petrol,Manual,First,800.0,16.36,5.54,371211.0
Maruti,Tiago,2017,89981.0,Diesel,Manual,First,867.0,15.71,5.62,437514.0
Toyota,Innova,2019,67605.0,Petrol,Automatic,Second,800.0,12.88,8.02,443887.0
Mahindra,Innova,2018,30794.0,Petrol,Automatic,First,1507.0,12.54,3.71,496701.0
Ford,Innova,2016,40370.0,Diesel,Manual,First,1085.0,19.19,8.19,455786.0
Tata,Innova,2016,83824.0,Petrol,Manual,First,1295.0,18.18,1.22,395602.0
Mahindra,City,2017,104900.0,Diesel,Manual,Second,1002.0,16.09,2.8,403615.0
Honda,Tiago,2019,80494.0,Diesel,Manual,Second,1783.0,22.82,7.11,455216.0
Mahindra,i20,2017,72604.0,CNG,Manual,First,1124.0,22.73,1.09,364062.0
Ford,i20,2016,65144.0,CNG,Automatic,First,800.0,19.16,8.58,469786.0
Toyota,City,2015,45783.0,CNG,Manual,First,1353.0,23.87,1.11,379109.0
Hyundai,Alto,2021,72407.0,Petrol,Manual,Second,1789.0,15.79,2.6,469518.0
Honda,Innova,2018,47618.0,Diesel,Manual,Third+,800.0,14.37,9.99,503587.0
Honda,Swift,2015,42062.0,Diesel,Manual,First,955.0,16.51,5.96,362248.0
Hyundai,EcoSport,2019,93565.0,Diesel,Manual,Third+,2158.0,21.55,5.4,489431.0
Honda,Scorpio,2021,22482.0,Diesel,Automatic,Second,1358.0,14.14,2.82,505136.0
Maruti,EcoSport,2018,19669.0,Petrol,Manual,First,956.0,16.26,8.47,467447.0
Hyundai,Alto,2021,24160.0,Petrol,Manual,First,800.0,17.65,9.38,523775.0
Toyota,Swift,2017,82316.0,Diesel,Manual,Second,1328.0,21.77,7.13,412982.0
Tata,Scorpio,2016,57951.0,Petrol,Automatic,First,800.0,11.88,2.1,419313.0
Honda,Scorpio,2015,68134.0,CNG,Manual,Second,800.0,18.52,3.76,364686.0
Tata,Tiago,2019,37088.0,Petrol,Manual,Second,800.0,23.27,1.3,404381.0
Ford,Scorpio,2016,15158.0,Diesel,Manual,First,1544.0,13.99,7.72,488413.0
Tata,Innova,2016,77321.0,Electric,Automatic,First,1268.0,24.61,1.2,503092.0
Tata,Innova,2017,68088.0,Electric,Manual,First,1605.0,14.57,5.85,469142.0
Tata,Nexon,2017,105414.0,Petrol,Manual,First,800.0,24.29,1.15,362192.0
Honda,i20,2016,52164.0,Diesel,Manual,First,1505.0,19.16,6.89,463705.0
Mahindra,Scorpio,2020,43739.0,CNG,Manual,Second,1349.0,21.69,4.03,486252.0
Toyota,i20,2020,29062.0,Diesel,Manual,First,1262.0,22.18,1.7,435813.0
Toyota,City,2018,126877.0,Diesel,Manual,First,800.0,18.15,5.6,363336.0
Hyundai,Innova,2017,98481.0,Diesel,Manual,Second,800.0,17.22,3.71,429481.0
Maruti,City,2018,60172.0,Diesel,Manual,First,1230.0,18.44,1.29,423344.0
Maruti,Swift,2020,27029.0,Diesel,Automatic,First,1010.0,14.28,7.68,537004.0
Tata,i20,2018,17824.0,Electric,Manual,Second,1233.0,24.89,5.54,487331.0
Tata,Innova,2018,22867.0,Diesel,Manual,First,1013.0,22.63,6.94,502125.0
Honda,Alto,2019,54871.0,Petrol,Automatic,First,800.0,20.73,2.7,460419.0
Hyundai,City,2016,33920.0,Petrol,Manual,First,947.0,18.95,9.25,503420.0
Ford,i20,2016,51346.0,Petrol,Manual,First,800.0,15.78,2.67,336536.0
Toyota,Scorpio,2015,52682.0,Diesel,Manual,First,1138.0,13.21,2.64,360853.0
Honda,Tiago,2020,29559.0,Petrol,Manual,Second,1678.0,17.58,7.94,494090.0
Honda,City,2018,103940.0,Petrol,Manual,First,800.0,17.13,6.14,424829.0
Tata,Nexon,2018,61124.0,Diesel,Manual,First,1474.0,8.07,2.51,438256.0
Honda,EcoSport,2015,94459.0,Electric,Manual,Second,1385.0,15.93,9.98,496599.0
Maruti,Scorpio,2017,82620.0,Electric,Manual,First,1954.0,21.77,4.4,415291.0
Mahindra,Scorpio,2017,36088.0,Diesel,Manual,First,800.0,13.35,4.4,405568.0
Ford,Nexon,2017,70626.0,CNG,Automatic,Second,1399.0,23.49,5.87,431727.0
Ford,EcoSport,2021,76149.0,Petrol,Manual,First,1219.0,11.15,9.9,503857.0
Toyota,City,2016,64155.0,Diesel,Manual,Second,1771.0,16.76,8.17,392085.0
Ford,Nexon,2020,77571.0,Diesel,Manual,First,1233.0,28.62,9.38,533964.0
Honda,Alto,2017,36078.0,Diesel,Manual,First,1246.0,16.01,8.69,422878.0
Maruti,Tiago,2015,12312.0,Electric,Automatic,Third+,1241.0,22.5,7.81,565882.0
Toyota,City,2016,83831.0,Diesel,Manual,Second,1516.0,17.12,9.3,441838.0
Mahindra,Scorpio,2021,29085.0,Electric,Manual,Third+,1877.0,17.28,1.07,533753.0
Maruti,Swift,2019,46724.0,CNG,Automatic,First,1354.0,17.75,8.64,547611.0
Tata,Scorpio,2018,20849.0,Petrol,Manual,First,821.0,18.64,2.19,422468.0
Honda,Swift,2016,46327.0,CNG,Manual,First,800.0,19.41,9.93,460271.0
Tata,City,2017,86099.0,Petrol,Manual,Second,1989.0,15.38,8.43,406453.0
Mahindra,Tiago,2015,78752.0,Diesel,Automatic,First,800.0,16.92,5.33,429120.0
Toyota,Alto,2018,25343.0,Petrol,Manual,Second,1410.0,17.46,2.27,403955.0
Ford,Nexon,2021,89551.0,Petrol,Manual,Second,1410.0,15.29,5.37,441500.0
Tata,City,2019,96423.0,Electric,Manual,Second,800.0,13.59,3.95,475589.0
Hyundai,i20,2018,107605.0,Petrol,Automatic,First,1703.0,25.54,6.83,428052.0
Mahindra,Nexon,2021,54339.0,Petrol,Manual,Second,1232.0,19.83,3.75,457409.0
Maruti,Alto,2019,45983.0,Petrol,Manual,First,800.0,19.68,7.34,483162.0
Maruti,EcoSport,2016,74753.0,Petrol,Manual,First,1099.0,17.88,6.57,453001.0
Hyundai,Alto,2015,76070.0,Petrol,Manual,Second,800.0,26.02,9.35,418042.0
Mahindra,Scorpio,2019,56894.0,Petrol,Automatic,First,1348.0,23.55,2.09,474629.0
Hyundai,Tiago,2020,70009.0,Petrol,Automatic,First,872.0,18.25,2.95,473278.0
Tata,Swift,2016,36628.0,Diesel,Manual,Second,1175.0,15.88,6.28,415694.0
Mahindra,EcoSport,2016,53973.0,Petrol,Automatic,First,967.0,19.32,4.77,405875.0
Honda,i20,2017,67334.0,Diesel,Automatic,First,1046.0,16.93,2.68,418739.0
Mahindra,Scorpio,2016,81383.0,Diesel,Manual,Second,1951.0,8.6,7.4,406330.0
Ford,City,2021,63936.0,Petrol,Automatic,First,1659.0,15.42,6.45,513078.0
Toyota,Scorpio,2019,62725.0,Diesel,Manual,First,1677.0,14.61,7.06,443847.0
Mahindra,Alto,2016,25386.0,Petrol,Manual,Third+,946.0,16.6,4.18,406809.0
Honda,i20,2017,75124.0,Petrol,Automatic,Third+,1285.0,19.39,2.37,452659.0
Maruti,Swift,2015,66863.0,Petrol,Automatic,Second,1161.0,17.2,2.74,408883.0
Toyota,i20,2015,56294.0,Petrol,Automatic,First,800.0,12.72,2.92,342965.0
Honda,Swift,2015,54301.0,Petrol,Automatic,First,1451.0,13.5,3.06,352144.0
Ford,City,2015,24382.0,Diesel,Manual,Second,1286.0,21.29,8.95,469171.0
Mahindra,City,2017,45640.0,Electric,Manual,First,926.0,21.74,1.2,466341.0
Tata,Scorpio,2021,109961.0,Diesel,Manual,First,1652.0,15.08,4.5,409210.0
Mahindra,Scorpio,2015,31689.0,Petrol,Automatic,Third+,1271.0,17.67,5.47,460670.0
Toyota,Scorpio,2019,73525.0,Diesel,Manual,First,1794.0,15.14,6.76,459904.0
Toyota,Swift,2015,5000.0,CNG,Manual,Second,1235.0,17.91,8.91,502887.0
Honda,i20,2021,38832.0,Petrol,Automatic,Third+,800.0,18.87,8.02,542519.0
Hyundai,i20,2018,79022.0,Diesel,Automatic,Second,1581.0,23.5,5.09,457436.0
Tata,Nexon,2021,106393.0,CNG,Manual,Second,804.0,17.69,5.41,476988.0
Toyota,EcoSport,2021,66116.0,Diesel,Automatic,First,1221.0,24.57,6.66,565462.0
Maruti,Swift,2017,89368.0,Diesel,Manual,First,800.0,14.46,6.78,407906.0
Toyota,Scorpio,2017,39901.0,Electric,Manual,First,1469.0,24.51,3.61,501609.0
Maruti,Swift,2016,59231.0,Petrol,Automatic,Third+,1172.0,15.93,4.13,494530.0
Toyota,Swift,2020,45117.0,Petrol,Automatic,First,800.0,19.33,9.5,562804.0
Honda,Nexon,2019,84913.0,Diesel,Automatic,First,1010.0,22.32,2.34,400194.0
Tata,Scorpio,2021,48496.0,CNG,Manual,Third+,882.0,22.79,8.32,466619.0
Ford,Tiago,2015,44164.0,Electric,Manual,First,1215.0,19.37,4.49,452967.0
Hyundai,Tiago,2020,49848.0,CNG,Automatic,Second,1246.0,23.66,2.6,500648.0
Ford,Scorpio,2017,75746.0,CNG,Automatic,Second,1231.0,17.35,3.62,420681.0
Toyota,Innova,2021,52195.0,Petrol,Manual,First,853.0,16.26,4.25,416261.0
Honda,Scorpio,2020,27129.0,Petrol,Manual,First,1258.0,19.41,6.43,512179.0
Honda,Nexon,2016,5000.0,Petrol,Manual,Second,940.0,14.49,1.47,385753.0
Mahindra,City,2019,63430.0,CNG,Manual,First,1057.0,20.27,2.39,444820.0
Ford,EcoSport,2021,67398.0,CNG,Manual,First,1044.0,22.53,2.18,407997.0
Tata,Innova,2021,47186.0,Diesel,Automatic,First,1295.0,19.93,9.99,607630.0
Tata,City,2015,83735.0,CNG,Manual,Second,1582.0,13.34,3.07,394051.0
Honda,i20,2020,99930.0,CNG,Manual,First,901.0,21.41,4.16,413144.0
Ford,Swift,2020,92086.0,Petrol,Manual,Second,861.0,17.76,9.0,481572.0
Honda,City,2017,31367.0,Diesel,Automatic,Second,1134.0,15.33,9.38,509587.0
Mahindra,City,2021,72289.0,CNG,Manual,Second,1412.0,21.96,7.49,556660.0
Toyota,Alto,2018,43802.0,Diesel,Manual,Second,800.0,13.85,2.46,395904.0
Mahindra,Scorpio,2019,73576.0,Electric,Manual,Second,1231.0,14.86,4.06,436711.0
Tata,Nexon,2021,58275.0,Petrol,Manual,Second,1239.0,21.56,6.6,509491.0
Toyota,Swift,2019,77826.0,CNG,Manual,First,1674.0,18.18,2.03,360769.0
Tata,Innova,2016,82009.0,CNG,Manual,First,800.0,21.34,9.92,441577.0
Mahindra,City,2020,53964.0,CNG,Manual,First,1784.0,19.09,1.43,425291.0
Tata,i20,2017,21567.0,Petrol,Manual,First,994.0,12.17,6.65,439472.0
Mahindra,Scorpio,2017,52790.0,Petrol,Manual,First,800.0,14.03,3.32,408102.0
Toyota,Swift,2021,48226.0,CNG,Manual,Second,1079.0,19.39,4.48,452473.0
Maruti,Tiago,2015,68713.0,Diesel,Automatic,First,858.0,22.76,8.28,445475.0
Honda,Swift,2017,55383.0,Diesel,Manual,First,951.0,20.94,9.88,472565.0
Hyundai,Scorpio,2021,27078.0,Petrol,Manual,First,1595.0,21.22,3.61,497463.0
Maruti,i20,2020,53590.0,Petrol,Manual,First,1240.0,16.86,6.73,480164.0
Hyundai,Tiago,2018,69988.0,Petrol,Manual,First,800.0,15.06,1.57,383852.0
Hyundai,City,2021,58259.0,Diesel,Manual,Second,1704.0,12.84,3.87,447094.0
Toyota,City,2019,78865.0,Electric,Manual,First,800.0,19.86,6.03,497782.0
Maruti,City,2018,62598.0,CNG,Manual,First,1277.0,14.44,5.38,438122.0
Maruti,Swift,2020,30445.0,Electric,Manual,First,1266.0,13.28,1.36,486325.0
Mahindra,i20,2019,53576.0,Diesel,Manual,Third+,1200.0,11.45,9.01,478021.0
Toyota,Innova,2020,61634.0,Petrol,Manual,First,1832.0,12.37,6.71,461711.0
Tata,Innova,2018,98235.0,Petrol,Automatic,Second,1955.0,14.39,2.19,414982.0
Honda,Tiago,2015,65567.0,Petrol,Manual,First,1201.0,19.2,9.3,438688.0
Maruti,Innova,2020,52379.0,CNG,Manual,Second,1634.0,17.36,6.33,446549.0
Honda,Alto,2020,54349.0,Petrol,Automatic,First,846.0,11.12,9.44,528207.0
Tata,i20,2016,68109.0,Petrol,Manual,First,1537.0,12.92,3.14,363273.0
Hyundai,Scorpio,2016,59467.0,Electric,Automatic,First,1488.0,11.03,6.06,448646.0
Hyundai,i20,2017,77618.0,Petrol,Manual,Second,905.0,16.28,6.97,455916.0
Mahindra,EcoSport,2021,73227.0,Petrol,Manual,First,1488.0,19.86,2.32,483619.0
Tata,Nexon,2019,62013.0,Diesel,Manual,Second,1351.0,26.43,1.47,470092.0
Maruti,Swift,2021,97302.0,Diesel,Manual,Second,1430.0,19.89,2.62,459528.0
Hyundai,Alto,2021,90600.0,CNG,Manual,Second,853.0,20.41,1.7,453214.0
Mahindra,Innova,2019,56179.0,CNG,Manual,Second,800.0,24.05,2.99,418387.0
Toyota,i20,2017,26989.0,Petrol,Automatic,Third+,970.0,20.64,5.74,472923.0
Toyota,Swift,2020,78565.0,Petrol,Manual,First,1306.0,16.02,2.5,408266.0
Toyota,Tiago,2021,36822.0,Electric,Manual,First,1109.0,16.74,5.53,562159.0
Ford,Nexon,2021,91917.0,Diesel,Manual,Second,1396.0,19.61,1.72,420748.0
Honda,Tiago,2018,27621.0,CNG,Automatic,First,1026.0,19.23,6.07,427883.0
Mahindra,Nexon,2016,23318.0,Diesel,Manual,First,1007.0,16.45,6.2,405130.0
Ford,Innova,2018,51686.0,Petrol,Manual,First,1486.0,13.76,9.34,486504.0
Toyota,Innova,2018,57738.0,Petrol,Automatic,First,1363.0,16.71,1.85,385553.0
Tata,Swift,2016,84389.0,CNG,Manual,First,822.0,13.94,8.23,413203.0
Toyota,i20,2015,52926.0,CNG,Manual,First,1470.0,25.83,1.79,386080.0
Maruti,Scorpio,2019,43574.0,Petrol,Automatic,First,1621.0,18.32,1.73,430607.0
Maruti,City,2021,46543.0,Diesel,Automatic,Second,1394.0,17.46,9.47,568443.0
Ford,Scorpio,2021,72952.0,CNG,Manual,Second,1595.0,24.03,6.09,487370.0
Tata,City,2016,62723.0,Diesel,Manual,Second,957.0,19.26,3.86,394749.0
Toyota,EcoSport,2016,89094.0,CNG,Automatic,First,1129.0,16.27,3.76,415254.0
Honda,Nexon,2016,56120.0,Petrol,Automatic,First,1447.0,17.87,3.3,406669.0
Toyota,EcoSport,2016,63531.0,Diesel,Manual,First,1194.0,15.17,4.77,354804.0
Ford,Scorpio,2021,99548.0,Electric,Manual,First,1452.0,21.81,6.67,544421.0
Maruti,EcoSport,2016,81826.0,Petrol,Manual,First,1231.0,17.08,5.09,415184.0
Maruti,Alto,2016,79622.0,Petrol,Manual,First,1116.0,9.37,9.24,450098.0
Honda,i20,2019,63730.0,Petrol,Manual,Second,992.0,18.85,5.56,497278.0
Toyota,i20,2021,126567.0,Electric,Manual,First,1451.0,16.68,8.8,528853.0
Ford,Innova,2019,55802.0,Diesel,Manual,First,1631.0,15.94,1.05,393929.0
Ford,Swift,2015,57287.0,Electric,Automatic,Second,2008.0,16.4,6.6,495392.0
Tata,Alto,2020,39986.0,Diesel,Manual,Second,2082.0,17.16,1.65,400717.0
Maruti,Scorpio,2021,86888.0,Diesel,Automatic,Second,1273.0,24.96,8.09,550649.0
Hyundai,Nexon,2016,59074.0,Petrol,Automatic,Second,1033.0,27.24,9.16,489796.0
Toyota,City,2015,58559.0,CNG,Manual,Second,891.0,14.47,3.92,398846.0
Toyota,Alto,2016,79697.0,Petrol,Automatic,First,800.0,21.8,7.75,434650.0
Ford,i20,2021,57963.0,Petrol,Automatic,Second,1668.0,13.26,2.21,488817.0
Hyundai,i20,2017,28909.0,Petrol,Manual,Third+,1125.0,8.0,1.67,425773.0
Mahindra,i20,2020,49900.0,CNG,Automatic,Third+,1622.0,19.86,2.34,485701.0
Mahindra,Tiago,2021,84291.0,Electric,Manual,Second,958.0,16.61,5.52,513608.0
Hyundai,City,2019,21743.0,Electric,Manual,Second,1284.0,16.31,8.52,537658.0
Ford,Scorpio,2020,112530.0,Electric,Manual,Second,1347.0,17.78,2.35,450722.0
Mahindra,EcoSport,2018,43971.0,Electric,Manual,Third+,1185.0,15.37,7.84,514777.0
Maruti,Nexon,2016,60835.0,Diesel,Manual,Second,1148.0,12.69,9.19,416294.0
Maruti,Innova,2021,49234.0,Petrol,Manual,First,1396.0,16.39,2.05,450655.0
Hyundai,Nexon,2017,64683.0,Electric,Manual,First,1410.0,18.48,4.03,475785.0
Toyota,Nexon,2015,67613.0,Electric,Manual,First,1076.0,19.21,5.55,498998.0
Toyota,Tiago,2015,54153.0,Diesel,Automatic,First,1277.0,25.8,5.26,393528.0
Honda,City,2018,40812.0,Diesel,Manual,First,1515.0,22.54,7.06,509327.0
Tata,Tiago,2021,74933.0,CNG,Manual,Second,800.0,18.22,2.37,438512.0
Mahindra,Scorpio,2015,72102.0,Petrol,Manual,Second,1286.0,10.95,2.64,351665.0
Maruti,City,2021,47087.0,Petrol,Manual,First,1211.0,15.52,8.33,583133.0
Hyundai,Innova,2017,37288.0,Petrol,Manual,First,1428.0,21.14,2.81,413154.0
Ford,Tiago,2018,5000.0,Petrol,Manual,First,1459.0,19.0,3.55,420948.0
Maruti,Tiago,2020,84621.0,Diesel,Manual,First,1169.0,19.86,2.79,449459.0
Tata,Innova,2015,106518.0,Petrol,Manual,First,1764.0,19.09,9.41,399380.0
Toyota,Swift,2018,54521.0,Electric,Manual,Second,983.0,17.55,9.69,549648.0
Hyundai,Swift,2015,63577.0,Electric,Automatic,First,1297.0,14.59,7.36,490638.0
Maruti,Tiago,2020,96821.0,Diesel,Automatic,First,800.0,12.9,9.79,534225.0
Honda,Innova,2018,70331.0,Petrol,Manual,Second,1328.0,16.26,3.98,435456.0
Hyundai,EcoSport,2019,76357.0,Diesel,Manual,First,800.0,21.9,7.57,472100.0
Hyundai,Scorpio,2016,85683.0,Electric,Automatic,First,1000.0,16.03,1.7,375292.0
Mahindra,Innova,2016,42327.0,CNG,Manual,First,800.0,20.0,5.09,402416.0
Ford,i20,2020,46562.0,Petrol,Manual,First,1319.0,22.06,7.81,449272.0
Honda,Swift,2015,13954.0,Diesel,Manual,First,992.0,16.71,2.58,369382.0
Honda,Alto,2017,27019.0,CNG,Manual,Second,1550.0,22.52,7.87,433987.0
Honda,EcoSport,2018,63987.0,Diesel,Automatic,Second,1761.0,20.78,3.1,423006.0
Honda,Nexon,2019,62601.0,CNG,Manual,Second,2336.0,20.61,6.52,477083.0
Maruti,Swift,2021,74650.0,Petrol,Automatic,First,1040.0,17.63,1.67,432634.0
Tata,Tiago,2016,66005.0,Petrol,Manual,First,1136.0,16.44,2.27,435221.0
Hyundai,Alto,2018,5000.0,Petrol,Manual,Second,800.0,19.09,9.1,485870.0
Ford,EcoSport,2016,39148.0,Diesel,Manual,First,1187.0,12.66,8.15,490692.0
Tata,Swift,2017,82787.0,Diesel,Manual,Second,837.0,21.17,5.81,409475.0
Mahindra,EcoSport,2019,70917.0,Petrol,Manual,Second,1475.0,19.09,8.52,505171.0
Honda,Tiago,2017,37384.0,Diesel,Automatic,Third+,1234.0,13.09,3.26,389410.0
Honda,City,2020,87976.0,CNG,Manual,First,924.0,13.18,9.34,454696.0
Honda,Scorpio,2018,46316.0,Petrol,Manual,Second,1043.0,24.35,4.4,420832.0
Honda,Swift,2015,72432.0,Diesel,Automatic,First,800.0,19.2,6.83,436484.0
Ford,Swift,2020,56769.0,Electric,Manual,Third+,1043.0,14.73,2.8,460104.0
Ford,Scorpio,2017,59933.0,Petrol,Manual,Second,1639.0,12.2,3.72,385489.0
Maruti,Nexon,2018,22018.0,Diesel,Manual,First,836.0,14.95,6.8,469123.0
Ford,Nexon,2015,86034.0,Petrol,Manual,First,1455.0,15.93,5.73,407977.0
Toyota,Scorpio,2018,66135.0,CNG,Manual,First,1387.0,20.65,4.75,385232.0
Maruti,Alto,2017,80482.0,Petrol,Manual,First,800.0,20.19,4.1,335103.0
Honda,City,2015,23112.0,Petrol,Automatic,First,800.0,28.56,9.69,472901.0
Maruti,Alto,2020,67703.0,Diesel,Manual,First,1676.0,17.54,6.46,468364.0
Mahindra,EcoSport,2017,81700.0,Diesel,Automatic,First,1177.0,24.16,1.23,403403.0
Hyundai,Nexon,2017,45966.0,Diesel,Manual,First,1140.0,15.3,2.88,429809.0
Ford,Tiago,2017,48242.0,CNG,Automatic,Second,800.0,19.41,8.59,522343.0
Tata,Alto,2021,44991.0,CNG,Automatic,First,1041.0,24.44,6.54,526491.0
Honda,Nexon,2015,60633.0,Diesel,Manual,Second,1135.0,8.0,6.13,420550.0
Hyundai,Swift,2021,45179.0,Petrol,Automatic,First,800.0,15.3,7.34,573368.0
Tata,i20,2018,5000.0,CNG,Automatic,First,800.0,20.08,3.43,420335.0
Maruti,Innova,2018,49454.0,Petrol,Manual,Second,866.0,24.11,6.79,475190.0
Ford,Swift,2015,50570.0,Petrol,Manual,First,1048.0,10.58,8.9,445625.0
Tata,City,2015,85932.0,Petrol,Manual,First,1288.0,18.43,3.49,336398.0
Ford,Nexon,2021,52649.0,Diesel,Manual,First,1329.0,16.12,3.6,486604.0
Mahindra,EcoSport,2018,81666.0,Diesel,Manual,Second,1206.0,17.7,1.71,416238.0
Maruti,EcoSport,2015,64890.0,Diesel,Automatic,Second,1474.0,25.05,2.6,409690.0
Tata,Swift,2021,58858.0,Petrol,Manual,Second,800.0,21.43,2.11,474136.0
Honda,Alto,2017,38445.0,Electric,Manual,First,1334.0,20.64,2.96,447494.0
Honda,i20,2016,56697.0,Diesel,Automatic,First,800.0,13.41,4.18,422983.0
Mahindra,Scorpio,2015,16341.0,Diesel,Automatic,First,1278.0,21.64,9.35,468970.0
Maruti,EcoSport,2019,33902.0,Diesel,Manual,Third+,1469.0,19.07,3.36,465099.0
Tata,City,2020,81460.0,Petrol,Automatic,First,800.0,26.57,2.66,481060.0
Mahindra,Scorpio,2015,22452.0,Diesel,Manual,Second,956.0,17.22,5.72,407926.0
Mahindra,City,2018,85408.0,Diesel,Manual,First,1100.0,22.19,8.6,468317.0
Maruti,Nexon,2016,136216.0,Electric,Manual,Third+,839.0,19.91,5.28,390913.0
Honda,Nexon,2020,36215.0,Diesel,Manual,First,1548.0,23.56,3.77,464186.0
Toyota,Swift,2016,92740.0,Petrol,Automatic,Third+,1662.0,26.38,3.0,402945.0
Honda,Nexon,2019,41379.0,Petrol,Manual,First,1131.0,16.56,5.49,466840.0
Toyota,Nexon,2018,73003.0,Electric,Manual,First,1272.0,21.65,5.96,488257.0
Ford,Alto,2017,54270.0,Electric,Manual,Second,1010.0,17.37,5.52,474497.0
Toyota,Scorpio,2016,75756.0,Electric,Manual,Third+,1392.0,17.53,6.39,440839.0
Mahindra,Tiago,2020,53021.0,Electric,Manual,First,1410.0,24.61,3.96,521490.0
Maruti,EcoSport,2021,57246.0,Electric,Manual,First,898.0,15.4,8.3,596315.0
Ford,Nexon,2021,74996.0,Diesel,Manual,First,1692.0,12.61,6.44,479260.0
Toyota,Alto,2015,63709.0,Diesel,Manual,First,1887.0,17.92,3.37,374420.0
Hyundai,EcoSport,2017,66146.0,CNG,Manual,Second,1176.0,21.94,8.05,452975.0
Toyota,Alto,2020,96489.0,Diesel,Manual,First,966.0,15.34,4.11,425215.0
Mahindra,Scorpio,2016,32982.0,CNG,Manual,Second,1281.0,20.51,1.24,344762.0
Honda,i20,2018,42268.0,Electric,Manual,First,800.0,16.29,4.97,465982.0
Ford,Tiago,2021,49441.0,Diesel,Manual,First,1321.0,23.16,9.92,526950.0
Maruti,Tiago,2020,87305.0,Diesel,Manual,First,1055.0,15.7,4.76,431348.0
Honda,Tiago,2016,93549.0,CNG,Automatic,First,1900.0,16.35,3.69,367073.0
Mahindra,Innova,2015,62332.0,Petrol,Manual,First,800.0,19.37,7.77,407165.0
Tata,Swift,2021,35506.0,Diesel,Manual,First,1072.0,17.65,2.44,435581.0
Honda,Scorpio,2021,82022.0,Petrol,Manual,First,1584.0,14.64,8.18,500467.0
