,Age,CGPA,Aptitude_Score,Programming_Score,SQL_Score,Communication_Score,Projects,Certifications,Internship_Months,Hackathon_Participation,Attendance,Selected
1065,19,85,87,21,30,98,2,5,2,5,76,1
1066,24,83,35,40,91,93,3,7,4,4,81,1
1067,22,80,99,77,51,43,5,6,11,4,98,1
1068,23,72,73,24,76,79,3,3,5,2,100,1
1069,19,86,53,71,57,55,7,1,2,0,77,1
1070,22,76,48,64,79,98,2,8,3,3,87,1
1071,21,92,47,39,38,36,2,3,4,0,72,0
1072,26,71,59,80,75,45,2,8,2,0,60,1
1073,23,77,71,57,33,84,7,4,3,0,78,1
1074,19,78,62,39,52,85,3,6,4,4,93,1
1075,18,62,41,44,29,33,0,4,1,0,63,0
1076,22,95,56,21,99,77,1,1,9,3,62,1
1077,26,60,68,51,83,46,9,5,8,4,100,1
1078,23,59,38,45,83,65,1,6,9,3,69,1
1079,24,83,50,89,81,99,2,5,7,4,87,1
1080,22,82,58,60,87,67,5,2,11,1,93,1
1081,23,65,62,86,62,91,7,7,5,1,98,1
1082,22,55,91,20,99,77,0,2,9,1,78,0
1083,26,73,44,70,78,39,8,4,10,1,95,1
1084,23,63,31,24,71,65,0,8,2,4,62,0
1085,25,81,81,32,38,58,9,4,10,0,82,1
1086,19,88,73,38,40,33,1,6,1,2,76,0
1087,26,58,83,31,41,73,2,6,6,5,66,1
1088,22,90,47,67,28,85,6,4,7,2,85,1
1089,24,72,32,44,28,71,8,1,9,1,77,1
1090,18,69,36,76,92,42,2,4,0,0,65,0
1091,22,67,72,54,46,75,7,6,5,3,90,1
1092,19,73,67,95,36,62,8,6,6,0,88,1
1093,23,60,66,24,63,50,9,3,12,3,68,1
1094,18,66,87,41,64,86,6,0,8,2,94,1
1095,20,91,62,96,27,98,3,5,11,0,76,1
1096,22,71,88,76,99,99,3,2,2,0,71,1
1097,21,77,40,66,37,96,3,4,1,5,95,1
1098,20,80,97,73,52,77,5,3,4,2,83,1
1099,22,83,97,22,20,62,3,1,12,0,69,1
1100,25,87,51,72,95,65,4,6,9,3,89,1
1101,21,81,95,50,25,62,8,4,0,0,88,1
1102,18,79,73,88,60,60,6,6,12,3,98,1
1103,24,64,35,52,74,50,7,8,5,1,69,1
1104,25,77,71,91,24,56,4,3,8,0,98,1
1105,20,75,54,69,78,91,4,4,9,3,87,1
1106,23,75,86,35,99,55,10,8,8,2,77,1
1107,19,67,84,95,37,95,6,3,6,1,100,1
1108,24,91,45,96,68,41,10,4,10,0,76,1
1109,25,87,43,58,84,51,7,4,6,5,70,1
1110,23,78,68,65,73,46,8,7,7,3,60,1
1111,23,65,57,66,80,36,1,3,9,5,76,1
1112,22,71,80,63,27,97,2,3,1,0,95,0
1113,25,58,78,28,22,66,1,6,5,3,95,0
1114,18,79,38,69,44,67,9,4,4,0,68,1
1115,21,84,87,96,88,40,6,5,4,1,87,1
1116,21,63,74,79,74,30,1,5,12,1,92,1
1117,20,75,51,34,59,54,1,5,2,0,62,0
1118,20,74,61,55,69,71,1,4,2,0,67,0
1119,21,73,98,82,52,81,3,4,5,4,65,1
1120,18,73,98,88,37,53,0,8,11,0,65,1
1121,19,66,71,99,76,82,1,7,9,0,88,1
1122,26,91,82,60,35,85,2,3,12,5,96,1
1123,19,71,88,93,99,92,6,6,9,5,71,1
1124,22,91,68,43,57,37,9,7,6,1,68,1
1125,26,93,44,68,60,88,0,8,0,5,100,1
1126,26,82,100,37,26,74,5,4,2,0,78,1
1127,25,95,58,26,97,56,2,2,11,2,76,1
1128,18,89,32,23,72,81,2,3,0,0,91,0
1129,18,72,39,88,82,47,3,5,9,4,94,1
1130,26,68,58,79,51,45,3,4,2,3,73,1
1131,25,89,64,74,57,95,6,8,4,1,75,1
1132,26,95,35,35,41,34,2,2,8,5,80,1
1133,24,61,41,48,35,32,7,1,2,2,71,0
1134,20,95,67,42,71,99,7,5,9,3,83,1
1135,20,67,48,33,48,36,10,6,9,2,93,1
1136,19,72,96,98,35,79,6,4,8,1,67,1
1137,22,91,37,68,95,43,1,0,0,5,80,0
1138,20,67,37,52,36,67,4,2,5,4,67,1
1139,23,90,76,44,83,76,5,2,8,1,87,1
1140,19,85,33,40,32,62,9,3,11,2,75,1
1141,20,56,80,36,91,72,3,5,4,2,69,1
1142,22,70,96,42,75,58,9,4,10,1,74,1
1143,18,63,74,76,24,86,4,0,9,0,63,1
1144,18,63,37,100,31,34,8,5,1,1,85,1
1145,26,92,45,77,60,89,10,8,4,5,74,1
1146,24,65,96,33,22,99,6,0,0,5,95,1
1147,18,76,38,39,52,31,1,7,8,4,91,1
1148,25,87,89,49,69,99,10,7,9,1,97,1
1149,20,90,100,38,75,72,0,2,12,3,63,1
1150,25,77,44,72,28,33,1,8,9,5,100,1
1151,22,88,100,75,69,85,2,7,8,5,68,1
1152,18,63,70,96,48,88,10,2,5,5,94,1
1153,24,78,51,42,58,38,1,4,10,0,87,0
1154,22,62,53,81,64,32,10,2,8,3,96,1
1155,23,61,73,52,36,77,2,4,2,1,68,0
1156,23,90,30,37,75,72,9,8,3,0,61,1
1157,25,72,39,92,65,30,10,3,12,5,62,1
1158,26,57,85,52,86,86,10,5,5,3,64,1
1159,19,82,79,51,88,82,8,2,3,3,69,1
1160,26,60,41,80,33,45,3,2,0,0,87,0
1161,26,75,89,73,86,80,8,4,6,5,74,1
1162,24,82,55,36,42,84,10,7,4,0,73,1
1163,18,94,70,38,80,30,2,7,7,2,82,1
1164,24,55,65,89,42,57,0,2,8,5,72,1
1165,22,90,52,53,46,82,10,7,4,0,75,1
1166,23,75,72,44,73,87,4,7,7,1,89,1
1167,24,89,35,87,29,89,9,2,12,5,99,1
1168,22,67,98,93,96,88,9,1,0,4,67,1
1169,24,64,72,93,35,51,1,1,0,5,76,0
1170,26,64,54,30,60,37,3,8,6,2,89,1
1171,20,67,47,35,74,78,1,6,5,0,76,0
1172,25,91,91,80,80,71,1,5,4,4,94,1
1173,19,92,42,99,100,56,2,6,4,2,60,1
1174,24,78,72,26,68,68,4,7,8,1,83,1
1175,19,56,57,35,92,54,3,0,0,5,84,0
1176,21,76,47,35,71,67,1,7,7,4,61,1
1177,24,71,88,59,21,53,10,2,1,0,84,1
1178,20,90,89,31,69,53,9,2,6,0,73,1
1179,19,68,92,54,62,89,1,5,5,1,98,1
1180,24,64,86,40,96,79,5,3,9,2,92,1
1181,18,89,80,69,27,95,6,3,1,4,76,1
1182,25,79,85,62,78,43,9,3,11,1,90,1
1183,20,57,56,36,84,82,5,8,12,2,69,1
1184,19,92,61,51,100,61,6,7,2,3,65,1
1185,20,71,38,60,31,77,0,2,3,3,98,0
1186,22,66,97,25,23,68,5,0,6,2,84,1
1187,25,78,75,46,96,69,10,0,7,0,97,1
1188,24,83,96,39,60,71,2,0,12,0,96,1
1189,24,79,55,44,26,37,0,3,10,3,89,0
1190,24,90,37,85,88,55,7,5,1,0,93,1
1191,25,80,35,28,88,41,3,3,7,0,77,0
1192,18,92,53,72,100,72,9,2,10,2,83,1
1193,21,55,77,80,49,80,7,7,8,5,86,1
1194,23,74,74,57,92,92,9,7,6,2,86,1
1195,26,82,42,22,25,78,10,5,0,0,98,1
1196,19,70,98,89,38,56,3,8,5,2,80,1
1197,18,71,54,74,99,38,3,0,7,4,78,1
1198,19,94,49,20,85,68,9,7,4,3,98,1
1199,24,82,95,89,29,94,3,5,11,5,82,1
1200,20,66,74,64,35,100,5,0,1,4,98,1
1201,19,81,76,66,56,100,8,3,4,4,74,1
1202,24,84,92,98,98,36,4,4,7,0,61,1
1203,19,95,84,45,96,96,9,6,1,0,94,1
1204,20,88,48,33,96,39,7,7,0,4,79,1
1205,24,91,64,73,51,100,7,8,3,4,87,1
1206,21,60,82,90,66,82,3,5,3,1,74,1
1207,18,61,55,65,91,86,10,8,8,1,75,1
1208,22,86,43,50,62,56,9,3,2,3,92,1
1209,26,86,74,78,55,83,8,7,3,4,71,1
1210,25,79,73,48,45,33,8,2,2,2,98,1
1211,26,87,94,36,29,52,4,3,1,5,98,1
1212,26,61,80,33,50,77,5,3,3,1,79,1
1213,24,66,72,55,48,71,4,5,7,0,88,1
1214,21,70,52,77,24,32,2,8,0,4,62,1
1215,22,70,85,43,96,32,10,5,7,2,64,1
1216,18,90,48,82,20,57,7,0,7,5,61,1
1217,18,67,84,44,22,92,8,4,2,2,82,1
1218,20,61,89,78,86,60,3,8,9,2,85,1
1219,25,90,88,51,90,39,8,4,9,0,85,1
1220,19,63,62,37,54,78,8,5,11,1,66,1
1221,21,86,48,56,34,50,6,2,11,2,69,1
1222,19,65,57,45,86,82,7,7,5,5,64,1
1223,22,62,81,28,49,83,2,3,12,1,71,1
1224,26,87,78,83,94,86,4,3,12,3,91,1
1225,18,77,66,91,62,49,2,4,3,0,90,1
1226,22,79,55,39,79,78,6,8,12,1,81,1
1227,26,62,69,73,59,36,5,7,0,1,76,1
1228,18,76,67,49,84,58,10,6,0,2,79,1
1229,26,58,83,72,48,77,2,4,4,5,79,1
1230,25,94,51,82,93,42,8,8,11,2,67,1
1231,21,57,45,30,38,32,0,8,7,5,93,1
1232,22,83,57,50,22,31,9,1,0,0,82,1
1233,22,95,64,68,55,45,2,3,1,1,97,1
1234,23,83,89,38,62,35,10,7,6,4,87,1
1235,24,88,74,31,34,74,9,0,7,5,72,1
1236,25,88,75,34,60,100,10,4,11,5,88,1
1237,25,82,84,50,99,34,6,7,2,2,67,1
1238,19,67,55,62,55,85,2,1,10,2,70,1
1239,26,69,54,56,96,100,2,1,11,3,77,1
1240,24,77,94,98,52,61,1,7,12,5,84,1
1241,21,80,35,48,24,78,8,8,7,0,81,1
1242,21,58,52,45,97,42,10,6,0,1,94,1
1243,25,80,93,21,33,59,3,7,8,1,88,1
1244,21,94,72,34,87,54,9,4,11,1,80,1
1245,23,63,52,23,66,89,5,0,1,5,66,0
1246,22,59,59,69,73,88,1,3,12,2,71,1
1247,20,86,47,57,23,57,8,1,1,0,95,1
1248,19,74,50,42,28,87,6,2,3,1,83,1
1249,26,65,86,78,72,49,9,2,11,5,91,1
1250,26,69,52,94,96,63,4,8,9,4,86,1
1251,18,86,74,47,97,34,6,3,2,3,91,1
1252,20,82,73,85,79,89,3,1,3,3,91,1
1253,25,76,76,27,65,72,9,2,5,1,91,1
1254,23,95,69,48,73,86,6,2,6,2,85,1
1255,22,71,80,30,93,86,1,6,4,3,70,1
1256,22,80,71,37,56,83,6,7,1,3,77,1
1257,23,61,36,74,42,74,3,5,2,3,98,1
1258,24,80,79,69,46,66,3,3,9,3,64,1
1259,18,79,77,33,89,77,0,5,10,1,75,1
1260,26,64,35,93,85,83,2,0,2,5,70,1
1261,20,73,38,28,80,77,4,7,4,0,94,1
1262,21,65,86,30,96,35,4,0,11,0,70,1
1263,18,67,60,82,70,63,1,4,10,2,82,1
1264,20,62,50,95,69,92,3,1,11,5,93,1
1265,19,94,69,86,38,77,0,5,4,4,76,1
1266,19,58,74,72,20,52,8,8,3,0,69,1
1267,18,85,78,58,59,42,0,4,7,4,77,1
1268,25,82,49,97,51,76,5,3,5,0,67,1
1269,20,65,46,75,41,73,6,1,5,0,85,1
1270,20,55,57,47,85,61,2,2,0,2,62,0
1271,23,92,70,94,59,55,0,5,5,3,83,1
1272,25,78,95,58,57,82,6,7,2,2,62,1
1273,26,85,54,44,67,43,2,7,12,0,97,1
1274,26,95,87,40,74,81,9,4,5,5,61,1
1275,21,80,70,29,94,65,5,4,9,3,94,1
1276,22,59,35,62,100,37,5,2,12,5,76,1
1277,19,74,67,34,74,69,3,6,10,5,68,1
1278,26,95,35,67,70,51,10,5,12,5,95,1
1279,25,65,74,40,79,45,5,0,5,3,81,1
1280,20,87,43,79,27,89,10,3,1,5,90,1
1281,26,92,95,69,87,89,9,5,0,3,93,1
1282,20,81,69,42,94,39,3,5,10,4,83,1
1283,26,88,32,32,91,54,7,2,2,0,68,1
1284,19,69,53,88,28,60,8,5,4,1,61,1
1285,26,86,48,23,21,50,1,5,3,5,80,0
1286,25,75,47,97,99,62,6,8,6,2,93,1
1287,26,59,93,91,89,60,8,8,3,4,86,1
1288,22,60,64,28,78,50,8,1,7,2,96,1
1289,19,92,91,54,38,65,4,3,6,1,66,1
1290,25,76,30,40,47,94,0,8,9,3,81,1
1291,23,72,54,77,91,33,5,3,8,1,63,1
1292,25,68,74,37,33,97,7,7,0,2,73,1
1293,22,64,78,91,43,33,0,2,4,1,93,0
1294,19,67,45,100,63,38,1,2,12,0,82,1
1295,23,85,48,62,75,59,0,8,3,1,84,1
1296,22,84,52,25,70,74,4,7,5,5,60,1
1297,22,57,54,97,51,33,1,0,0,0,74,0
1298,18,84,45,86,69,98,9,1,5,5,91,1
1299,19,60,83,31,60,52,9,2,0,1,73,1
1300,25,83,30,31,85,45,3,1,0,0,100,0
1301,20,62,71,85,44,51,0,2,7,0,80,0
1302,20,87,48,21,80,77,6,7,1,1,66,1
1303,25,71,63,34,85,91,7,5,9,4,95,1
1304,25,65,84,42,61,89,4,6,12,3,80,1
1305,19,67,47,48,84,34,1,5,5,3,99,1
1306,25,65,63,100,55,36,7,0,5,3,71,1
1307,18,85,74,26,95,80,0,2,5,0,74,0
1308,23,82,35,47,28,94,6,0,7,3,74,1
1309,25,60,50,33,55,38,0,8,3,0,76,0
1310,20,95,99,63,57,74,5,8,2,4,93,1
1311,25,70,77,49,52,76,5,4,5,1,94,1
1312,18,58,68,100,61,96,4,3,3,1,98,1
1313,26,89,60,51,80,53,1,8,1,0,97,1
1314,26,80,39,89,65,39,1,8,5,0,73,1
1315,22,66,59,25,80,77,8,2,9,4,64,1
1316,21,65,47,46,37,64,4,4,4,3,89,1
1317,23,91,89,43,89,83,4,2,10,4,63,1
1318,24,79,44,53,99,100,6,1,8,1,74,1
1319,22,72,33,59,34,45,5,0,10,1,98,1
1320,26,73,92,66,67,82,1,1,5,5,94,1
1321,20,77,69,98,91,69,10,7,2,3,69,1
1322,24,92,38,94,32,49,0,7,10,1,61,1
1323,22,72,38,43,62,98,4,2,4,5,83,1
1324,24,80,55,84,79,74,3,6,9,0,87,1
1325,19,60,33,37,76,35,2,6,7,1,81,0
1326,21,58,45,63,90,98,1,1,8,2,91,1
1327,19,83,44,95,36,78,9,8,7,3,90,1
1328,24,88,81,76,69,68,1,2,2,5,78,1
1329,19,71,98,47,51,31,3,1,8,3,80,1
1330,18,70,34,90,41,68,1,2,2,3,62,0
1331,26,56,49,42,74,50,3,1,7,2,65,0
1332,18,88,47,53,76,69,2,7,9,4,91,1
1333,25,62,31,30,32,83,8,4,8,0,61,1
1334,19,67,42,54,66,41,6,2,6,3,83,1
1335,25,62,33,61,81,66,10,4,3,1,86,1
1336,20,84,71,47,73,67,2,7,9,0,68,1
1337,23,86,90,97,48,44,7,6,8,1,72,1
1338,20,90,37,43,41,36,8,5,2,0,73,1
1339,24,84,96,27,84,79,6,0,2,0,70,1
1340,26,55,92,72,48,94,5,0,1,5,73,1
1341,19,93,38,91,67,96,3,0,9,1,75,1
1342,22,71,40,23,24,73,4,7,2,1,69,0
1343,23,74,71,24,54,60,7,7,0,0,79,1
1344,21,78,42,68,93,72,2,6,3,3,75,1
1345,21,76,65,49,90,77,1,5,7,1,93,1
1346,21,83,42,91,65,90,2,3,4,2,75,1
1347,19,76,41,82,54,39,6,0,1,2,73,1
1348,21,63,66,66,64,58,7,8,2,0,87,1
1349,18,91,81,45,32,77,0,0,0,4,77,0
1350,23,64,100,76,29,91,6,3,1,0,85,1
1351,18,90,31,56,85,42,8,2,0,0,97,1
1352,23,91,85,26,89,73,2,6,1,3,66,1
1353,18,82,89,59,91,76,2,4,2,3,93,1
1354,23,82,52,58,44,93,7,4,0,5,66,1
1355,25,75,69,81,63,82,3,3,10,4,92,1
1356,19,78,93,97,79,73,7,0,8,4,94,1
1357,19,94,52,72,66,57,4,4,9,4,98,1
1358,21,56,58,23,59,31,2,3,4,4,80,0
1359,20,62,80,44,26,86,3,7,7,4,87,1
1360,21,81,98,26,65,86,3,1,4,0,91,0
1361,24,76,60,47,42,63,7,7,7,0,75,1
1362,18,91,79,88,65,87,5,0,6,5,69,1
1363,23,81,49,86,32,81,6,3,11,2,82,1
1364,20,83,84,39,40,58,8,2,3,2,74,1
1365,24,57,31,30,20,64,5,4,6,5,65,1
1366,19,67,54,86,38,77,2,4,5,5,92,1
1367,19,64,42,26,79,62,2,4,2,1,98,0
1368,21,90,99,42,52,38,10,3,8,0,71,1
1369,18,63,96,80,23,77,2,7,11,4,95,1
1370,20,81,87,90,22,96,9,2,9,1,90,1
1371,26,88,93,53,71,65,1,3,12,3,69,1
1372,24,55,98,38,47,100,0,0,8,0,93,0
1373,24,86,88,77,89,73,10,6,4,5,100,1
1374,21,79,89,28,89,89,9,0,7,2,69,1
1375,19,83,91,67,74,92,0,1,6,0,70,1
1376,21,61,45,60,76,34,3,6,8,5,73,1
1377,23,57,97,67,35,69,2,0,6,0,62,0
1378,20,74,44,64,43,48,4,2,3,0,92,0
1379,18,74,84,44,88,76,8,5,3,0,66,1
1380,25,84,64,97,60,94,7,5,10,3,63,1
1381,22,89,84,44,96,96,8,5,7,2,98,1
1382,22,89,43,38,66,47,4,1,5,0,69,0
1383,21,93,78,58,95,79,7,1,8,5,74,1
1384,23,81,36,98,88,59,3,5,9,3,75,1
1385,20,80,59,99,50,95,4,4,6,1,97,1
1386,26,68,78,46,49,34,2,6,6,0,63,0
1387,22,71,45,93,37,71,4,6,3,3,63,1
1388,20,72,80,82,63,34,2,4,2,4,95,1
1389,18,83,71,87,46,79,4,7,7,1,86,1
1390,23,74,46,38,45,87,10,5,6,2,81,1
1391,19,81,92,47,79,37,4,4,3,0,81,1
1392,20,72,74,97,37,60,5,3,12,0,76,1
1393,18,58,36,52,75,41,8,6,3,3,93,1
1394,26,55,56,29,50,50,0,3,0,2,91,0
1395,25,55,39,49,78,91,9,4,10,4,65,1
1396,19,80,63,41,21,62,5,4,6,1,92,1
1397,25,74,65,22,58,55,0,0,0,5,67,0
1398,26,77,54,94,80,69,5,0,9,2,95,1
1399,18,64,35,67,82,94,1,2,9,0,64,1
1400,22,65,53,21,37,88,7,2,3,3,64,1
1401,25,95,47,95,36,44,10,1,10,4,69,1
1402,19,95,35,73,58,30,2,1,2,3,99,0
1403,21,59,58,25,90,40,9,5,10,1,66,1
1404,24,55,54,59,73,84,5,0,2,2,71,1
1405,20,71,84,21,95,31,5,5,11,3,89,1
1406,22,76,75,92,54,94,3,4,0,5,84,1
1407,25,88,53,21,30,73,4,5,3,5,87,1
1408,20,95,55,93,80,45,1,4,0,3,72,1
1409,21,83,57,74,63,51,9,6,12,0,81,1
1410,26,58,32,91,87,47,9,0,12,3,77,1
1411,24,59,67,79,44,76,7,2,7,4,86,1
1412,18,65,90,25,67,59,9,5,0,2,67,1
1413,21,75,80,38,51,39,6,0,11,1,65,1
1414,21,89,77,46,23,87,9,6,5,5,70,1
1415,26,66,50,20,57,91,5,3,6,3,88,1
1416,23,80,83,52,82,35,6,2,9,4,100,1
1417,26,73,85,59,66,96,0,8,11,5,64,1
1418,23,61,88,51,20,70,4,0,1,5,66,0
1419,23,61,80,88,22,72,6,7,3,1,81,1
1420,22,80,49,36,81,47,0,0,10,5,63,0
1421,22,94,88,27,83,87,1,4,2,4,91,1
1422,19,59,100,76,36,89,8,7,12,5,78,1
1423,25,75,38,61,97,56,2,5,12,5,92,1
1424,25,68,30,28,81,97,5,6,8,3,60,1
1425,18,58,58,54,54,51,6,7,6,3,100,1
1426,25,77,92,90,32,53,8,5,1,2,100,1
1427,22,74,85,98,54,69,4,5,10,0,67,1
1428,19,69,97,72,62,95,3,5,11,4,91,1
1429,19,83,64,73,21,69,10,4,5,0,89,1
1430,23,62,32,44,75,35,1,7,8,0,87,0
1431,26,95,36,86,96,47,2,1,11,5,100,1
1432,18,73,56,81,70,59,4,6,2,1,91,1
1433,23,93,30,74,73,50,10,3,10,1,84,1
1434,26,82,100,65,35,91,1,0,5,5,93,1
1435,25,81,73,43,37,39,3,4,2,4,92,1
1436,23,58,70,65,26,42,0,2,2,0,72,0
1437,20,69,71,41,64,38,3,3,3,2,84,0
1438,25,89,62,30,55,97,6,6,8,0,99,1
1439,26,91,79,67,60,68,2,4,10,1,98,1
1440,18,55,92,27,61,53,9,3,12,0,69,1
1441,26,57,66,58,26,63,7,0,7,3,90,1
1442,23,78,88,54,34,90,5,5,0,3,70,1
1443,23,81,77,68,79,70,5,5,12,2,84,1
1444,21,94,34,65,59,34,0,6,11,4,93,1
1445,18,90,77,57,56,79,4,0,10,0,79,1
1446,25,88,32,27,85,33,2,3,0,3,66,0
1447,19,83,76,73,74,80,9,8,6,4,92,1
1448,18,78,91,56,96,81,0,5,2,3,94,1
1449,19,78,43,59,99,68,7,1,10,4,88,1
1450,18,58,92,53,75,37,6,3,6,4,71,1
1451,18,57,90,98,63,74,6,5,8,3,64,1
1452,26,88,60,36,76,57,9,3,2,5,71,1
1453,18,77,46,52,25,56,9,6,2,1,88,1
1454,21,77,53,66,51,94,9,2,1,4,94,1
1455,23,59,52,71,93,63,3,5,9,5,79,1
1456,24,85,79,99,37,91,10,3,0,0,96,1
1457,19,95,99,28,87,91,5,2,8,5,60,1
1458,23,60,56,52,92,67,8,2,5,3,75,1
1459,24,91,44,79,26,55,2,1,5,5,89,1
1460,19,64,79,96,27,53,8,2,7,1,68,1
1461,19,94,65,40,83,68,3,0,10,3,69,1
1462,24,61,37,77,26,50,4,2,4,2,72,0
1463,18,93,32,88,60,76,6,8,8,0,79,1
1464,25,92,91,29,59,77,5,3,10,2,88,1
1465,20,75,76,25,22,42,9,2,4,5,63,1
1466,23,74,90,32,36,32,7,7,1,4,87,1
1467,26,57,61,84,85,61,7,0,5,5,96,1
1468,23,76,42,39,98,64,7,4,8,4,72,1
1469,26,58,30,76,71,48,2,0,2,2,62,0
1470,24,82,63,65,41,43,9,6,9,2,96,1
1471,26,66,91,27,23,77,5,4,3,4,78,1
1472,19,92,100,29,25,97,6,1,9,1,87,1
1473,25,90,60,92,57,74,8,0,10,0,78,1
1474,25,95,93,86,45,48,9,6,7,3,76,1
1475,19,59,54,30,30,93,9,0,5,2,77,1
1476,21,67,67,31,36,95,3,2,12,0,77,1
1477,24,77,43,29,50,95,4,5,6,3,82,1
1478,21,84,37,44,96,74,7,5,6,5,99,1
1479,21,91,83,68,54,96,0,6,3,3,68,1
1480,23,79,31,68,35,98,5,0,11,2,88,1
1481,23,81,85,30,98,32,3,6,5,1,88,1
1482,20,68,90,81,37,67,4,1,11,1,61,1
1483,26,90,51,55,81,71,10,5,8,0,76,1
1484,19,93,64,58,46,69,4,7,2,5,90,1
1485,23,70,45,72,54,79,1,4,7,0,87,1
1486,24,76,79,97,64,64,7,2,6,4,98,1
1487,26,75,72,75,54,53,1,7,3,1,89,1
1488,20,75,46,20,47,46,3,7,9,0,94,1
1489,20,62,87,75,28,69,4,3,12,4,79,1
1490,24,70,31,23,95,95,0,7,2,5,75,0
1491,21,85,33,49,34,73,5,4,6,3,93,1
1492,25,64,68,31,40,52,1,4,9,0,73,0
1493,24,86,35,54,71,35,4,2,8,4,85,1
1494,22,88,98,96,54,95,5,6,11,1,79,1
1495,24,63,98,71,70,50,10,8,9,3,83,1
1496,20,71,49,50,74,64,7,8,2,0,77,1
1497,19,65,93,87,96,58,8,0,9,1,68,1
1498,23,86,45,71,63,36,5,0,8,3,78,1
1499,19,64,80,99,84,82,4,4,12,2,79,1
1500,20,76,66,26,99,66,3,0,7,1,89,0
1501,23,71,98,41,44,52,1,3,11,2,85,1
1502,22,58,71,94,66,37,1,0,2,5,90,1
1503,25,79,86,75,99,77,6,1,7,0,94,1
1504,26,75,95,77,75,39,4,1,11,4,62,1
1505,20,91,38,83,57,53,6,3,3,0,99,1
1506,20,92,93,31,30,76,10,7,5,1,88,1
1507,20,55,51,26,86,82,0,1,11,2,65,0
1508,23,79,63,74,34,68,0,8,9,2,60,1
1509,18,90,84,81,20,96,4,8,1,3,83,1
1510,24,71,58,92,26,95,1,1,7,0,97,1
1511,18,95,67,96,20,35,7,0,12,0,93,1
1512,22,78,47,74,68,50,2,8,8,1,66,1
1513,25,56,100,55,92,65,0,1,6,2,70,0
1514,21,94,94,43,48,32,1,7,7,1,70,1
1515,22,69,30,63,45,71,9,2,6,1,95,1
1516,21,86,33,36,64,74,9,0,10,5,79,1
1517,21,93,33,21,90,73,6,0,9,2,75,1
1518,25,60,56,32,31,62,5,1,3,1,64,0
1519,19,55,72,50,51,89,7,6,0,2,83,1
1520,18,77,88,47,39,99,6,5,2,1,89,1
1521,20,93,61,79,70,55,9,1,6,4,89,1
1522,26,71,62,46,100,50,7,3,10,1,98,1
1523,21,88,57,34,55,31,2,1,10,1,96,0
1524,22,95,84,98,86,76,5,0,6,4,92,1
1525,19,83,89,52,20,59,6,2,10,0,79,1
1526,21,63,99,39,46,56,9,3,12,2,81,1
1527,19,67,91,61,59,100,10,4,2,3,100,1
1528,19,60,63,31,33,49,0,4,0,4,80,0
1529,21,60,85,92,88,79,0,6,9,0,96,1
1530,23,74,42,42,98,52,6,7,8,1,86,1
1531,24,57,85,91,25,42,10,8,11,5,97,1
1532,20,71,47,33,52,33,2,6,5,0,94,0
1533,20,66,83,44,74,43,2,4,12,4,97,1
1534,23,55,72,96,38,49,4,8,12,5,99,1
1535,20,71,68,50,96,42,10,7,11,1,65,1
1536,19,57,90,73,48,32,5,8,6,0,91,1
1537,25,80,71,24,80,76,1,7,0,3,75,0
1538,22,69,47,32,89,32,2,5,0,2,87,0
1539,18,90,52,47,98,30,5,3,3,2,75,1
1540,20,86,83,62,99,53,2,8,6,4,86,1
1541,25,86,59,66,43,64,4,8,10,1,62,1
1542,21,58,87,90,42,43,8,8,10,1,80,1
1543,24,72,97,57,29,96,2,2,7,2,97,1
1544,19,73,96,86,73,42,10,2,9,0,97,1
1545,24,89,100,81,60,76,5,5,8,1,89,1
1546,22,94,47,58,68,79,10,5,0,3,81,1
1547,22,68,36,56,36,55,4,5,3,3,78,1
1548,23,87,69,27,75,32,4,4,3,1,90,1
1549,26,68,99,100,64,80,10,4,2,1,79,1
1550,23,88,94,71,49,69,5,1,6,2,78,1
1551,25,58,97,52,63,97,5,6,0,4,61,1
1552,24,78,78,100,93,65,0,3,8,2,99,1
1553,26,83,81,61,74,80,10,2,12,4,98,1
1554,21,73,58,95,38,30,8,7,7,3,86,1
1555,19,60,50,46,48,62,4,3,1,4,67,0
1556,24,87,38,27,21,36,0,3,1,2,86,0
1557,23,94,76,42,55,81,7,7,7,1,74,1
1558,18,73,71,83,38,40,6,0,10,4,71,1
1559,26,55,80,39,26,56,6,8,0,2,73,1
1560,26,59,85,35,45,43,4,6,12,3,66,1
1561,19,81,80,36,98,75,0,1,6,5,76,1
1562,20,70,99,99,57,39,8,5,8,4,85,1
1563,22,60,49,38,22,53,10,7,11,3,96,1
1564,22,94,56,27,99,90,8,4,2,3,79,1
1565,18,67,67,57,85,47,7,5,6,0,69,1
1566,25,89,94,57,90,38,4,7,5,5,78,1
1567,25,73,83,72,62,46,2,5,6,4,77,1
1568,21,66,53,50,81,87,7,8,6,2,89,1
1569,24,70,76,63,90,42,0,8,9,4,89,1
1570,20,64,100,79,43,79,2,8,0,4,84,1
1571,23,79,92,95,58,35,10,5,2,5,83,1
1572,26,74,86,36,87,80,6,8,9,3,69,1
1573,18,85,84,98,63,65,3,2,0,3,61,1
1574,22,58,89,92,24,100,6,4,4,3,97,1
1575,21,77,91,58,74,54,10,1,2,3,91,1
1576,25,56,59,61,49,40,4,7,0,5,94,1
1577,18,76,51,67,48,73,5,3,1,2,96,1
1578,26,91,58,31,45,43,6,5,9,1,66,1
1579,23,62,70,37,45,58,9,5,4,0,66,1
