ApplicantID,CreditScore,AnnualIncome,ExistingDebts,EmploymentYears,LoanAmount,LoanTermMonths,LoanPurpose,EmploymentType,HomeOwnership,MaritalStatus,Default
10695,773,429248,120749.15,10,2150042,60,Home,Unemployed,Own,Single,0
10696,805,629890,229193.92,2,2022735,12,Business,Salaried,Rent,Married,1
10697,431,413137,198477.94,20,1489742,12,Home,Salaried,Rent,Single,1
10698,815,678310,232041.62,1,950928,24,Business,Self-Employed,Mortgage,Single,0
10699,801,403737,142302.47,19,203782,60,Education,Salaried,Rent,Married,0
10700,615,699618,120138.23,24,1813237,60,Home,Salaried,Rent,Single,0
10701,656,764596,95280.61,16,1618348,60,Home,Unemployed,Own,Divorced,0
10702,659,459163,203147.95,11,1069939,12,Personal,Unemployed,Rent,Single,0
10703,654,619987,134956.62,20,656343,12,Home,Self-Employed,Rent,Divorced,0
10704,310,850895,145345.38,11,676922,36,Business,Self-Employed,Rent,Single,1
10705,476,249641,178022.26,3,201520,60,Home,Unemployed,Own,Single,0
10706,388,839763,114097.68,18,2137881,36,Business,Salaried,Own,Married,0
10707,811,542376,155257.5,24,174016,12,Education,Salaried,Rent,Single,0
10708,507,701046,98964.0,2,1878110,24,Home,Self-Employed,Rent,Married,0
10709,783,458857,132555.83,4,1427273,60,Education,Self-Employed,Mortgage,Married,0
10710,695,810100,87862.76,27,888331,60,Education,Salaried,Own,Single,0
10711,789,641480,113263.58,17,2234416,12,Education,Self-Employed,Rent,Divorced,0
10712,435,705475,101632.41,11,473289,24,Home,Salaried,Own,Divorced,1
10713,597,600183,65343.74,6,1502796,36,Personal,Unemployed,Mortgage,Married,0
10714,812,675038,100007.3,23,1395943,60,Business,Self-Employed,Rent,Single,0
10715,668,405323,171186.64,1,2041032,24,Education,Self-Employed,Mortgage,Married,1
10716,637,478091,90833.82,13,1100266,60,Personal,Salaried,Mortgage,Divorced,0
10717,319,649274,254587.61,0,1281801,60,Home,Salaried,Rent,Divorced,1
10718,449,666966,170303.41,18,981027,60,Personal,Self-Employed,Rent,Married,0
10719,604,392164,126686.61,28,2320037,36,Education,Unemployed,Rent,Married,0
10720,595,457324,100993.59,18,1139893,60,Car,Self-Employed,Rent,Married,1
10721,359,408491,122583.49,24,1033801,60,Education,Unemployed,Own,Single,0
10722,810,689836,89421.34,21,2478750,24,Home,Salaried,Mortgage,Divorced,0
10723,721,514525,47835.51,24,354210,60,Business,Self-Employed,Mortgage,Single,0
10724,755,639317,92046.37,22,777168,24,Education,Unemployed,Own,Single,0
10725,484,533935,223117.2,10,995718,36,Education,Self-Employed,Own,Married,1
10726,725,817006,88093.65,9,2423292,36,Business,Salaried,Own,Divorced,0
10727,323,756902,200094.96,12,1440402,36,Business,Self-Employed,Own,Single,1
10728,703,644778,197496.64,6,868238,36,Business,Self-Employed,Mortgage,Divorced,0
10729,393,522806,127321.0,25,1712521,60,Personal,Unemployed,Mortgage,Married,1
10730,830,802638,198284.09,1,1618504,24,Education,Self-Employed,Rent,Married,0
10731,407,665615,148565.27,9,1082216,36,Personal,Self-Employed,Rent,Married,0
10732,756,208257,104550.58,20,726872,60,Business,Salaried,Rent,Married,0
10733,839,567539,106964.83,27,1923248,60,Education,Unemployed,Mortgage,Married,0
10734,788,584360,28980.89,20,659193,24,Personal,Unemployed,Mortgage,Single,0
10735,442,759145,135293.35,26,1396516,60,Car,Salaried,Mortgage,Single,0
10736,391,639378,168616.97,25,1356116,12,Personal,Self-Employed,Own,Married,0
10737,416,658916,154676.03,8,1966445,24,Education,Unemployed,Own,Single,0
10738,611,638453,121358.64,11,1443440,12,Home,Salaried,Rent,Divorced,0
10739,701,975372,84115.64,3,107563,60,Education,Salaried,Rent,Divorced,0
10740,466,671964,137842.41,24,564618,60,Car,Unemployed,Rent,Divorced,1
10741,478,345101,187687.13,7,2190511,36,Home,Salaried,Mortgage,Single,1
10742,847,504219,86368.85,20,1772067,24,Car,Self-Employed,Mortgage,Divorced,0
10743,767,491830,201733.78,18,636608,24,Education,Salaried,Mortgage,Divorced,0
10744,521,389567,157548.27,14,1114743,12,Home,Salaried,Rent,Divorced,1
10745,838,568259,153215.73,1,1935958,12,Home,Self-Employed,Own,Single,1
10746,801,633151,163302.61,8,1426818,60,Education,Self-Employed,Mortgage,Single,0
10747,549,544751,174836.28,0,2181689,60,Education,Unemployed,Mortgage,Married,1
10748,350,621411,189720.19,0,2434902,12,Education,Unemployed,Rent,Divorced,1
10749,835,678980,209787.09,24,1152830,36,Personal,Salaried,Own,Divorced,0
10750,440,742826,82731.97,25,2411951,36,Home,Self-Employed,Rent,Single,1
10751,748,553046,167388.38,2,1452416,60,Car,Salaried,Mortgage,Married,0
10752,394,493417,113578.55,29,910870,24,Personal,Unemployed,Rent,Married,1
10753,330,739714,108704.34,5,1168166,12,Home,Salaried,Mortgage,Married,0
10754,658,585064,92743.22,6,1864875,36,Home,Unemployed,Mortgage,Married,0
10755,334,666513,246308.79,18,1859973,12,Personal,Salaried,Own,Single,1
10756,412,658357,158647.7,17,1698446,36,Education,Self-Employed,Own,Divorced,1
10757,471,684709,190278.6,29,746395,12,Home,Unemployed,Rent,Married,0
10758,331,270282,148201.23,9,1721999,36,Home,Salaried,Mortgage,Divorced,1
10759,492,385260,105930.64,29,426084,24,Car,Salaried,Own,Single,0
10760,538,653569,107478.23,29,635153,36,Home,Unemployed,Mortgage,Single,0
10761,731,553717,139204.79,22,1355632,60,Business,Unemployed,Own,Married,0
10762,549,392092,178023.32,17,431072,12,Personal,Unemployed,Rent,Divorced,1
10763,772,958975,177944.03,27,1165552,60,Car,Salaried,Mortgage,Married,0
10764,525,298123,199389.69,7,1257270,36,Education,Salaried,Own,Single,1
10765,347,626788,162386.42,24,894869,24,Home,Salaried,Mortgage,Divorced,1
10766,547,282925,165880.0,15,1967729,60,Business,Salaried,Mortgage,Single,1
10767,375,879513,134092.33,19,1680605,36,Business,Unemployed,Mortgage,Single,0
10768,794,445398,182486.12,12,217447,60,Personal,Salaried,Mortgage,Married,0
10769,561,674491,113336.85,5,899297,12,Education,Salaried,Rent,Single,0
10770,758,494941,115048.94,3,719402,24,Car,Unemployed,Mortgage,Divorced,0
10771,503,482209,164662.39,18,1530755,24,Education,Unemployed,Rent,Married,1
10772,487,406228,180999.67,18,1746402,24,Personal,Salaried,Mortgage,Single,0
10773,725,283234,122555.31,19,1925420,36,Home,Salaried,Mortgage,Divorced,1
10774,602,537190,67281.54,2,1034137,12,Personal,Self-Employed,Rent,Divorced,0
10775,396,599101,177325.15,19,564753,12,Car,Unemployed,Rent,Married,1
10776,492,660407,121092.56,16,1058532,24,Personal,Salaried,Rent,Single,0
10777,398,650108,103528.45,29,2334061,60,Business,Unemployed,Rent,Single,0
10778,584,468051,91777.28,28,745847,12,Home,Unemployed,Rent,Single,0
10779,712,750331,150963.5,5,212185,36,Business,Salaried,Rent,Divorced,0
10780,822,907980,131642.37,23,1545603,36,Home,Self-Employed,Rent,Married,0
10781,356,627815,227807.11,7,934605,36,Education,Self-Employed,Own,Single,0
10782,741,675019,98545.04,20,98186,12,Car,Salaried,Mortgage,Divorced,0
10783,763,695585,165777.43,3,422932,36,Business,Self-Employed,Mortgage,Married,0
10784,697,600699,179808.08,25,1373610,60,Personal,Unemployed,Rent,Divorced,0
10785,726,347833,220614.93,2,2022511,60,Business,Unemployed,Rent,Married,0
10786,349,464027,65064.96,28,442955,24,Education,Self-Employed,Rent,Married,0
10787,807,496416,150214.16,5,1874794,36,Home,Unemployed,Mortgage,Divorced,0
10788,410,746217,164345.4,6,185061,60,Home,Salaried,Mortgage,Divorced,0
10789,339,739128,74317.31,9,1449926,60,Home,Self-Employed,Rent,Single,0
10790,363,536852,192222.15,26,1041880,24,Home,Unemployed,Own,Divorced,0
10791,394,611711,160513.0,17,1409251,12,Car,Self-Employed,Own,Married,1
10792,437,550843,55041.8,6,1371747,24,Personal,Salaried,Own,Single,0
10793,692,477727,183077.03,25,375541,12,Personal,Unemployed,Own,Divorced,0
10794,649,385423,99822.65,14,849873,36,Car,Salaried,Rent,Single,0
10795,828,365354,155791.93,22,2420540,12,Education,Self-Employed,Rent,Married,0
10796,689,559888,48394.61,1,1353266,36,Home,Salaried,Mortgage,Single,0
10797,562,438418,104743.64,14,1297582,12,Personal,Self-Employed,Own,Divorced,1
10798,780,517411,158578.98,7,1601646,24,Business,Self-Employed,Mortgage,Married,0
10799,348,836240,137171.63,4,2352825,36,Business,Unemployed,Mortgage,Single,0
10800,688,748573,185715.84,9,61956,60,Car,Salaried,Rent,Married,0
10801,632,497173,101744.49,5,1549387,36,Car,Unemployed,Rent,Married,0
10802,404,564232,162973.16,5,1412578,36,Car,Salaried,Mortgage,Divorced,1
10803,626,610087,128566.56,3,1283433,12,Business,Self-Employed,Rent,Single,0
10804,321,719964,157178.17,28,148510,36,Education,Salaried,Rent,Divorced,1
10805,381,523275,144871.22,1,2465759,36,Business,Unemployed,Rent,Single,1
10806,675,725301,109573.53,14,132635,60,Education,Self-Employed,Own,Married,0
10807,617,479785,153758.29,2,2123372,24,Business,Salaried,Mortgage,Divorced,0
10808,408,688679,134588.43,13,291044,60,Education,Unemployed,Mortgage,Married,0
10809,748,490015,106351.8,15,476014,24,Car,Self-Employed,Own,Married,0
10810,479,589891,148471.42,0,1696291,12,Home,Unemployed,Own,Married,1
10811,500,575120,171128.5,19,2474841,24,Personal,Salaried,Mortgage,Single,0
10812,470,726326,55724.37,28,2248527,12,Personal,Self-Employed,Own,Divorced,0
10813,764,703387,277025.39,20,1517475,12,Education,Self-Employed,Own,Married,0
10814,323,841394,148887.4,28,1381396,12,Car,Salaried,Rent,Single,1
10815,701,473741,161859.49,18,1115048,12,Business,Self-Employed,Own,Married,0
10816,341,226194,44739.34,29,1302837,12,Education,Self-Employed,Rent,Married,1
10817,702,613431,87945.67,20,1145238,12,Home,Unemployed,Rent,Single,0
10818,771,419929,214733.59,5,1263543,60,Personal,Salaried,Rent,Single,0
10819,616,461985,118837.49,28,2418256,12,Home,Salaried,Own,Married,0
10820,650,555869,76372.69,11,1964452,12,Education,Self-Employed,Rent,Divorced,0
10821,733,552368,208146.52,6,1852344,24,Personal,Salaried,Own,Divorced,0
10822,548,295180,118664.08,11,2363668,60,Personal,Unemployed,Mortgage,Married,0
10823,560,546002,177589.62,13,1588977,36,Car,Salaried,Rent,Married,0
10824,781,710401,36049.69,17,1804947,60,Business,Unemployed,Mortgage,Single,0
10825,538,812434,188083.07,24,113625,12,Education,Self-Employed,Own,Married,1
10826,795,454566,228642.76,6,1462866,60,Home,Unemployed,Rent,Divorced,0
10827,442,480797,115001.27,17,1595010,60,Business,Self-Employed,Mortgage,Single,0
10828,510,683355,150095.81,11,1135069,36,Education,Salaried,Rent,Single,1
10829,487,689957,192567.6,8,142127,24,Business,Salaried,Rent,Single,1
10830,588,626903,116615.14,16,2261936,12,Home,Salaried,Own,Divorced,1
10831,668,517930,119735.8,7,1553558,12,Car,Salaried,Rent,Single,0
10832,801,813331,129477.92,21,1649439,60,Car,Unemployed,Mortgage,Married,0
10833,509,847117,120857.4,10,50721,12,Education,Salaried,Rent,Single,0
10834,525,691819,124581.28,5,801120,36,Car,Self-Employed,Rent,Married,1
10835,400,591921,248175.52,17,1462763,12,Car,Unemployed,Mortgage,Divorced,0
10836,375,712000,146758.28,11,297240,36,Car,Salaried,Mortgage,Single,1
10837,575,735699,123938.61,26,1286237,36,Personal,Unemployed,Rent,Married,0
10838,708,399308,167419.68,27,2147708,24,Personal,Salaried,Mortgage,Married,0
10839,334,685718,73844.54,14,418913,36,Car,Self-Employed,Own,Married,0
10840,513,454871,142317.51,26,1078198,36,Car,Unemployed,Mortgage,Married,0
10841,707,453176,127363.33,5,1618815,24,Home,Unemployed,Own,Divorced,0
10842,585,798617,179827.55,26,290582,24,Car,Unemployed,Mortgage,Single,1
10843,650,551757,147485.05,10,1474868,24,Personal,Unemployed,Own,Single,0
10844,468,404161,145797.76,16,1946283,36,Personal,Salaried,Rent,Divorced,1
10845,752,656504,172450.04,2,977152,12,Business,Salaried,Mortgage,Married,0
10846,762,859768,188084.61,28,733055,60,Education,Self-Employed,Mortgage,Single,0
10847,572,643578,173675.74,21,324403,12,Car,Self-Employed,Own,Divorced,0
10848,389,671006,140239.69,8,1959430,24,Personal,Salaried,Own,Single,1
10849,646,581740,119946.63,12,363372,12,Personal,Unemployed,Own,Married,0
10850,848,658167,38285.25,2,568640,36,Personal,Unemployed,Own,Single,0
10851,438,357293,203308.75,6,2105099,24,Personal,Salaried,Mortgage,Single,1
10852,373,597705,183328.87,10,2046896,12,Business,Salaried,Own,Single,0
10853,657,590318,292427.3,29,1030504,36,Personal,Salaried,Mortgage,Married,1
10854,659,945683,226667.54,28,2326369,24,Personal,Self-Employed,Rent,Divorced,0
10855,644,650203,43711.55,23,1447478,36,Education,Self-Employed,Rent,Single,0
10856,677,593412,169111.84,8,1705161,12,Personal,Salaried,Own,Divorced,0
10857,408,210129,160981.62,8,885360,36,Education,Self-Employed,Own,Single,1
10858,328,255389,131257.88,5,1969656,24,Education,Salaried,Own,Married,0
10859,668,465871,120599.8,23,1246570,12,Business,Self-Employed,Rent,Single,0
10860,335,776571,146919.95,15,833869,60,Home,Salaried,Rent,Married,1
10861,634,595088,95974.64,9,2461365,36,Education,Self-Employed,Mortgage,Divorced,0
10862,577,446943,211745.64,3,669245,12,Education,Self-Employed,Mortgage,Single,1
10863,643,781970,133098.45,18,286106,24,Personal,Salaried,Own,Married,0
10864,734,629901,125084.14,16,1969824,60,Home,Self-Employed,Rent,Divorced,0
10865,319,934949,192587.22,9,2299683,60,Home,Self-Employed,Rent,Single,0
10866,373,621724,158380.22,19,648472,36,Education,Unemployed,Mortgage,Married,0
10867,693,618346,128618.19,2,713296,36,Education,Salaried,Rent,Single,0
10868,319,440915,179939.4,8,1607199,36,Education,Self-Employed,Mortgage,Divorced,1
10869,351,386239,202355.69,11,924686,36,Home,Salaried,Own,Single,1
10870,583,412266,205586.59,7,292987,60,Education,Self-Employed,Mortgage,Divorced,0
10871,569,460223,204080.72,16,2138171,24,Business,Self-Employed,Own,Single,1
10872,697,503132,293776.73,28,832972,60,Home,Unemployed,Mortgage,Divorced,1
10873,696,598479,174317.14,7,1629349,60,Business,Salaried,Mortgage,Married,0
10874,538,816456,191160.5,24,266606,36,Car,Unemployed,Own,Single,0
10875,711,262462,180366.72,4,1538807,12,Personal,Unemployed,Mortgage,Single,0
10876,533,382661,215046.46,29,90143,60,Personal,Unemployed,Rent,Divorced,1
10877,330,681851,144920.36,0,2138747,36,Business,Self-Employed,Rent,Married,1
10878,743,404131,247435.92,19,367534,24,Personal,Salaried,Rent,Married,0
10879,827,451357,148349.83,28,1822195,36,Car,Salaried,Rent,Divorced,0
10880,529,553469,172689.89,22,1230865,12,Education,Salaried,Mortgage,Married,0
10881,377,775503,126028.26,10,1380102,36,Education,Unemployed,Own,Divorced,1
10882,445,603545,189817.97,29,1940603,60,Personal,Salaried,Own,Single,1
10883,572,565988,118137.8,27,1446238,24,Home,Unemployed,Rent,Divorced,0
10884,334,586382,99735.73,24,835761,12,Home,Self-Employed,Rent,Divorced,1
10885,646,651438,201551.44,15,2262218,36,Business,Unemployed,Rent,Divorced,0
10886,516,570260,116943.97,3,1342021,60,Education,Unemployed,Mortgage,Married,0
10887,681,414958,114495.46,29,426890,12,Education,Salaried,Rent,Married,0
10888,790,729344,231432.84,17,1411888,12,Personal,Salaried,Rent,Single,0
10889,428,218762,91541.46,3,1797256,12,Home,Self-Employed,Own,Married,1
10890,413,455284,207777.25,2,125528,12,Education,Salaried,Own,Married,1
10891,449,661256,192843.29,13,78804,36,Business,Self-Employed,Rent,Divorced,1
10892,579,562322,53409.37,8,1770541,12,Home,Self-Employed,Own,Single,0
10893,677,610314,165264.45,15,1476526,60,Home,Unemployed,Rent,Divorced,0
10894,628,388740,176135.76,6,699551,36,Education,Salaried,Rent,Single,0
10895,458,629008,76578.24,20,1162944,12,Car,Self-Employed,Own,Married,0
10896,643,497990,175366.75,21,325012,36,Home,Unemployed,Mortgage,Married,0
10897,733,878939,137543.68,23,1821063,24,Personal,Salaried,Own,Divorced,0
10898,327,497640,98930.91,27,271171,36,Personal,Salaried,Mortgage,Single,0
10899,673,463381,152981.5,21,628509,12,Car,Self-Employed,Mortgage,Married,0
10900,786,691028,115027.38,29,1437579,24,Business,Self-Employed,Own,Divorced,0
10901,573,472918,164108.99,8,2021509,36,Personal,Unemployed,Mortgage,Single,1
10902,378,889892,160042.47,4,899815,12,Education,Salaried,Mortgage,Married,1
10903,606,511704,158231.33,21,206217,60,Car,Salaried,Rent,Married,0
10904,363,627407,166431.57,19,391095,12,Home,Salaried,Mortgage,Divorced,0
10905,767,578053,155599.58,18,2380347,12,Car,Salaried,Rent,Single,0
10906,707,481213,194774.29,12,590095,36,Business,Self-Employed,Own,Divorced,0
10907,698,559492,159754.92,28,1550664,60,Car,Self-Employed,Mortgage,Divorced,0
10908,836,722204,164938.99,17,783525,12,Personal,Unemployed,Own,Single,0
10909,424,489188,123389.31,10,507823,12,Car,Unemployed,Mortgage,Married,0
10910,739,557676,70627.93,22,549017,60,Business,Salaried,Mortgage,Divorced,0
10911,441,561041,175085.44,29,2058392,60,Car,Self-Employed,Rent,Married,0
10912,622,569641,114845.85,11,333483,36,Home,Unemployed,Rent,Married,0
10913,756,645953,79302.51,27,1608660,36,Business,Self-Employed,Mortgage,Single,0
10914,348,623099,138257.21,26,773613,24,Car,Unemployed,Own,Single,0
10915,320,645300,87348.82,22,1099941,60,Business,Salaried,Mortgage,Single,1
10916,606,268563,178749.5,3,1174609,60,Personal,Salaried,Own,Single,0
10917,466,527218,170528.94,24,1189219,36,Personal,Salaried,Mortgage,Divorced,1
10918,319,756556,238907.22,21,2366567,36,Education,Salaried,Rent,Divorced,1
10919,662,716774,107049.17,17,734745,12,Education,Salaried,Own,Divorced,0
10920,374,424092,75241.06,19,856592,24,Home,Self-Employed,Rent,Divorced,0
10921,597,805957,152771.77,24,1415926,60,Business,Unemployed,Mortgage,Single,0
10922,431,479816,147773.82,1,272758,60,Education,Unemployed,Rent,Divorced,0
10923,357,722461,49287.88,15,242985,24,Car,Salaried,Own,Divorced,1
10924,433,544828,149885.85,24,1324687,24,Car,Unemployed,Own,Divorced,0
10925,518,518304,129359.28,20,394646,12,Car,Unemployed,Rent,Divorced,0
10926,842,404992,167902.4,26,462447,12,Business,Salaried,Own,Married,0
10927,582,571267,157392.5,15,2379531,24,Personal,Salaried,Rent,Single,0
10928,659,421102,90703.57,25,1986982,24,Personal,Unemployed,Rent,Married,0
10929,641,225732,161011.9,22,889888,12,Education,Unemployed,Mortgage,Divorced,1
10930,356,539256,122617.65,3,1371091,24,Business,Unemployed,Rent,Married,0
10931,833,425020,177857.84,13,2350240,36,Education,Self-Employed,Own,Married,0
10932,518,358334,172103.92,17,330389,12,Car,Self-Employed,Mortgage,Divorced,1
10933,614,502978,189919.71,16,2033232,60,Business,Salaried,Mortgage,Married,0
10934,688,565074,115397.93,17,752790,36,Home,Self-Employed,Rent,Single,0
10935,340,509934,159994.14,17,1036265,12,Business,Unemployed,Mortgage,Married,0
10936,329,551804,131985.26,12,324978,12,Car,Salaried,Mortgage,Married,0
10937,678,787140,92377.51,6,1825420,12,Education,Unemployed,Rent,Divorced,0
10938,810,500184,168511.79,14,2380760,24,Home,Unemployed,Own,Single,0
10939,528,481568,80940.52,28,1547670,12,Car,Unemployed,Own,Married,1
10940,550,670154,209730.82,7,1658865,36,Business,Unemployed,Rent,Divorced,1
10941,673,762302,165039.97,12,888008,12,Business,Self-Employed,Mortgage,Divorced,0
10942,443,345333,130427.87,12,1354602,24,Business,Unemployed,Rent,Single,1
10943,491,529185,202890.22,6,747361,24,Home,Self-Employed,Own,Divorced,1
10944,606,554941,233514.29,6,1138054,36,Education,Self-Employed,Own,Single,0
10945,505,475559,130358.21,4,2354086,60,Personal,Unemployed,Mortgage,Single,0
10946,648,683939,207102.24,5,1506321,36,Education,Salaried,Own,Married,0
10947,414,725542,145739.77,11,217375,36,Business,Salaried,Rent,Single,1
10948,737,601081,133570.63,14,298972,12,Education,Self-Employed,Mortgage,Single,0
10949,542,521607,203611.9,29,423895,36,Personal,Self-Employed,Own,Married,1
10950,663,356905,86987.43,17,1406506,24,Car,Unemployed,Rent,Divorced,0
10951,374,470215,242045.84,25,1871624,36,Personal,Salaried,Rent,Divorced,1
10952,513,437495,41638.0,27,626606,36,Home,Salaried,Mortgage,Divorced,0
10953,755,576620,179398.85,16,1402047,60,Personal,Salaried,Own,Divorced,0
10954,502,608899,141487.59,25,1905739,36,Personal,Salaried,Own,Divorced,0
10955,670,691755,204026.69,0,1406039,36,Car,Salaried,Rent,Divorced,0
10956,515,344532,155842.72,9,958402,60,Car,Unemployed,Mortgage,Divorced,1
10957,582,627527,148536.72,17,198675,36,Business,Unemployed,Own,Single,0
10958,308,741776,200494.1,14,2387536,12,Business,Self-Employed,Rent,Married,1
10959,677,354242,164537.01,26,2468891,24,Education,Self-Employed,Own,Single,0
10960,619,494258,69268.11,25,1933789,24,Business,Unemployed,Own,Married,0
10961,724,597105,234232.8,26,1407949,24,Personal,Salaried,Rent,Single,0
10962,824,709179,263733.47,0,1256446,36,Home,Self-Employed,Rent,Single,0
10963,748,660249,129695.34,1,1923674,12,Personal,Salaried,Rent,Divorced,0
10964,532,824203,221834.55,3,2412046,12,Home,Unemployed,Rent,Divorced,1
10965,646,895230,118957.45,27,1150945,12,Education,Salaried,Rent,Married,0
10966,667,1014994,226882.4,4,1208587,24,Home,Unemployed,Own,Married,0
10967,447,291988,91896.7,10,2084134,60,Home,Self-Employed,Rent,Single,0
10968,505,697137,174468.51,22,2081702,60,Car,Self-Employed,Rent,Married,1
10969,443,250015,157708.87,7,516304,12,Business,Self-Employed,Mortgage,Single,0
10970,740,726462,98864.44,21,995599,60,Business,Self-Employed,Own,Married,0
10971,783,737499,126442.2,17,2100208,60,Car,Self-Employed,Rent,Married,0
10972,346,690888,182141.88,9,370372,24,Home,Salaried,Own,Married,0
10973,348,593557,73298.44,7,65268,36,Home,Unemployed,Rent,Married,0
10974,661,743871,122131.57,6,2129103,24,Business,Salaried,Own,Divorced,0
10975,679,581290,260910.3,17,1869656,60,Personal,Unemployed,Rent,Single,0
10976,698,601810,125153.43,9,1670918,24,Home,Self-Employed,Own,Divorced,0
10977,610,715506,133617.45,26,1307835,12,Car,Self-Employed,Mortgage,Married,0
10978,838,970126,242407.23,26,409482,60,Car,Unemployed,Own,Divorced,1
10979,357,626668,184465.09,15,1149059,12,Home,Self-Employed,Own,Married,0
10980,657,919330,205134.86,7,328398,60,Car,Unemployed,Mortgage,Single,0
10981,650,288146,139202.73,26,1104657,12,Business,Unemployed,Rent,Married,0
10982,518,549938,192943.17,19,1754439,12,Personal,Self-Employed,Mortgage,Married,0
10983,356,673959,81555.33,0,479658,36,Business,Self-Employed,Rent,Married,1
10984,725,462531,158433.5,7,1540388,60,Education,Self-Employed,Own,Single,0
10985,490,443877,123226.24,29,1401059,12,Education,Self-Employed,Own,Married,1
10986,314,528336,259010.8,19,2221489,36,Business,Unemployed,Rent,Divorced,1
10987,658,445964,164178.09,3,1267961,60,Business,Salaried,Mortgage,Married,0
10988,788,436111,103708.45,3,2339756,36,Home,Unemployed,Mortgage,Married,0
10989,750,634579,136492.42,13,886358,60,Education,Self-Employed,Own,Divorced,0
10990,311,713163,240325.41,14,746832,36,Business,Unemployed,Mortgage,Divorced,1
10991,731,682144,136887.46,20,2206979,12,Business,Salaried,Own,Divorced,0
10992,834,630699,128466.95,3,1764073,24,Personal,Self-Employed,Mortgage,Single,0
10993,633,795752,138541.88,18,2485531,12,Car,Self-Employed,Mortgage,Married,0
10994,725,413845,177453.76,13,2149641,24,Car,Salaried,Rent,Divorced,0
10995,835,525475,211932.06,26,2187908,60,Personal,Salaried,Mortgage,Divorced,0
10996,334,652035,172580.09,16,1256693,12,Business,Unemployed,Own,Single,0
10997,358,587199,65498.35,13,2396349,36,Personal,Unemployed,Rent,Divorced,0
10998,701,770109,235092.1,14,762683,60,Education,Unemployed,Rent,Single,0
10999,600,494675,152216.3,5,1228671,60,Home,Unemployed,Mortgage,Divorced,0
11000,412,747255,126661.35,2,530842,12,Education,Self-Employed,Rent,Divorced,0
