Product ID,Weight (g),Length (cm),Width (cm),Height (cm),Temp Sensor (°C),Pressure Sensor (kPa),Vibration Level,Surface Finish,Production Shift,Defective
729,488.7,8.45,5.56,2.48,83.5,102.6,0.37,Good,Day,0
730,441.46,9.82,6.37,2.8,55.1,122.3,0.23,Good,Day,1
731,486.0,9.92,4.2,3.05,68.1,101.3,0.43,Good,Day,0
732,539.52,11.2,5.6,2.98,75.8,67.0,1.4,Good,Night,1
733,610.82,9.35,5.51,3.42,68.7,114.3,0.17,Good,Day,0
734,498.35,8.75,5.18,2.87,63.8,85.2,0.22,Good,Night,0
735,466.73,11.23,3.99,3.2,57.3,100.8,1.19,Good,Day,0
736,447.2,9.98,4.64,2.44,74.8,80.2,0.51,Good,Day,1
737,526.41,9.01,4.57,3.0,73.4,110.1,1.45,Good,Day,1
738,501.79,10.79,2.52,3.65,74.0,99.0,0.45,Good,Night,0
739,552.83,10.49,4.61,2.46,64.0,71.3,0.41,Average,Night,0
740,593.1,7.17,4.37,2.37,66.4,92.9,1.18,Good,Day,0
741,541.11,12.46,5.44,2.64,54.1,88.1,0.23,Average,Night,0
742,433.04,9.18,5.79,3.42,72.7,100.6,1.06,Poor,Night,1
743,427.14,7.83,4.89,3.73,78.0,101.7,1.3,Average,Day,1
744,497.53,10.14,5.51,3.11,66.6,101.2,1.23,Good,Night,1
745,441.38,11.04,6.94,2.7,55.0,87.0,0.62,Average,Night,1
746,501.89,8.61,5.58,3.23,104.3,102.2,0.22,Good,Night,1
747,478.7,6.13,4.65,2.59,62.1,90.2,0.69,Average,Day,0
748,472.36,7.89,5.09,2.44,79.3,94.6,0.42,Good,Day,0
749,463.41,9.96,2.51,2.88,79.8,94.2,1.43,Average,Day,1
750,509.22,7.26,4.91,2.62,64.8,103.6,0.9,Good,Night,0
751,482.48,10.42,6.49,2.7,48.4,114.3,0.82,Average,Day,0
752,579.39,10.47,4.38,2.84,72.1,88.8,0.11,Good,Day,0
753,471.06,10.32,3.48,4.06,60.2,87.3,0.63,Poor,Night,1
754,436.55,8.5,4.37,3.03,60.1,97.5,0.37,Good,Night,1
755,535.51,6.15,4.8,3.24,87.4,108.0,1.45,Good,Day,1
756,571.9,8.85,5.74,2.69,74.6,83.2,0.48,Average,Night,0
757,631.49,9.36,4.69,2.94,57.2,101.2,0.53,Good,Day,0
758,492.89,12.14,5.95,3.47,68.8,101.5,1.17,Good,Day,0
759,563.34,9.23,4.52,2.54,58.4,117.8,0.24,Good,Day,0
760,453.54,14.43,5.26,2.58,77.6,77.9,0.94,Poor,Night,1
761,555.37,11.88,4.99,3.45,70.2,121.9,0.58,Good,Night,0
762,505.8,5.04,5.62,2.97,69.7,92.3,0.63,Good,Night,0
763,419.69,7.59,4.88,3.39,83.3,70.1,0.16,Good,Day,1
764,506.02,9.42,5.17,2.98,71.8,95.4,1.15,Good,Day,0
765,525.26,11.13,5.31,3.04,70.2,87.2,0.78,Good,Day,0
766,464.09,12.75,6.89,3.46,67.9,90.7,1.3,Good,Day,1
767,462.18,9.99,4.68,3.71,55.6,114.8,0.83,Average,Night,0
768,403.84,9.16,5.36,2.95,74.8,101.5,1.37,Good,Night,1
769,441.91,12.25,6.6,2.56,60.2,82.9,1.01,Good,Day,1
770,475.18,8.98,4.44,2.64,76.6,118.9,0.72,Good,Day,0
771,503.92,10.02,3.99,3.26,78.7,78.0,1.13,Good,Night,0
772,531.08,9.27,3.86,3.03,75.1,102.9,0.47,Average,Night,0
773,440.1,6.49,4.95,2.33,53.5,102.5,0.54,Good,Night,1
774,512.86,11.23,5.63,3.62,79.8,100.0,1.18,Good,Day,0
775,466.22,12.23,4.97,3.74,68.3,123.7,0.73,Good,Night,0
776,498.46,6.85,4.29,2.61,86.3,128.3,1.09,Good,Night,0
777,418.08,8.35,5.23,3.13,79.5,100.1,0.8,Good,Night,1
778,444.45,8.06,5.8,3.13,68.9,116.3,0.93,Good,Night,1
779,592.1,10.67,3.65,3.18,70.0,86.7,0.29,Good,Day,0
780,423.24,10.19,4.73,3.82,68.4,112.6,0.93,Good,Day,1
781,581.24,9.62,5.41,3.56,65.2,110.8,0.49,Average,Night,0
782,572.61,11.16,5.12,2.42,85.8,88.9,0.24,Average,Night,0
783,576.07,11.14,5.35,2.41,72.2,110.8,0.47,Poor,Night,1
784,413.75,9.44,5.03,3.98,68.3,105.7,1.17,Good,Night,1
785,440.31,9.37,3.61,2.31,61.6,108.6,1.17,Poor,Day,1
786,529.26,11.52,5.3,3.31,90.2,87.0,0.77,Average,Day,1
787,536.13,10.88,3.31,2.87,75.5,77.5,0.15,Average,Night,0
788,493.34,8.62,5.12,2.9,64.9,91.4,0.16,Good,Night,0
789,563.05,12.85,4.88,2.6,61.9,104.0,1.46,Good,Day,1
790,482.74,8.99,5.59,1.69,68.0,96.6,0.88,Good,Day,0
791,514.4,10.43,6.65,2.48,76.0,107.4,0.58,Good,Day,0
792,476.37,6.05,5.8,3.0,72.1,93.5,0.62,Good,Night,0
793,547.09,10.79,5.57,3.37,79.5,92.8,1.07,Good,Day,0
794,439.55,14.43,6.7,2.74,73.3,110.7,0.17,Poor,Night,1
795,551.57,8.51,4.89,2.97,60.6,106.1,0.77,Average,Night,0
796,518.76,9.06,2.86,3.17,56.1,85.8,0.97,Poor,Night,1
797,426.58,11.93,4.59,4.31,76.0,110.1,0.24,Good,Day,1
798,424.01,12.55,4.32,2.37,76.1,115.8,0.34,Good,Night,1
799,515.01,11.69,4.92,2.88,64.1,107.3,0.69,Good,Day,0
800,507.79,7.32,4.4,3.36,76.1,114.8,0.9,Good,Night,0
801,530.5,12.74,5.04,3.3,81.2,90.9,1.16,Good,Night,0
802,461.55,9.46,5.45,2.98,79.2,97.3,0.62,Good,Day,0
803,453.41,9.21,4.59,3.24,76.3,109.3,0.14,Average,Night,0
804,511.98,9.62,3.14,2.8,81.2,99.8,1.15,Good,Day,0
805,535.23,10.66,4.24,2.42,77.8,109.4,0.7,Good,Night,0
806,490.04,10.41,6.15,2.75,72.9,101.2,1.41,Good,Day,1
807,493.26,10.11,4.42,3.37,66.1,96.9,1.01,Poor,Day,1
808,471.26,6.26,6.22,3.11,66.7,92.2,1.17,Good,Day,0
809,454.11,7.0,4.43,3.76,68.9,109.4,0.25,Good,Night,0
810,593.64,12.06,6.84,3.11,70.2,116.1,0.65,Average,Night,0
811,508.08,9.55,5.83,3.08,85.2,130.3,0.51,Good,Day,0
812,414.95,9.6,6.81,3.1,75.4,133.1,1.28,Good,Day,1
813,469.17,10.67,6.6,3.1,51.0,102.7,1.18,Average,Day,0
814,458.67,11.31,4.75,3.25,71.8,93.7,0.61,Poor,Night,1
815,459.23,10.97,5.4,3.73,67.5,88.4,1.15,Good,Day,0
816,565.41,8.01,6.47,2.76,65.8,74.4,0.67,Good,Night,0
817,530.09,12.54,5.11,2.62,79.8,117.6,0.55,Good,Day,0
818,463.73,9.37,4.41,2.71,65.3,97.2,0.56,Good,Day,0
819,574.25,7.38,4.69,3.32,55.8,115.8,0.18,Good,Night,0
820,516.64,8.61,5.72,3.45,66.3,90.9,0.11,Good,Night,0
821,520.67,8.87,4.83,3.84,81.9,103.2,0.12,Good,Day,0
822,580.01,10.58,6.09,2.37,66.8,105.5,0.52,Good,Night,0
823,400.47,10.43,4.72,3.46,86.7,99.4,0.83,Poor,Day,1
824,423.17,11.75,4.32,4.11,75.5,98.1,0.44,Good,Night,1
825,495.27,13.03,6.24,2.59,59.6,107.4,0.37,Good,Day,0
826,485.41,9.86,4.32,2.84,70.9,107.9,0.47,Good,Day,0
827,466.41,11.37,5.75,2.8,86.1,95.4,0.54,Good,Day,0
828,512.54,8.85,4.7,3.1,74.0,102.9,0.84,Good,Night,0
829,537.77,8.52,3.47,3.98,92.3,111.8,0.15,Good,Night,1
830,449.84,9.19,6.83,2.84,65.4,76.6,1.0,Good,Night,1
831,503.63,11.03,6.03,3.3,77.9,103.2,0.36,Good,Night,0
832,476.43,11.59,4.48,2.43,76.7,100.4,0.88,Poor,Day,1
833,470.65,9.97,5.48,3.27,67.2,108.5,0.8,Average,Night,0
834,604.06,10.3,6.91,2.54,67.1,109.7,0.79,Good,Day,0
835,476.32,9.83,4.08,2.42,87.2,98.8,1.38,Good,Night,1
836,480.96,7.89,5.97,3.01,47.3,121.2,0.74,Good,Day,0
837,436.31,5.48,6.13,3.19,54.5,91.9,0.3,Good,Night,1
838,558.02,10.38,4.92,2.62,89.9,103.6,0.44,Good,Night,0
839,470.07,8.5,4.55,3.21,69.6,69.6,0.29,Good,Night,0
840,520.4,11.21,6.39,4.0,69.5,104.8,0.28,Good,Night,0
841,464.8,9.83,5.52,3.38,80.3,76.3,0.45,Average,Day,0
842,529.55,11.55,5.79,3.5,77.1,92.5,1.47,Good,Day,1
843,517.11,13.01,5.48,3.34,76.8,82.3,0.59,Good,Night,0
844,498.76,7.35,2.62,3.03,93.3,104.5,0.6,Good,Night,1
845,517.49,10.95,3.96,2.06,63.3,92.2,0.9,Good,Day,0
846,555.51,12.02,5.47,3.18,66.2,113.1,1.48,Good,Night,1
847,510.52,9.84,4.49,2.14,68.5,121.0,1.23,Good,Night,1
848,450.5,11.78,3.88,2.76,66.3,142.6,0.63,Average,Night,0
849,555.47,7.91,5.85,3.43,82.5,94.0,0.92,Good,Day,0
850,544.11,9.64,5.79,2.26,70.9,97.6,1.27,Good,Night,1
851,490.19,12.87,6.09,3.26,76.7,74.1,0.97,Good,Day,0
852,452.25,13.44,4.87,3.23,73.8,99.5,1.49,Good,Day,1
853,493.28,10.38,4.86,3.64,78.3,86.4,0.67,Average,Night,0
854,555.81,9.96,4.86,3.23,74.2,110.3,1.15,Good,Night,0
855,545.26,10.52,5.62,3.68,61.1,101.3,1.29,Good,Night,1
856,450.7,11.5,6.84,3.56,78.2,89.6,0.11,Poor,Night,1
857,512.83,11.88,2.97,3.02,76.0,94.1,1.46,Good,Night,1
858,549.53,13.06,7.01,3.1,72.6,83.2,0.28,Good,Day,0
859,542.75,10.12,3.69,2.01,70.6,94.1,0.59,Good,Night,0
860,554.15,9.81,4.03,3.03,72.2,116.5,0.29,Good,Day,0
861,511.37,12.88,5.55,2.99,76.8,86.3,1.34,Good,Day,1
862,497.5,10.44,5.86,2.87,77.8,109.5,1.39,Average,Day,1
863,456.66,12.92,3.52,2.92,56.7,107.0,1.45,Poor,Day,1
864,455.91,7.29,4.8,2.6,73.3,74.9,0.1,Average,Night,0
865,596.48,10.49,5.43,3.64,60.4,81.5,0.47,Good,Night,0
866,576.5,9.68,4.69,3.49,65.3,117.8,1.11,Good,Day,0
867,502.94,8.29,5.84,3.32,82.2,99.1,1.26,Good,Night,1
868,486.1,11.24,2.41,2.73,71.3,97.8,1.49,Good,Night,1
869,491.08,8.57,3.79,3.09,61.4,75.5,1.35,Average,Night,1
870,486.66,10.48,5.49,2.97,76.4,94.0,0.14,Good,Night,0
871,554.55,9.92,5.04,2.89,62.9,97.6,0.67,Poor,Day,1
872,418.34,11.45,5.76,2.17,62.6,82.5,0.15,Average,Day,1
873,392.22,12.07,3.39,3.25,69.5,84.8,0.53,Good,Night,1
874,427.52,12.01,5.9,2.79,52.7,87.5,0.96,Average,Day,1
875,522.61,10.1,4.45,3.67,57.8,94.3,1.25,Good,Night,1
876,557.5,8.59,4.58,3.44,75.1,103.3,0.84,Good,Day,0
877,499.94,7.43,6.29,3.56,71.4,104.8,1.21,Average,Day,1
878,478.0,7.5,5.84,3.2,68.7,100.2,1.48,Good,Day,1
879,468.63,9.76,3.4,2.96,60.3,110.3,1.04,Good,Day,0
880,502.71,7.18,4.75,3.16,72.5,74.9,0.66,Average,Night,0
881,644.71,9.37,2.99,2.73,71.6,105.0,1.07,Good,Day,0
882,463.21,13.0,5.28,2.1,66.9,79.6,0.11,Good,Day,0
883,504.98,10.2,5.8,3.19,75.6,102.9,0.15,Poor,Night,1
884,411.24,10.05,4.45,3.16,74.5,110.1,1.29,Good,Day,1
885,533.05,9.69,5.42,3.15,71.2,76.9,1.08,Poor,Day,1
886,394.2,11.08,6.56,3.79,51.4,90.8,0.65,Poor,Night,1
887,497.86,10.62,4.74,2.75,55.7,96.3,1.33,Good,Day,1
888,534.0,9.15,3.68,3.16,88.2,86.5,0.97,Good,Day,0
889,484.15,8.26,4.78,3.4,73.9,113.1,0.82,Good,Day,0
890,498.18,9.37,6.05,3.29,79.1,117.3,1.33,Average,Night,1
891,496.02,8.08,4.24,3.18,70.5,97.4,1.14,Average,Night,0
892,516.42,12.69,5.84,2.2,73.1,102.7,0.2,Good,Day,0
893,478.56,12.31,2.87,2.86,68.5,92.9,1.04,Good,Night,0
894,420.72,12.08,6.33,3.3,82.8,107.2,0.67,Good,Day,1
895,439.03,11.2,4.55,3.41,57.1,107.9,1.03,Good,Night,1
896,443.24,9.61,3.4,3.28,59.2,88.7,1.18,Good,Night,1
897,427.65,9.79,6.0,3.47,65.3,118.5,0.27,Average,Night,1
898,468.22,9.56,4.26,4.02,68.1,125.8,1.37,Good,Day,1
899,501.59,11.05,5.54,3.12,61.6,99.1,0.21,Good,Night,0
900,501.46,9.92,3.03,2.99,56.9,91.2,1.05,Average,Day,0
901,471.65,9.95,5.64,2.3,60.2,103.1,0.76,Good,Day,0
902,496.62,9.14,4.48,3.17,67.8,80.4,0.31,Good,Day,0
903,493.84,9.2,4.37,4.0,64.5,104.5,0.65,Good,Night,0
904,479.53,9.12,5.26,2.77,85.3,94.6,0.79,Good,Night,0
905,420.17,8.29,6.88,2.3,64.2,126.2,1.26,Good,Night,1
906,515.45,10.12,3.83,4.02,81.3,79.3,0.55,Good,Night,0
907,480.9,8.07,5.26,3.27,71.1,95.2,1.1,Good,Night,0
908,497.55,10.05,4.21,2.62,65.1,114.4,0.13,Average,Night,0
909,561.32,6.88,5.63,2.29,69.0,110.5,1.49,Good,Day,1
910,544.68,9.73,4.68,3.2,66.9,72.8,1.25,Average,Day,1
911,533.29,14.08,5.92,3.77,72.3,101.3,1.04,Good,Day,0
912,455.6,10.86,6.65,2.97,66.4,124.8,0.6,Good,Day,0
913,562.51,14.25,5.57,2.95,76.3,112.3,0.74,Good,Night,0
914,497.76,7.61,5.17,3.79,74.2,83.6,0.48,Average,Night,0
915,459.83,8.53,5.3,3.78,78.7,127.3,1.45,Good,Day,1
916,461.77,11.17,5.66,3.71,57.8,101.6,0.13,Good,Night,0
917,500.28,15.81,4.07,3.34,75.7,88.3,0.17,Good,Night,0
918,569.53,6.81,5.72,3.03,68.6,101.4,1.43,Good,Day,1
919,448.75,8.71,6.41,2.09,98.2,93.8,0.78,Poor,Day,1
920,536.41,11.39,2.76,2.81,67.7,119.4,0.91,Good,Night,0
921,391.78,10.32,4.88,2.25,66.2,100.0,0.7,Average,Day,1
922,532.77,10.18,5.74,3.52,64.0,108.8,1.29,Good,Day,1
923,515.51,9.98,4.74,3.1,53.1,79.7,0.57,Good,Night,0
924,435.98,10.39,5.95,4.04,64.3,81.9,0.15,Good,Night,1
925,518.01,7.98,5.07,2.83,60.1,98.2,1.41,Good,Night,1
926,520.55,10.13,5.13,2.65,80.7,99.0,1.08,Good,Day,0
927,491.65,9.67,4.15,3.17,67.1,91.7,0.16,Good,Night,0
928,503.07,11.99,6.15,3.84,78.9,104.0,1.19,Good,Night,0
929,440.94,9.36,2.79,3.49,74.5,87.1,0.44,Good,Night,1
930,574.78,10.05,3.21,2.98,43.7,94.4,0.1,Good,Day,0
931,544.93,11.08,3.48,3.03,55.0,114.5,0.56,Good,Night,0
932,551.75,10.89,4.93,2.84,51.3,79.7,0.23,Average,Day,0
933,486.74,11.13,6.01,3.1,80.4,103.9,1.05,Good,Night,0
934,419.99,11.5,3.21,2.81,75.4,99.3,1.46,Good,Night,1
935,611.73,12.29,5.79,3.3,90.6,97.8,0.19,Good,Day,1
936,525.65,14.37,4.74,2.97,76.6,108.4,0.68,Good,Night,0
937,498.85,8.26,5.6,3.03,74.0,111.1,0.98,Average,Night,0
938,458.32,7.91,6.37,2.13,75.3,99.4,0.69,Good,Day,0
939,435.16,11.93,4.96,1.97,53.6,107.9,0.1,Average,Night,1
940,521.55,11.85,5.13,3.95,70.4,103.7,1.02,Good,Day,0
941,507.89,7.68,5.71,3.03,68.1,127.5,1.23,Good,Day,1
942,396.87,13.63,4.59,3.62,64.0,61.1,1.27,Good,Night,1
943,414.21,9.1,5.9,3.67,65.3,114.3,1.48,Good,Day,1
944,527.23,11.17,6.59,2.86,59.5,90.0,1.14,Average,Night,0
945,497.38,8.47,4.32,3.18,77.5,114.7,1.06,Good,Night,0
946,496.04,9.93,5.04,2.76,70.6,133.4,0.8,Good,Night,0
947,556.71,10.51,5.13,2.44,73.0,103.7,0.82,Poor,Night,1
948,500.26,15.2,3.54,2.64,79.6,98.4,1.23,Good,Night,1
949,514.98,9.72,4.96,2.49,79.0,116.6,0.15,Good,Night,0
950,500.27,8.41,6.01,3.37,89.7,97.0,0.28,Good,Day,0
951,517.33,7.94,4.75,3.09,77.5,90.1,1.13,Average,Day,0
952,486.29,9.81,6.08,2.42,73.6,104.9,0.26,Poor,Day,1
953,519.07,12.79,5.19,3.13,72.7,97.5,0.63,Good,Night,0
954,592.74,8.18,5.61,3.16,60.9,58.7,0.78,Good,Day,0
955,610.18,13.57,5.71,1.64,70.4,91.9,0.38,Good,Night,0
956,463.75,11.02,3.27,3.33,77.4,122.6,0.48,Good,Night,0
957,521.23,8.76,6.08,3.82,62.3,90.2,1.27,Average,Day,1
958,469.88,8.31,4.91,3.73,73.5,100.7,0.33,Good,Night,0
959,409.53,12.63,4.02,3.71,71.0,108.4,0.36,Good,Night,1
960,468.44,9.39,5.58,3.2,72.5,115.8,0.73,Good,Day,0
961,524.31,11.98,2.53,2.44,75.3,110.9,1.05,Good,Night,0
962,497.47,7.53,3.46,2.62,72.3,87.6,0.45,Good,Night,0
963,490.48,12.36,5.65,3.0,79.1,84.4,0.5,Good,Night,0
964,499.63,10.38,4.04,2.83,74.2,102.2,1.19,Good,Night,0
965,553.29,11.67,4.89,3.39,64.0,101.0,0.19,Good,Day,0
966,407.68,9.4,3.82,2.74,57.2,95.2,0.73,Good,Day,1
967,565.06,12.89,3.77,2.19,79.2,97.3,1.49,Average,Night,1
968,420.82,10.01,3.35,3.65,76.8,115.5,0.73,Good,Night,1
969,542.91,11.07,5.32,3.65,70.7,100.9,0.78,Good,Night,0
970,490.94,8.44,6.05,3.11,80.7,120.2,1.23,Good,Night,1
971,517.52,9.73,4.31,2.52,73.7,122.5,0.66,Poor,Day,1
972,509.98,10.33,5.07,3.19,71.0,100.4,1.06,Good,Day,0
973,439.57,12.39,5.71,2.85,77.4,130.8,0.7,Good,Night,1
974,446.04,11.28,6.48,2.77,51.1,105.9,1.12,Average,Night,1
975,369.9,13.13,3.87,2.8,85.8,112.5,1.29,Good,Day,1
976,499.78,11.01,5.53,3.05,91.6,92.8,0.95,Good,Night,1
977,512.82,11.63,3.52,2.16,56.8,75.9,0.93,Poor,Night,1
978,498.04,7.6,5.29,3.09,70.7,100.3,1.26,Good,Night,1
979,485.81,10.14,4.11,3.23,78.4,95.2,0.75,Good,Day,0
980,481.31,11.98,4.28,3.56,61.7,102.8,1.22,Good,Day,1
981,507.57,11.6,5.38,3.89,60.9,113.3,1.21,Poor,Day,1
982,484.12,12.47,5.68,2.86,72.4,117.5,0.3,Average,Night,0
983,448.4,7.8,4.65,4.47,67.4,66.4,1.1,Poor,Day,1
984,537.59,8.31,5.68,3.98,86.9,89.0,0.12,Average,Night,0
985,536.99,10.38,4.23,1.91,70.0,92.0,1.09,Average,Night,0
986,494.87,9.26,2.94,2.75,67.2,97.3,0.35,Poor,Night,1
987,494.84,8.78,5.26,3.99,76.0,100.2,0.99,Good,Night,0
988,444.24,8.17,4.42,2.99,84.8,106.3,1.24,Average,Day,1
989,499.68,12.57,5.65,3.44,69.4,94.6,1.05,Good,Day,0
990,500.27,9.25,5.79,2.82,78.9,77.6,0.46,Poor,Night,1
991,535.77,10.21,6.33,2.38,60.7,82.8,0.18,Average,Night,0
992,494.27,7.56,4.37,3.63,74.8,99.2,0.74,Good,Night,0
993,556.87,12.23,3.65,2.49,87.1,99.5,0.5,Good,Night,0
994,435.3,10.5,5.98,2.27,75.6,98.3,1.09,Good,Night,1
995,434.43,9.8,6.59,3.03,56.3,110.1,1.17,Good,Night,1
996,515.33,12.24,6.34,3.83,72.3,112.6,0.47,Good,Night,0
997,403.35,8.81,6.96,4.1,62.1,130.6,1.39,Good,Day,1
998,503.71,13.98,4.09,3.19,63.4,102.9,0.83,Average,Day,0
999,399.99,11.69,5.5,3.56,74.4,79.8,0.4,Good,Day,1
1000,562.6,10.44,5.11,2.53,63.3,87.7,0.87,Poor,Day,1
