GamerID,PreferredGenre,AvgSessionTimeMins,SessionsPerWeek,InGamePurchases,AchievementsUnlocked,FriendsInNetwork,PrefersMultiplayer,UsesVoiceChat,StreamingHoursPerWeek,GamerType
1856,Action,63.5,2,4,69,99,0,1,1.8,Casual
1857,Puzzle,35.9,7,0,75,93,1,1,1.7,Strategist
1858,Action,57.8,2,1,27,96,0,0,0.3,Casual
1859,Sports,66.9,1,1,0,289,1,1,0.2,Socializer
1860,Adventure,96.3,8,1,30,268,1,1,0.0,Achiever
1861,Simulation,51.5,9,5,46,13,1,1,4.6,Socializer
1862,Shooter,74.6,10,1,70,219,0,0,0.2,Explorer
1863,Puzzle,106.5,14,1,75,65,0,1,0.4,Strategist
1864,Adventure,61.6,3,3,86,270,0,0,2.5,Achiever
1865,Shooter,101.5,13,5,22,196,1,1,2.1,Strategist
1866,Action,25.7,4,1,91,6,1,0,1.8,Socializer
1867,Simulation,49.9,3,2,66,77,1,1,1.9,Strategist
1868,Shooter,59.0,2,1,8,180,1,1,3.9,Explorer
1869,Simulation,78.5,4,3,93,195,1,1,1.3,Strategist
1870,Sports,89.5,6,3,80,272,0,1,1.7,Explorer
1871,Action,53.1,6,2,37,299,1,1,0.9,Casual
1872,Shooter,84.4,9,2,28,87,1,0,0.5,Casual
1873,Puzzle,52.6,8,1,87,166,1,1,1.0,Achiever
1874,Puzzle,128.2,7,3,31,151,1,0,3.4,Strategist
1875,Sports,42.5,3,1,48,114,0,0,2.1,Strategist
1876,Action,10.0,2,1,69,223,0,0,7.9,Socializer
1877,Shooter,43.0,5,4,46,68,1,1,0.4,Achiever
1878,Sports,96.1,9,2,22,192,0,0,1.8,Strategist
1879,Sports,20.2,11,2,6,157,0,0,14.9,Socializer
1880,Action,82.9,9,3,13,267,1,0,7.4,Casual
1881,Puzzle,36.4,11,4,38,213,1,1,3.1,Achiever
1882,RPG,50.4,1,2,8,60,1,0,1.5,Strategist
1883,Puzzle,58.4,13,0,63,89,0,1,0.6,Strategist
1884,RPG,61.8,11,3,83,178,0,1,12.1,Explorer
1885,Simulation,52.3,12,1,50,179,0,1,6.2,Strategist
1886,RPG,10.0,10,3,96,115,1,1,2.8,Strategist
1887,Sports,53.5,12,1,22,8,1,0,10.9,Casual
1888,Action,61.4,3,3,29,59,0,1,1.0,Casual
1889,Simulation,57.0,9,1,66,164,0,0,1.6,Strategist
1890,RPG,30.9,11,0,56,121,1,0,0.5,Casual
1891,Adventure,49.0,4,1,63,173,0,1,3.3,Achiever
1892,RPG,25.6,1,1,28,130,1,0,0.2,Casual
1893,Sports,63.2,1,4,74,128,1,0,3.9,Strategist
1894,Puzzle,38.5,7,1,52,248,1,0,3.7,Strategist
1895,Simulation,67.2,13,6,22,136,1,0,3.7,Strategist
1896,Action,24.8,7,2,40,161,1,0,3.1,Socializer
1897,Puzzle,70.7,6,3,69,253,1,0,0.1,Achiever
1898,Sports,37.9,7,2,13,82,1,1,0.2,Achiever
1899,Shooter,47.4,6,1,12,184,1,0,1.2,Strategist
1900,Puzzle,46.8,10,3,42,105,0,1,3.3,Achiever
1901,Adventure,75.1,2,4,1,143,1,0,5.2,Achiever
1902,Shooter,10.0,5,1,74,203,1,0,0.8,Socializer
1903,RPG,69.9,10,4,69,22,1,1,2.0,Explorer
1904,Shooter,15.6,1,2,64,24,0,0,3.7,Socializer
1905,Sports,17.6,6,3,35,43,1,0,1.6,Achiever
1906,RPG,67.5,13,2,82,104,1,1,0.4,Strategist
1907,Puzzle,72.0,8,2,34,296,1,1,3.7,Explorer
1908,Action,29.3,14,3,67,115,1,1,2.9,Socializer
1909,Action,81.2,13,3,43,212,1,1,0.6,Strategist
1910,Puzzle,108.8,5,4,5,113,1,1,1.2,Socializer
1911,Adventure,25.2,4,3,83,142,1,0,0.1,Casual
1912,RPG,57.3,6,5,28,268,0,0,3.2,Casual
1913,Puzzle,35.2,3,2,18,58,1,0,1.2,Socializer
1914,Action,77.2,6,2,63,240,0,0,4.8,Casual
1915,Shooter,40.6,3,1,76,256,0,0,2.4,Socializer
1916,Puzzle,47.0,9,3,26,178,0,0,0.1,Strategist
1917,RPG,42.7,8,4,47,78,1,0,1.8,Socializer
1918,RPG,18.5,6,5,21,37,1,1,9.3,Socializer
1919,Puzzle,29.8,7,2,25,23,0,1,0.5,Strategist
1920,Action,38.0,10,1,92,125,1,1,1.7,Casual
1921,Puzzle,89.9,5,2,42,195,1,1,0.2,Explorer
1922,RPG,27.4,7,3,64,274,1,1,0.6,Socializer
1923,Shooter,69.6,12,0,42,118,1,0,0.4,Explorer
1924,Adventure,36.5,6,0,9,238,0,1,1.1,Explorer
1925,Sports,90.9,14,4,48,282,1,0,2.1,Explorer
1926,Shooter,51.4,9,3,74,259,0,0,1.6,Achiever
1927,RPG,68.2,5,1,45,111,0,1,21.5,Explorer
1928,Adventure,81.1,3,2,64,125,1,0,0.2,Strategist
1929,RPG,68.9,14,2,23,10,1,1,5.1,Achiever
1930,Sports,152.5,11,2,64,136,1,1,0.3,Explorer
1931,RPG,27.2,11,1,26,13,1,1,0.2,Explorer
1932,Simulation,97.0,2,2,5,186,0,0,10.8,Achiever
1933,Puzzle,82.4,1,2,2,95,1,1,2.1,Casual
1934,Action,43.2,6,2,10,192,1,0,1.1,Explorer
1935,Adventure,53.1,3,0,24,104,0,0,4.2,Explorer
1936,Sports,37.9,9,3,22,188,1,1,0.7,Strategist
1937,Sports,18.3,8,4,76,263,1,1,2.4,Casual
1938,Sports,83.7,11,1,48,197,1,1,4.8,Strategist
1939,Sports,46.5,14,1,96,157,1,0,7.2,Strategist
1940,Puzzle,93.7,13,1,39,239,0,0,0.6,Achiever
1941,Shooter,40.0,6,0,68,142,0,0,2.4,Strategist
1942,Adventure,87.4,14,2,90,277,0,0,0.4,Casual
1943,Action,79.2,13,1,80,140,1,1,0.1,Socializer
1944,Action,71.5,5,1,48,282,1,1,1.1,Explorer
1945,Adventure,33.9,9,5,33,123,0,1,1.1,Achiever
1946,Action,11.2,9,1,40,128,1,1,0.6,Strategist
1947,Shooter,76.6,14,2,62,231,1,0,9.0,Casual
1948,RPG,75.7,4,1,67,246,1,1,2.8,Socializer
1949,RPG,86.1,7,3,76,193,1,1,5.2,Casual
1950,Simulation,10.0,10,5,41,9,1,1,2.2,Explorer
1951,Adventure,29.1,12,0,2,197,0,0,2.6,Achiever
1952,Puzzle,46.9,11,2,54,221,0,1,0.2,Strategist
1953,Sports,52.3,9,3,23,118,1,1,2.4,Socializer
1954,Shooter,48.3,14,0,5,74,0,0,1.5,Socializer
1955,Simulation,60.3,12,0,27,101,1,0,4.6,Achiever
1956,Simulation,10.0,5,1,77,73,0,1,3.2,Strategist
1957,Simulation,93.1,7,2,35,114,1,0,1.1,Explorer
1958,Shooter,34.0,7,2,95,243,0,0,8.8,Socializer
1959,RPG,37.9,1,2,53,17,1,0,0.7,Explorer
1960,Sports,86.7,9,1,45,190,1,1,4.1,Explorer
1961,RPG,35.8,9,2,4,115,1,1,0.5,Casual
1962,Action,42.1,10,1,42,266,0,1,3.2,Casual
1963,Adventure,124.1,4,2,97,213,0,0,0.2,Explorer
1964,Adventure,10.0,6,1,98,1,1,1,1.4,Explorer
1965,Adventure,94.7,2,2,46,261,1,1,0.9,Socializer
1966,Action,98.4,4,0,48,286,1,1,1.4,Casual
1967,Simulation,67.5,1,4,44,120,1,1,6.6,Achiever
1968,Sports,42.1,11,5,29,203,0,1,2.1,Achiever
1969,Puzzle,53.1,11,1,15,70,0,0,3.9,Achiever
1970,Simulation,62.4,4,5,1,116,0,0,8.2,Socializer
1971,Puzzle,33.5,8,1,19,185,0,1,6.6,Casual
1972,Simulation,34.9,14,2,72,247,0,0,0.6,Strategist
1973,Puzzle,66.1,5,0,3,269,0,1,0.6,Explorer
1974,RPG,48.2,11,3,86,204,1,0,0.1,Strategist
1975,Simulation,87.7,6,5,40,11,1,1,0.7,Achiever
1976,Sports,60.4,4,1,98,83,0,0,0.4,Achiever
1977,RPG,33.2,6,2,23,163,1,1,0.1,Strategist
1978,Action,88.0,14,5,12,79,1,1,0.8,Achiever
1979,Sports,112.2,12,0,75,280,1,0,1.4,Explorer
1980,Simulation,21.7,10,2,47,11,1,1,4.3,Explorer
1981,Adventure,66.9,5,5,80,142,0,1,3.8,Casual
1982,Simulation,80.0,7,2,0,50,0,0,25.2,Achiever
1983,Action,44.7,7,1,95,87,0,1,2.7,Casual
1984,Puzzle,45.0,13,2,64,142,0,1,0.2,Strategist
1985,Action,35.1,14,2,32,92,1,0,0.5,Casual
1986,RPG,72.6,4,2,97,287,1,0,4.4,Casual
1987,Simulation,21.4,9,2,68,95,1,1,1.9,Explorer
1988,Simulation,74.4,2,4,15,266,0,0,4.3,Explorer
1989,Simulation,64.6,3,2,1,9,1,1,1.1,Casual
1990,RPG,88.9,3,1,98,109,1,0,2.6,Explorer
1991,Action,70.6,10,5,72,78,0,1,14.7,Achiever
1992,Adventure,29.4,5,7,27,263,1,0,6.0,Strategist
1993,Sports,76.5,3,1,35,19,0,0,1.2,Socializer
1994,Sports,23.6,3,1,9,82,0,1,13.2,Casual
1995,Simulation,36.5,10,1,17,239,1,1,1.5,Socializer
1996,Adventure,28.3,8,1,59,167,1,1,2.8,Socializer
1997,RPG,88.1,10,3,26,127,1,0,1.9,Casual
1998,Adventure,85.7,9,6,15,67,1,1,0.7,Explorer
1999,Shooter,38.2,1,3,35,98,1,0,2.0,Socializer
2000,Shooter,61.0,5,4,90,254,1,0,7.2,Casual
