ShipmentID,OriginCity,DestinationCity,DistanceKM,PackageWeightKG,PackageSize,TransportMode,DispatchTime,ScheduledDeliveryDays,TrafficCondition,WeatherCondition,OperationalDisruption,NumStops,DeliveryPartner,CustomerPriority,ActualDeliveryDays,DelayCategory
10302,Delhi,Bangalore,571.0,7.32,Small,Air,2024-01-26 19:00:00,4,Clear,Rainy,None,4,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10303,Chennai,Bangalore,677.2,0.5,Oversize,Road,2024-06-09 17:00:00,9,Heavy,Clear,None,1,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10304,Chennai,Mumbai,633.4,1.65,Oversize,Air,2024-05-29 11:00:00,1,Moderate,Clear,None,4,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10305,Delhi,Kolkata,334.2,3.07,Oversize,Rail,2024-06-01 13:00:00,7,Clear,Stormy,None,2,3PL-B,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10306,Kolkata,Chennai,543.3,2.89,Medium,Road,2024-06-29 15:00:00,4,Clear,Clear,None,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10307,Bangalore,Chennai,577.6,2.08,Small,Road,2024-09-25 01:00:00,7,Moderate,Clear,None,0,Internal,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10308,Hyderabad,Mumbai,515.4,2.66,Oversize,Road,2024-09-21 02:00:00,7,Heavy,Rainy,None,1,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10309,Hyderabad,Hyderabad,599.5,8.16,Oversize,Road,2024-06-08 20:00:00,1,Moderate,Clear,System Outage,0,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10310,Mumbai,Kolkata,901.7,4.3,Oversize,Air,2024-05-21 02:00:00,9,Moderate,Clear,None,0,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10311,Kolkata,Bangalore,479.1,0.5,Large,Rail,2024-05-21 23:00:00,2,Clear,Clear,None,3,3PL-C,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10312,Chennai,Bangalore,1300.4,3.04,Large,Rail,2024-03-11 19:00:00,8,Heavy,Rainy,None,1,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10313,Hyderabad,Delhi,976.4,3.3,Small,Road,2024-11-07 21:00:00,7,Moderate,Rainy,None,0,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10314,Delhi,Delhi,1410.6,7.93,Medium,Air,2024-12-18 23:00:00,4,Clear,Clear,None,4,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10315,Kolkata,Bangalore,1390.2,2.07,Oversize,Road,2024-10-23 12:00:00,8,Moderate,Clear,Vehicle Breakdown,0,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10316,Hyderabad,Mumbai,813.5,10.57,Medium,Sea,2024-05-02 20:00:00,9,Clear,Rainy,None,1,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10317,Delhi,Hyderabad,441.3,2.11,Large,Rail,2024-06-07 16:00:00,5,Moderate,Clear,None,1,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10318,Chennai,Kolkata,550.5,7.95,Large,Road,2024-10-20 20:00:00,3,Moderate,Rainy,None,2,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10319,Hyderabad,Delhi,1229.1,3.47,Oversize,Road,2024-10-06 18:00:00,4,Moderate,Rainy,Vehicle Breakdown,2,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10320,Chennai,Kolkata,377.7,3.73,Oversize,Road,2024-04-10 22:00:00,1,Clear,Clear,None,3,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10321,Delhi,Bangalore,1036.9,1.7,Oversize,Road,2024-01-21 03:00:00,7,Clear,Rainy,System Outage,3,Internal,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10322,Hyderabad,Bangalore,631.2,6.67,Oversize,Road,2024-06-26 08:00:00,4,Clear,Clear,Strike,4,3PL-C,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10323,Mumbai,Bangalore,1166.4,11.72,Large,Rail,2024-06-27 12:00:00,3,Jam,Rainy,None,1,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10324,Hyderabad,Hyderabad,639.1,0.66,Small,Rail,2024-09-09 12:00:00,8,Moderate,Clear,System Outage,3,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10325,Delhi,Kolkata,1100.7,5.88,Oversize,Road,2024-09-16 14:00:00,3,Clear,Clear,None,3,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10326,Kolkata,Delhi,511.5,7.05,Medium,Road,2024-03-04 19:00:00,2,Moderate,Rainy,None,4,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10327,Bangalore,Hyderabad,686.0,4.36,Medium,Road,2024-09-11 08:00:00,2,Moderate,Clear,None,3,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10328,Mumbai,Kolkata,1026.1,3.83,Oversize,Rail,2024-01-15 11:00:00,4,Clear,Clear,Vehicle Breakdown,0,Internal,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10329,Delhi,Delhi,1188.2,7.8,Medium,Road,2024-06-25 04:00:00,7,Clear,Clear,None,3,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10330,Kolkata,Chennai,668.2,6.32,Large,Air,2024-12-19 12:00:00,8,Clear,Clear,None,0,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10331,Delhi,Bangalore,789.8,3.37,Large,Rail,2024-07-11 07:00:00,9,Clear,Clear,None,0,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10332,Delhi,Bangalore,1208.0,6.56,Oversize,Road,2024-10-21 04:00:00,7,Clear,Rainy,None,2,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10333,Bangalore,Kolkata,128.4,2.52,Small,Road,2024-03-31 01:00:00,5,Heavy,Rainy,None,0,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10334,Delhi,Hyderabad,808.1,7.72,Oversize,Rail,2024-10-23 17:00:00,7,Moderate,Clear,None,0,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10335,Chennai,Hyderabad,600.7,4.89,Medium,Air,2024-05-20 19:00:00,6,Moderate,Foggy,None,4,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10336,Delhi,Mumbai,408.1,7.6,Large,Air,2024-11-15 19:00:00,7,Moderate,Clear,None,4,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10337,Hyderabad,Mumbai,208.5,7.33,Large,Rail,2024-07-30 20:00:00,5,Clear,Clear,None,0,3PL-C,High,<function <lambda> at 0x7cd864291300>,Major Delay
10338,Chennai,Bangalore,801.8,2.38,Medium,Road,2024-05-30 17:00:00,1,Clear,Clear,System Outage,1,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10339,Kolkata,Chennai,1053.0,7.48,Small,Road,2024-12-01 21:00:00,4,Moderate,Clear,None,0,Internal,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10340,Mumbai,Hyderabad,1020.2,0.99,Medium,Road,2024-07-26 23:00:00,5,Clear,Clear,None,0,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10341,Mumbai,Kolkata,519.7,5.22,Large,Road,2024-01-17 12:00:00,4,Clear,Clear,None,0,3PL-C,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10342,Hyderabad,Bangalore,523.3,4.48,Medium,Road,2024-07-26 08:00:00,9,Clear,Rainy,None,4,3PL-B,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10343,Delhi,Kolkata,755.0,4.9,Large,Rail,2024-02-22 03:00:00,4,Heavy,Clear,None,4,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10344,Chennai,Kolkata,393.7,0.95,Oversize,Rail,2024-12-23 17:00:00,9,Clear,Foggy,None,2,3PL-C,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10345,Hyderabad,Hyderabad,1396.2,9.68,Medium,Road,2024-12-06 00:00:00,7,Moderate,Clear,None,1,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10346,Hyderabad,Bangalore,914.3,0.5,Medium,Sea,2024-11-13 08:00:00,6,Moderate,Clear,None,0,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10347,Hyderabad,Kolkata,608.6,5.37,Medium,Road,2024-06-04 13:00:00,3,Moderate,Clear,None,0,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Cancelled
10348,Kolkata,Chennai,873.5,4.6,Medium,Rail,2024-04-29 07:00:00,9,Heavy,Clear,None,0,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10349,Delhi,Bangalore,1153.8,6.67,Medium,Road,2024-06-21 21:00:00,8,Clear,Rainy,None,0,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10350,Hyderabad,Kolkata,1176.1,11.8,Medium,Air,2024-10-06 23:00:00,9,Clear,Clear,None,0,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10351,Mumbai,Chennai,731.1,8.01,Small,Road,2024-02-06 22:00:00,6,Moderate,Clear,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10352,Mumbai,Hyderabad,759.1,9.41,Large,Road,2024-01-03 14:00:00,8,Heavy,Clear,Strike,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10353,Mumbai,Bangalore,816.2,8.78,Medium,Road,2024-03-06 09:00:00,6,Clear,Clear,None,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10354,Kolkata,Kolkata,1344.0,0.5,Oversize,Air,2024-08-23 04:00:00,4,Clear,Clear,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10355,Bangalore,Hyderabad,877.4,6.36,Small,Road,2024-03-12 22:00:00,2,Heavy,Clear,None,0,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10356,Mumbai,Kolkata,931.6,3.18,Medium,Rail,2024-01-08 22:00:00,9,Moderate,Clear,None,4,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10357,Kolkata,Hyderabad,610.3,5.87,Oversize,Sea,2024-03-21 14:00:00,1,Moderate,Clear,Strike,2,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10358,Chennai,Bangalore,331.5,0.5,Medium,Rail,2024-10-06 18:00:00,2,Moderate,Foggy,None,2,3PL-B,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10359,Bangalore,Kolkata,1013.1,2.63,Medium,Road,2024-11-06 03:00:00,1,Moderate,Clear,None,2,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10360,Mumbai,Bangalore,864.3,3.32,Small,Road,2024-06-02 18:00:00,6,Moderate,Clear,None,1,Internal,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10361,Delhi,Kolkata,463.1,6.12,Oversize,Air,2024-10-12 20:00:00,8,Moderate,Clear,None,1,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10362,Chennai,Chennai,957.5,6.35,Small,Road,2024-10-27 17:00:00,2,Clear,Clear,None,1,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10363,Kolkata,Bangalore,970.5,7.8,Large,Road,2024-08-19 00:00:00,1,Clear,Clear,None,4,3PL-A,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10364,Kolkata,Bangalore,506.6,7.26,Small,Rail,2024-07-11 09:00:00,3,Clear,Clear,None,4,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10365,Mumbai,Delhi,893.5,7.04,Medium,Rail,2024-11-29 00:00:00,3,Moderate,Rainy,System Outage,0,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10366,Delhi,Mumbai,492.5,4.71,Oversize,Rail,2024-03-13 18:00:00,9,Moderate,Rainy,None,2,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10367,Chennai,Kolkata,879.3,0.86,Small,Road,2024-11-15 04:00:00,6,Heavy,Clear,None,2,Internal,Low,<function <lambda> at 0x7cd864291300>,Cancelled
10368,Bangalore,Hyderabad,740.4,3.81,Small,Road,2024-05-20 06:00:00,3,Jam,Rainy,None,1,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10369,Bangalore,Hyderabad,458.5,3.24,Medium,Rail,2024-07-01 22:00:00,8,Moderate,Clear,None,2,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10370,Bangalore,Delhi,859.8,9.75,Medium,Rail,2024-08-03 23:00:00,9,Clear,Clear,None,0,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10371,Delhi,Hyderabad,426.3,7.91,Medium,Road,2024-02-02 13:00:00,8,Clear,Rainy,None,2,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10372,Mumbai,Hyderabad,956.6,9.92,Medium,Air,2024-05-05 03:00:00,3,Moderate,Foggy,None,3,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10373,Hyderabad,Delhi,407.5,4.54,Oversize,Sea,2024-11-12 14:00:00,1,Jam,Clear,None,2,3PL-A,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10374,Hyderabad,Delhi,999.2,3.21,Large,Road,2024-02-28 23:00:00,5,Heavy,Clear,None,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10375,Kolkata,Bangalore,1129.2,1.72,Large,Air,2024-02-14 07:00:00,2,Moderate,Stormy,None,2,3PL-A,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10376,Delhi,Bangalore,518.3,8.19,Large,Road,2024-05-04 13:00:00,3,Clear,Clear,Vehicle Breakdown,4,Internal,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10377,Delhi,Chennai,840.0,4.1,Large,Road,2024-06-25 03:00:00,7,Clear,Clear,None,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10378,Kolkata,Kolkata,1301.8,4.72,Small,Rail,2024-06-15 11:00:00,4,Moderate,Clear,None,3,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10379,Bangalore,Kolkata,99.3,6.68,Large,Air,2024-10-21 10:00:00,2,Clear,Clear,Strike,1,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10380,Bangalore,Delhi,1279.5,2.85,Large,Road,2024-07-07 10:00:00,3,Heavy,Clear,System Outage,1,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10381,Hyderabad,Mumbai,684.8,5.32,Large,Air,2024-12-11 22:00:00,4,Heavy,Rainy,None,3,Internal,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10382,Kolkata,Delhi,1002.1,1.94,Oversize,Rail,2024-06-01 21:00:00,8,Clear,Clear,None,3,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10383,Bangalore,Chennai,517.7,3.95,Small,Road,2024-06-18 19:00:00,7,Clear,Clear,None,1,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10384,Kolkata,Delhi,1220.2,1.27,Large,Air,2024-02-28 14:00:00,5,Clear,Rainy,None,4,3PL-B,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10385,Chennai,Delhi,883.0,2.8,Oversize,Rail,2024-05-10 02:00:00,4,Clear,Clear,None,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10386,Kolkata,Kolkata,1011.0,2.1,Large,Road,2024-01-04 00:00:00,4,Moderate,Clear,Vehicle Breakdown,4,Internal,High,<function <lambda> at 0x7cd864291300>,Cancelled
10387,Hyderabad,Mumbai,800.4,0.5,Oversize,Road,2024-04-30 20:00:00,8,Clear,Foggy,None,0,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Cancelled
10388,Delhi,Chennai,950.1,2.0,Large,Road,2024-07-13 19:00:00,8,Moderate,Foggy,None,4,3PL-C,High,<function <lambda> at 0x7cd864291300>,Major Delay
10389,Chennai,Kolkata,410.6,6.27,Oversize,Air,2024-03-18 08:00:00,1,Moderate,Clear,None,2,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10390,Hyderabad,Chennai,556.2,1.45,Small,Road,2024-11-22 02:00:00,1,Moderate,Foggy,None,1,Internal,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10391,Kolkata,Bangalore,898.5,11.28,Large,Air,2024-09-17 19:00:00,3,Moderate,Clear,None,3,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10392,Chennai,Mumbai,933.9,6.22,Medium,Air,2024-06-22 03:00:00,7,Moderate,Clear,Vehicle Breakdown,3,Internal,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10393,Mumbai,Kolkata,384.3,3.6,Large,Road,2024-05-21 15:00:00,9,Clear,Clear,None,1,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10394,Kolkata,Bangalore,514.6,2.06,Small,Rail,2024-06-14 23:00:00,9,Moderate,Clear,None,2,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10395,Delhi,Kolkata,417.0,3.36,Large,Road,2024-01-19 23:00:00,5,Moderate,Clear,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10396,Delhi,Delhi,979.7,1.37,Medium,Air,2024-10-09 12:00:00,4,Clear,Clear,None,1,3PL-C,High,<function <lambda> at 0x7cd864291300>,Major Delay
10397,Hyderabad,Chennai,629.1,0.5,Small,Rail,2024-08-24 04:00:00,8,Moderate,Clear,None,3,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10398,Bangalore,Mumbai,878.6,1.52,Medium,Road,2024-09-26 15:00:00,9,Moderate,Clear,None,0,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10399,Kolkata,Delhi,667.9,9.39,Medium,Road,2024-01-20 04:00:00,7,Moderate,Rainy,None,2,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10400,Bangalore,Delhi,1234.0,1.29,Oversize,Sea,2024-08-25 15:00:00,5,Clear,Clear,Strike,3,Internal,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10401,Chennai,Bangalore,1113.8,8.01,Oversize,Air,2024-01-25 05:00:00,4,Moderate,Clear,None,0,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10402,Bangalore,Bangalore,889.6,7.85,Large,Road,2024-03-20 16:00:00,5,Clear,Clear,None,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10403,Kolkata,Bangalore,645.6,3.64,Oversize,Air,2024-06-07 19:00:00,2,Heavy,Clear,System Outage,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10404,Delhi,Chennai,1205.3,7.9,Oversize,Road,2024-02-07 05:00:00,8,Moderate,Foggy,None,3,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10405,Bangalore,Chennai,931.2,4.91,Large,Road,2024-10-29 12:00:00,7,Moderate,Clear,System Outage,0,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10406,Bangalore,Kolkata,50.0,2.27,Small,Air,2024-10-05 19:00:00,5,Clear,Foggy,None,0,Internal,Low,<function <lambda> at 0x7cd864291300>,Cancelled
10407,Chennai,Delhi,735.1,2.42,Oversize,Air,2024-07-05 19:00:00,3,Clear,Clear,None,0,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10408,Mumbai,Mumbai,768.7,0.5,Large,Rail,2024-07-11 07:00:00,9,Clear,Clear,None,1,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10409,Chennai,Mumbai,1118.3,4.12,Small,Rail,2024-02-28 05:00:00,6,Clear,Rainy,None,0,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10410,Kolkata,Bangalore,878.8,6.12,Medium,Road,2024-09-19 19:00:00,9,Moderate,Clear,None,1,3PL-A,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10411,Kolkata,Delhi,917.8,5.28,Medium,Road,2024-01-06 02:00:00,8,Clear,Clear,None,3,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10412,Delhi,Kolkata,876.9,3.28,Medium,Road,2024-07-05 15:00:00,7,Clear,Clear,None,4,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10413,Delhi,Bangalore,1550.7,1.05,Small,Air,2024-04-11 00:00:00,4,Clear,Clear,None,3,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10414,Chennai,Chennai,943.9,4.27,Small,Rail,2024-06-21 04:00:00,8,Clear,Clear,None,2,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10415,Delhi,Kolkata,290.2,7.26,Small,Air,2024-05-04 11:00:00,4,Clear,Clear,None,0,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10416,Chennai,Mumbai,608.4,1.18,Small,Air,2024-01-20 21:00:00,7,Heavy,Clear,None,4,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10417,Hyderabad,Hyderabad,583.7,8.1,Large,Rail,2024-04-07 17:00:00,9,Moderate,Clear,None,0,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10418,Hyderabad,Delhi,379.1,5.45,Medium,Rail,2024-05-12 05:00:00,6,Clear,Foggy,None,3,Internal,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10419,Kolkata,Kolkata,736.5,5.19,Large,Rail,2024-04-02 19:00:00,4,Moderate,Foggy,None,0,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10420,Mumbai,Hyderabad,866.3,5.8,Small,Rail,2024-10-17 14:00:00,8,Moderate,Clear,System Outage,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10421,Hyderabad,Chennai,689.5,6.49,Large,Road,2024-12-07 03:00:00,2,Clear,Clear,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10422,Kolkata,Delhi,842.8,7.38,Medium,Air,2024-08-31 12:00:00,5,Clear,Clear,None,2,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10423,Delhi,Chennai,958.0,8.59,Medium,Road,2024-04-18 20:00:00,3,Heavy,Clear,None,1,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10424,Hyderabad,Kolkata,1085.7,0.96,Oversize,Road,2024-09-24 13:00:00,9,Moderate,Foggy,None,1,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Cancelled
10425,Delhi,Chennai,706.1,6.04,Medium,Sea,2024-09-08 00:00:00,2,Clear,Rainy,System Outage,4,3PL-C,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10426,Delhi,Bangalore,586.8,2.81,Small,Air,2024-12-01 22:00:00,7,Moderate,Foggy,None,0,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10427,Kolkata,Chennai,1079.4,2.52,Medium,Road,2024-09-20 06:00:00,8,Clear,Clear,None,0,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10428,Chennai,Bangalore,770.1,1.56,Medium,Air,2024-08-01 16:00:00,8,Clear,Clear,None,3,Internal,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10429,Delhi,Bangalore,933.0,10.78,Small,Air,2024-08-11 14:00:00,5,Heavy,Clear,None,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10430,Kolkata,Delhi,916.7,5.52,Oversize,Rail,2024-08-04 21:00:00,6,Heavy,Clear,None,0,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10431,Kolkata,Hyderabad,969.4,7.42,Large,Rail,2024-10-17 08:00:00,1,Moderate,Clear,None,3,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10432,Chennai,Hyderabad,140.6,4.89,Medium,Road,2024-10-18 01:00:00,6,Moderate,Rainy,None,1,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10433,Hyderabad,Mumbai,370.5,2.36,Small,Road,2024-12-18 08:00:00,8,Clear,Rainy,System Outage,4,3PL-C,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10434,Hyderabad,Delhi,907.1,2.45,Large,Rail,2024-12-29 03:00:00,7,Heavy,Clear,None,0,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10435,Delhi,Delhi,707.4,4.35,Small,Air,2024-03-28 09:00:00,6,Moderate,Clear,Strike,0,3PL-C,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10436,Hyderabad,Hyderabad,384.2,6.68,Oversize,Air,2024-09-15 08:00:00,4,Clear,Clear,None,2,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10437,Chennai,Delhi,1518.0,6.68,Small,Rail,2024-06-04 05:00:00,8,Moderate,Rainy,None,0,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10438,Hyderabad,Delhi,196.2,7.96,Oversize,Sea,2024-09-06 16:00:00,6,Heavy,Clear,None,0,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10439,Bangalore,Hyderabad,853.6,5.74,Large,Road,2024-09-18 16:00:00,9,Heavy,Rainy,None,1,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10440,Hyderabad,Chennai,165.9,5.95,Medium,Road,2024-05-06 16:00:00,2,Jam,Foggy,System Outage,1,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10441,Hyderabad,Mumbai,1359.0,4.05,Oversize,Road,2024-02-29 08:00:00,6,Moderate,Rainy,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,Major Delay
10442,Delhi,Delhi,490.8,6.95,Small,Rail,2024-10-22 13:00:00,1,Moderate,Rainy,None,1,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10443,Delhi,Mumbai,949.0,2.8,Medium,Rail,2024-12-12 06:00:00,3,Moderate,Clear,None,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10444,Hyderabad,Chennai,589.9,2.9,Oversize,Rail,2024-04-05 06:00:00,5,Moderate,Clear,None,1,3PL-B,High,<function <lambda> at 0x7cd864291300>,Major Delay
10445,Delhi,Chennai,564.4,5.88,Small,Road,2024-10-09 21:00:00,3,Clear,Clear,None,0,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10446,Hyderabad,Mumbai,412.5,6.86,Large,Road,2024-10-22 14:00:00,4,Heavy,Clear,None,0,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10447,Kolkata,Delhi,166.5,3.35,Medium,Road,2024-07-01 14:00:00,6,Heavy,Clear,None,0,Internal,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10448,Chennai,Chennai,674.4,0.5,Large,Road,2024-07-25 23:00:00,3,Jam,Foggy,None,3,Internal,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10449,Hyderabad,Chennai,798.2,6.64,Medium,Air,2024-07-27 14:00:00,9,Moderate,Clear,None,4,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10450,Delhi,Delhi,920.8,3.27,Small,Road,2024-09-17 09:00:00,5,Moderate,Clear,System Outage,4,3PL-B,High,<function <lambda> at 0x7cd864291300>,Major Delay
10451,Delhi,Mumbai,900.2,2.21,Oversize,Road,2024-07-11 05:00:00,9,Heavy,Clear,None,0,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10452,Hyderabad,Chennai,536.1,1.51,Medium,Road,2024-03-18 09:00:00,1,Clear,Rainy,None,4,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
