Customer_ID,Age,Annual_Income,Payment_History_Score,Credit_Utilization_Ratio,Credit_History_Length_Years,Number_of_Credit_Lines,Number_of_Late_Payments,Number_of_Credit_Inquiries,Types_of_Credit,Employment_Status,Outstanding_Debt,Has_Mortgage,Region,Credit_Score
CUST00607,51,588847,899,0.09,7,8,3,3,Credit Card,Employed,908249,0,South,552
CUST00608,56,584622,754,0.53,1,9,4,3,Personal Loan,Student,514754,1,East,412
CUST00609,57,1593343,317,1.07,6,9,3,5,Personal Loan,Retired,74920,0,Central,300
CUST00610,56,1794914,394,0.76,3,5,0,3,Credit Card,Self-employed,559217,1,North,348
CUST00611,57,1455019,649,0.45,2,4,1,7,Auto Loan,Self-employed,149030,0,Central,442
CUST00612,59,566168,419,0.11,18,9,2,7,Auto Loan,Employed,439845,0,Central,502
CUST00613,57,914709,853,0.56,6,9,3,1,Personal Loan,Retired,593466,1,South,500
CUST00614,27,1977983,812,0.45,24,2,4,5,Home Loan,Retired,128994,0,North,610
CUST00615,63,1248457,787,0.39,19,1,4,3,Auto Loan,Self-employed,532639,0,South,566
CUST00616,54,854534,311,0.46,21,3,3,2,Home Loan,Unemployed,361558,0,East,475
CUST00617,28,1516086,594,0.55,6,4,4,7,Credit Card,Student,387986,0,East,365
CUST00618,61,1207946,655,1.07,5,4,4,7,Auto Loan,Self-employed,528807,1,East,300
CUST00619,38,1745429,833,0.25,21,4,4,0,Home Loan,Retired,400816,1,East,659
CUST00620,48,808486,360,0.27,16,3,3,4,Auto Loan,Unemployed,745146,0,North,433
CUST00621,37,904691,525,1.11,23,3,3,5,Credit Card,Employed,953069,1,West,356
CUST00622,43,1562118,494,0.45,6,8,0,3,Home Loan,Retired,931961,1,South,418
CUST00623,52,604750,676,1.05,4,3,4,5,Mixed,Employed,720351,1,West,300
CUST00624,40,922259,407,1.02,17,3,3,2,Auto Loan,Employed,737575,0,South,348
CUST00625,25,929934,715,1.15,1,6,4,1,Home Loan,Self-employed,497671,0,West,318
CUST00626,39,582304,839,0.93,14,7,1,5,Credit Card,Retired,417855,1,North,494
CUST00627,61,1063628,652,0.48,2,3,1,5,Personal Loan,Unemployed,874950,1,East,397
CUST00628,55,1795249,624,0.14,14,7,3,3,Mixed,Unemployed,145600,0,East,578
CUST00629,25,1745487,743,0.98,17,1,1,0,Home Loan,Self-employed,335938,1,Central,539
CUST00630,62,1415563,709,0.22,17,9,0,3,Credit Card,Employed,915244,0,Central,594
CUST00631,22,1743628,364,0.5,6,3,0,6,Mixed,Employed,134608,1,Central,409
CUST00632,41,636897,703,0.9,15,4,3,3,Auto Loan,Student,714967,0,Central,430
CUST00633,21,560070,570,0.16,7,2,4,4,Auto Loan,Self-employed,505819,0,South,453
CUST00634,59,1091266,503,1.16,22,3,1,5,Auto Loan,Employed,360536,0,East,419
CUST00635,60,1632038,350,0.05,21,6,2,6,Auto Loan,Retired,208509,1,Central,543
CUST00636,48,420854,517,0.06,24,8,1,2,Mixed,Unemployed,847096,1,West,614
CUST00637,28,535558,436,1.0,3,7,3,4,Home Loan,Self-employed,283397,0,East,300
CUST00638,40,742160,600,0.7,22,1,2,5,Mixed,Retired,69991,0,South,533
CUST00639,31,946633,622,0.41,2,6,2,0,Mixed,Unemployed,511912,1,Central,468
CUST00640,24,1368699,515,0.37,17,3,0,5,Credit Card,Retired,83119,1,West,563
CUST00641,25,1590901,601,1.0,2,2,2,6,Credit Card,Retired,435200,0,South,304
CUST00642,64,486268,871,1.15,2,6,1,6,Mixed,Student,249295,0,North,388
CUST00643,29,1414611,671,1.17,10,3,2,0,Mixed,Retired,390006,1,North,417
CUST00644,44,1068020,823,0.48,1,6,1,0,Auto Loan,Unemployed,386859,1,South,534
CUST00645,48,1623181,327,0.76,23,7,4,0,Auto Loan,Retired,599307,1,West,426
CUST00646,36,1188712,837,0.27,3,8,2,6,Auto Loan,Student,190455,0,West,523
CUST00647,39,813916,483,1.12,5,6,2,5,Personal Loan,Self-employed,660771,1,North,300
CUST00648,48,552810,353,0.32,19,7,4,0,Auto Loan,Self-employed,47408,1,North,528
CUST00649,29,1953456,671,0.11,6,8,4,1,Auto Loan,Unemployed,509874,1,West,515
CUST00650,53,1103568,883,0.46,18,8,2,0,Personal Loan,Unemployed,926496,1,Central,607
CUST00651,63,1984417,852,0.79,22,7,1,3,Personal Loan,Student,500053,0,West,590
CUST00652,48,1926468,630,0.45,6,1,1,1,Credit Card,Self-employed,708764,1,Central,480
CUST00653,58,1388486,358,0.62,23,7,3,0,Personal Loan,Student,419428,0,West,491
CUST00654,58,698878,409,0.98,16,3,2,5,Auto Loan,Unemployed,20929,0,Central,394
CUST00655,49,1738522,846,0.27,1,5,1,3,Home Loan,Employed,778491,1,West,511
CUST00656,21,1467760,813,0.77,8,7,2,5,Home Loan,Retired,180485,1,Central,476
CUST00657,46,1831738,477,1.0,9,2,2,7,Mixed,Employed,780704,0,South,300
CUST00658,32,806027,683,0.22,15,5,4,1,Home Loan,Employed,44795,1,West,601
CUST00659,28,1031713,886,0.24,16,2,4,0,Auto Loan,Employed,125649,1,North,665
CUST00660,56,291300,580,1.13,6,9,0,6,Home Loan,Unemployed,129448,0,West,363
CUST00661,42,1026946,511,0.73,2,9,0,6,Home Loan,Unemployed,956168,0,West,314
CUST00662,46,823745,439,0.86,4,9,0,0,Personal Loan,Unemployed,59908,1,West,425
CUST00663,59,1842075,866,1.1,14,8,0,3,Mixed,Student,888023,0,South,471
CUST00664,38,1366422,568,0.81,20,2,0,0,Credit Card,Unemployed,446216,1,East,546
CUST00665,58,330947,317,0.88,15,6,0,1,Home Loan,Student,618405,0,South,404
CUST00666,35,941212,824,1.0,19,7,4,0,Credit Card,Student,438931,0,East,512
CUST00667,45,1335179,625,0.87,15,7,3,6,Mixed,Self-employed,339218,0,East,413
CUST00668,48,1789412,853,0.59,13,2,0,0,Personal Loan,Self-employed,992448,1,West,570
CUST00669,25,330250,789,0.06,13,5,1,0,Home Loan,Unemployed,943080,0,South,630
CUST00670,60,554632,648,0.73,10,2,4,5,Personal Loan,Student,514399,1,South,388
CUST00671,37,962496,597,0.83,7,8,0,6,Home Loan,Retired,299462,1,North,411
CUST00672,26,279907,476,1.03,23,1,2,6,Mixed,Unemployed,150319,1,Central,431
CUST00673,37,1786080,868,0.41,5,3,4,5,Credit Card,Retired,877239,0,Central,440
CUST00674,57,943086,774,0.13,21,9,4,5,Auto Loan,Student,645359,1,West,589
CUST00675,48,1309922,538,0.16,3,5,0,6,Personal Loan,Self-employed,429402,0,South,470
CUST00676,61,802703,499,0.27,4,9,3,1,Mixed,Retired,149611,0,South,473
CUST00677,55,228547,384,0.33,12,6,0,6,Mixed,Self-employed,175739,0,Central,481
CUST00678,30,1364161,852,0.3,16,4,4,7,Auto Loan,Self-employed,94243,1,Central,574
CUST00679,54,1514611,855,0.25,11,6,3,6,Auto Loan,Retired,829815,0,Central,514
CUST00680,26,1095379,514,0.51,8,2,3,1,Mixed,Student,219163,1,East,458
CUST00681,31,1564012,362,0.03,10,9,0,5,Mixed,Unemployed,69835,1,East,531
CUST00682,47,466814,446,0.22,4,9,4,1,Auto Loan,Student,219101,1,West,444
CUST00683,31,1548841,486,0.9,9,7,2,6,Auto Loan,Retired,625080,1,South,320
CUST00684,39,1043549,741,0.17,8,4,3,0,Credit Card,Self-employed,801664,1,South,541
CUST00685,21,945646,825,0.27,1,6,2,3,Home Loan,Self-employed,185961,0,West,538
CUST00686,57,1938179,392,0.75,17,3,0,0,Personal Loan,Student,821455,0,East,454
CUST00687,38,663179,346,1.08,10,5,1,3,Auto Loan,Self-employed,698636,1,South,300
CUST00688,50,1702647,841,0.83,21,8,3,6,Auto Loan,Employed,837651,1,East,479
CUST00689,41,536584,318,0.55,5,8,0,0,Credit Card,Student,665669,1,South,399
CUST00690,27,1892271,794,0.67,16,6,1,3,Personal Loan,Self-employed,986756,1,South,512
CUST00691,31,620713,725,0.93,14,5,2,0,Home Loan,Self-employed,59130,0,West,528
CUST00692,55,1573858,508,0.87,6,9,2,7,Home Loan,Student,564900,0,North,305
CUST00693,44,285879,505,1.05,18,4,3,6,Home Loan,Employed,811211,0,South,328
CUST00694,39,1051682,435,0.76,16,3,2,3,Credit Card,Retired,819316,1,Central,392
CUST00695,26,1430675,358,0.42,19,7,3,7,Credit Card,Student,204013,0,West,442
CUST00696,61,1929454,559,0.75,19,2,2,4,Auto Loan,Student,172634,0,Central,494
CUST00697,42,709792,312,0.44,6,1,3,3,Personal Loan,Retired,541909,1,West,350
CUST00698,63,1062849,827,0.86,18,8,3,4,Mixed,Self-employed,211300,1,West,524
CUST00699,38,1301259,569,0.53,3,9,0,2,Mixed,Retired,277941,0,West,472
CUST00700,55,405482,738,0.97,14,7,1,7,Auto Loan,Student,844852,1,South,401
CUST00701,22,1514277,402,0.07,2,6,0,6,Auto Loan,Student,449687,1,East,439
CUST00702,44,1231767,402,0.73,5,9,3,2,Auto Loan,Unemployed,308499,0,West,350
CUST00703,25,1419897,384,0.79,12,4,2,0,Credit Card,Self-employed,919268,0,East,369
CUST00704,41,1134106,815,0.89,10,6,1,1,Credit Card,Unemployed,435089,1,North,508
CUST00705,26,574536,577,1.19,10,1,4,5,Auto Loan,Student,11083,0,Central,332
CUST00706,43,539661,465,0.6,10,8,4,2,Mixed,Self-employed,784888,0,Central,367
CUST00707,21,561407,619,0.19,19,7,3,3,Home Loan,Retired,443860,0,Central,577
CUST00708,23,827083,599,1.1,16,6,0,2,Mixed,Student,707320,0,Central,435
CUST00709,23,1261786,532,1.16,14,8,2,2,Credit Card,Retired,326327,0,Central,391
CUST00710,28,583293,801,0.87,18,9,2,0,Mixed,Retired,751780,0,West,529
CUST00711,43,1210111,387,0.51,18,5,1,7,Home Loan,Employed,87883,1,West,472
CUST00712,61,1888225,877,0.95,16,1,4,7,Credit Card,Employed,386835,1,Central,446
CUST00713,28,623074,773,1.15,19,2,2,6,Credit Card,Self-employed,236014,1,Central,460
CUST00714,39,602412,774,0.81,9,6,4,6,Personal Loan,Self-employed,423380,0,North,400
CUST00715,40,728775,754,0.71,17,2,4,7,Credit Card,Retired,417434,0,North,456
CUST00716,63,1736692,534,0.88,24,6,2,7,Personal Loan,Employed,873972,0,West,407
CUST00717,64,1214117,871,0.81,15,6,3,0,Auto Loan,Self-employed,475859,0,North,545
CUST00718,52,1429809,495,0.11,24,4,4,3,Mixed,Unemployed,329320,1,East,582
CUST00719,61,1352328,655,1.13,6,4,3,3,Credit Card,Student,462334,1,North,337
CUST00720,58,1673125,333,1.04,20,5,2,5,Mixed,Student,177825,1,Central,376
CUST00721,46,594454,764,0.37,3,6,0,0,Personal Loan,Student,212030,0,South,581
CUST00722,43,1017745,856,0.11,18,1,1,1,Auto Loan,Unemployed,399441,0,North,710
CUST00723,31,1017423,498,0.0,10,9,1,2,Mixed,Unemployed,125709,1,East,585
CUST00724,26,1424832,765,0.92,11,1,2,1,Mixed,Retired,720291,0,Central,454
CUST00725,29,875564,330,0.65,23,1,4,2,Home Loan,Unemployed,445539,0,Central,437
CUST00726,36,497133,845,0.06,9,9,0,3,Auto Loan,Self-employed,767476,0,North,618
CUST00727,60,347466,781,0.65,6,6,4,3,Credit Card,Retired,747674,1,East,413
CUST00728,39,1783370,408,1.04,5,3,2,4,Auto Loan,Unemployed,441213,0,North,300
CUST00729,59,1077684,588,1.18,18,7,4,1,Home Loan,Self-employed,553047,0,North,388
CUST00730,41,1086873,842,1.04,12,3,3,4,Home Loan,Unemployed,943914,0,South,395
CUST00731,31,897318,645,0.95,20,5,3,6,Personal Loan,Retired,480032,1,West,427
CUST00732,22,1131296,621,0.04,24,1,0,3,Mixed,Employed,712489,0,South,665
CUST00733,36,1585105,882,0.89,7,5,1,3,Personal Loan,Self-employed,561370,1,West,475
CUST00734,57,631523,883,0.67,10,4,4,5,Personal Loan,Unemployed,87533,1,West,501
CUST00735,41,1999100,710,0.09,19,5,4,2,Home Loan,Retired,720834,1,South,590
CUST00736,35,243086,505,0.33,3,7,2,6,Home Loan,Student,587008,0,West,385
CUST00737,64,654377,817,0.96,20,4,4,1,Mixed,Retired,694063,0,East,492
CUST00738,63,1604018,639,0.21,21,1,3,7,Home Loan,Student,675422,1,North,530
CUST00739,21,1528915,694,0.02,17,9,2,3,Auto Loan,Unemployed,805557,1,South,599
CUST00740,39,1740269,355,0.17,11,3,2,5,Home Loan,Retired,782750,1,North,418
CUST00741,46,1100980,611,1.09,1,6,4,2,Home Loan,Student,894657,0,East,300
CUST00742,64,1003392,716,0.48,12,8,2,7,Personal Loan,Unemployed,958863,0,East,438
CUST00743,45,1275323,636,0.96,21,4,1,1,Auto Loan,Self-employed,525722,0,Central,512
CUST00744,25,877130,402,0.24,8,4,3,7,Mixed,Unemployed,987107,0,South,343
CUST00745,32,964410,708,0.71,17,2,1,6,Personal Loan,Student,445105,1,North,502
CUST00746,61,1075938,714,0.93,12,2,4,7,Home Loan,Student,670301,0,West,351
CUST00747,47,1755133,878,0.24,8,7,1,5,Personal Loan,Self-employed,648502,0,West,562
CUST00748,56,473317,583,0.41,15,9,0,2,Credit Card,Self-employed,874242,0,Central,527
CUST00749,49,1556733,737,0.58,11,6,4,7,Mixed,Employed,194008,1,East,451
CUST00750,27,1087536,428,1.15,4,9,0,7,Personal Loan,Self-employed,524977,0,South,300
CUST00751,46,409702,399,0.8,9,3,0,7,Home Loan,Self-employed,251044,0,West,368
CUST00752,64,459463,340,0.11,9,7,0,1,Personal Loan,Unemployed,510761,1,Central,510
CUST00753,51,1133115,481,0.01,24,8,0,4,Credit Card,Retired,284849,0,North,656
CUST00754,64,793763,551,0.11,16,6,3,0,Auto Loan,Employed,534381,0,West,575
CUST00755,31,441764,528,0.45,15,1,4,6,Personal Loan,Retired,559674,1,North,421
CUST00756,61,1724957,885,1.09,14,8,0,1,Credit Card,Retired,434273,0,South,538
CUST00757,35,896714,361,0.27,17,3,1,2,Credit Card,Self-employed,604737,1,East,507
CUST00758,27,1727706,358,0.36,4,2,3,3,Home Loan,Unemployed,802461,0,North,341
CUST00759,35,1903961,695,0.88,21,4,2,3,Home Loan,Retired,256000,1,North,527
CUST00760,43,1390077,752,0.62,21,8,4,5,Mixed,Unemployed,713769,0,West,494
CUST00761,63,990049,779,0.36,14,6,3,4,Mixed,Self-employed,72792,1,West,580
CUST00762,33,418993,722,0.82,22,5,1,6,Credit Card,Unemployed,528794,1,Central,514
CUST00763,22,318149,742,1.15,7,6,0,1,Mixed,Student,650722,0,South,421
CUST00764,53,306071,774,0.61,14,1,0,2,Personal Loan,Student,184660,1,South,599
CUST00765,37,497670,815,0.39,18,7,4,0,Credit Card,Student,572904,1,West,595
CUST00766,62,1492146,892,1.16,12,2,0,0,Home Loan,Student,633551,1,East,508
CUST00767,53,230905,814,0.41,1,5,2,2,Personal Loan,Self-employed,440500,0,South,500
CUST00768,44,704518,359,0.01,13,9,2,3,Credit Card,Self-employed,153015,0,West,535
CUST00769,40,1046497,860,0.83,24,6,2,7,Personal Loan,Retired,246872,0,East,561
CUST00770,60,218772,481,0.59,19,3,1,6,Credit Card,Unemployed,638445,0,West,455
CUST00771,24,1678419,622,1.12,18,9,1,4,Mixed,Unemployed,414080,0,South,439
CUST00772,30,568855,398,0.56,13,6,0,2,Home Loan,Employed,383243,0,Central,477
CUST00773,39,1623281,547,0.21,21,9,3,3,Personal Loan,Employed,758323,1,South,540
CUST00774,35,950286,860,0.12,13,7,0,2,Home Loan,Retired,439823,1,West,678
CUST00775,60,695448,443,1.08,12,3,1,4,Personal Loan,Employed,246438,0,East,368
CUST00776,50,547940,746,0.34,10,9,0,1,Home Loan,Self-employed,468047,1,South,596
CUST00777,50,1396020,383,0.96,7,9,1,6,Personal Loan,Retired,125456,0,West,327
CUST00778,64,1361364,620,1.13,15,2,4,7,Mixed,Self-employed,879438,0,Central,300
CUST00779,27,617156,823,0.25,7,7,1,5,Personal Loan,Employed,287218,0,West,569
CUST00780,40,1879123,339,0.56,1,3,2,6,Credit Card,Self-employed,117979,1,North,325
CUST00781,37,1740440,812,0.25,2,7,4,4,Credit Card,Student,418814,0,West,480
CUST00782,44,635405,330,0.97,12,3,1,3,Auto Loan,Retired,183024,1,Central,371
CUST00783,22,546962,734,1.01,12,9,0,0,Home Loan,Unemployed,667792,0,Central,486
CUST00784,60,884818,316,0.22,13,2,4,5,Mixed,Self-employed,363131,0,West,414
CUST00785,46,1251923,696,0.15,20,2,1,4,Personal Loan,Student,427871,1,West,637
CUST00786,62,1333695,668,1.18,3,4,3,0,Credit Card,Retired,953568,1,North,302
CUST00787,61,1781072,457,0.54,3,1,3,7,Mixed,Unemployed,301605,1,West,332
CUST00788,42,468847,573,1.02,5,9,2,3,Personal Loan,Self-employed,759419,1,East,318
CUST00789,55,926996,694,0.04,2,7,0,3,Personal Loan,Self-employed,723946,1,South,535
CUST00790,39,514861,497,1.09,5,8,2,5,Auto Loan,Employed,367679,1,Central,300
CUST00791,48,1998646,770,0.15,14,7,0,0,Mixed,Student,930798,1,East,634
CUST00792,27,419687,670,0.4,15,3,2,0,Home Loan,Self-employed,968499,0,East,533
CUST00793,56,1970638,425,1.06,21,5,3,7,Personal Loan,Unemployed,410696,1,South,348
CUST00794,29,713808,469,0.92,1,4,1,3,Credit Card,Self-employed,564999,1,North,311
CUST00795,50,1640809,629,0.21,5,5,0,4,Auto Loan,Unemployed,413169,1,West,524
CUST00796,38,1431649,388,0.81,12,5,4,1,Personal Loan,Student,113253,1,West,391
CUST00797,60,1902985,418,1.15,6,6,0,0,Home Loan,Employed,27486,1,Central,386
CUST00798,26,1170414,605,0.57,12,3,0,4,Home Loan,Employed,186317,0,Central,523
CUST00799,44,1765369,687,0.75,22,8,0,5,Auto Loan,Unemployed,711152,0,West,528
CUST00800,45,1969671,660,0.63,8,2,2,6,Auto Loan,Employed,50892,1,South,457
CUST00801,56,1870423,405,0.35,7,3,4,1,Auto Loan,Unemployed,180312,1,Central,434
CUST00802,58,275048,834,0.01,16,4,3,5,Personal Loan,Unemployed,18310,1,Central,663
CUST00803,53,1175511,773,0.87,9,6,2,4,Auto Loan,Retired,390960,1,Central,448
CUST00804,54,413364,790,0.35,23,5,4,5,Home Loan,Employed,557975,1,Central,577
CUST00805,51,227243,376,0.95,17,5,2,4,Personal Loan,Student,88038,0,South,402
CUST00806,27,1277860,403,0.61,5,5,4,0,Mixed,Retired,776688,1,West,335
CUST00807,42,1871893,554,0.89,24,4,1,5,Auto Loan,Retired,364859,1,Central,493
CUST00808,56,1289613,307,0.94,6,7,0,0,Home Loan,Student,595869,1,East,342
CUST00809,46,818066,357,0.13,15,1,4,3,Credit Card,Retired,925545,0,West,428
CUST00810,57,1732711,587,1.0,10,2,4,7,Mixed,Unemployed,810838,1,Central,300
CUST00811,57,1649346,596,0.03,16,6,3,1,Auto Loan,Student,401089,0,West,602
CUST00812,51,1332307,816,0.81,5,3,4,7,Mixed,Self-employed,145982,0,East,398
CUST00813,36,474468,470,0.65,24,9,0,3,Home Loan,Student,265856,0,North,556
CUST00814,29,1060479,898,0.93,8,5,2,3,Credit Card,Self-employed,165438,1,West,496
CUST00815,41,340029,844,0.91,4,1,2,7,Personal Loan,Retired,313563,0,Central,402
CUST00816,43,1058959,469,0.9,9,1,3,5,Mixed,Retired,588784,1,East,312
CUST00817,29,1141539,710,0.92,5,7,3,6,Mixed,Retired,495603,1,Central,347
CUST00818,35,1991214,524,1.01,23,3,2,6,Personal Loan,Student,391272,0,Central,427
CUST00819,50,950321,757,0.1,15,2,2,3,Home Loan,Student,714460,0,Central,598
CUST00820,51,405660,363,0.48,3,5,0,1,Credit Card,Self-employed,856884,0,South,383
CUST00821,34,1209378,710,0.42,4,6,1,0,Mixed,Employed,385973,0,South,532
CUST00822,39,1803888,456,0.25,13,6,4,6,Auto Loan,Student,298644,0,East,443
CUST00823,50,1183418,342,0.28,6,6,0,1,Personal Loan,Self-employed,102976,1,North,496
CUST00824,56,653695,881,0.35,8,7,1,6,Mixed,Employed,710667,1,Central,528
CUST00825,27,1438483,815,0.28,2,3,4,0,Credit Card,Retired,46980,0,West,550
CUST00826,37,532690,416,0.5,2,8,1,3,Home Loan,Unemployed,550419,1,South,376
CUST00827,35,597591,787,1.04,2,9,2,7,Home Loan,Student,961274,0,South,300
CUST00828,21,456013,361,0.48,10,2,4,6,Mixed,Unemployed,694147,1,North,323
CUST00829,46,1152712,634,0.32,8,4,2,7,Credit Card,Employed,812292,1,Central,427
CUST00830,23,1643215,448,1.14,17,3,4,0,Auto Loan,Self-employed,874055,1,West,331
CUST00831,30,1594989,748,0.88,24,6,0,6,Credit Card,Self-employed,659666,1,South,531
CUST00832,25,1565107,726,0.98,16,9,0,4,Mixed,Self-employed,359824,1,South,500
CUST00833,40,685317,409,0.38,12,9,1,6,Personal Loan,Employed,111768,0,Central,468
CUST00834,52,894607,761,0.78,20,4,0,2,Personal Loan,Retired,23927,1,Central,621
CUST00835,33,250459,447,0.51,24,2,0,6,Auto Loan,Student,468581,1,South,525
CUST00836,56,972187,757,0.87,8,6,4,0,Credit Card,Self-employed,22540,0,West,476
CUST00837,58,1678221,794,0.34,8,3,2,2,Credit Card,Student,84657,1,South,584
CUST00838,30,436806,780,0.26,12,6,3,7,Personal Loan,Employed,101897,1,South,549
CUST00839,50,1441687,466,0.19,17,5,2,3,Auto Loan,Employed,216603,1,Central,556
CUST00840,63,1127662,784,1.2,12,6,3,0,Auto Loan,Self-employed,452208,1,Central,435
CUST00841,57,1188775,825,0.13,13,8,0,0,Home Loan,Retired,782042,1,North,659
CUST00842,41,850726,847,0.1,14,2,1,4,Credit Card,Self-employed,599338,1,South,633
CUST00843,62,1211084,716,0.11,19,5,1,7,Auto Loan,Self-employed,265291,0,East,624
CUST00844,26,780677,718,0.79,10,5,2,3,Mixed,Retired,446117,0,West,458
CUST00845,54,669824,765,0.23,23,1,0,7,Auto Loan,Student,587799,0,North,635
CUST00846,49,1190201,307,0.54,17,5,4,3,Auto Loan,Student,147696,0,South,423
CUST00847,38,1373016,585,0.69,3,5,4,7,Home Loan,Employed,575797,0,West,303
CUST00848,41,612243,492,1.08,16,2,3,5,Auto Loan,Unemployed,577854,0,South,336
CUST00849,33,1335439,378,0.81,4,4,0,5,Credit Card,Retired,541855,0,Central,322
CUST00850,62,1987895,337,0.1,4,7,3,0,Home Loan,Student,330778,1,South,452
CUST00851,48,1888525,388,0.33,16,8,3,4,Home Loan,Unemployed,23473,0,South,492
CUST00852,62,724379,313,0.8,11,6,1,0,Credit Card,Unemployed,799269,0,Central,368
CUST00853,22,263505,708,1.02,13,3,1,1,Home Loan,Self-employed,725589,1,North,451
CUST00854,59,256071,660,0.96,1,8,4,6,Credit Card,Employed,105511,0,East,315
CUST00855,55,1447100,579,0.22,1,1,0,2,Mixed,Unemployed,43472,0,West,534
CUST00856,27,1722649,613,0.9,19,4,0,3,Home Loan,Employed,171958,0,Central,528
CUST00857,43,1545439,449,0.32,19,8,0,3,Mixed,Unemployed,561707,1,Central,547
CUST00858,27,1509612,484,1.16,8,7,4,1,Credit Card,Student,381204,1,Central,308
CUST00859,63,452537,451,0.83,17,6,3,0,Mixed,Student,362223,0,North,445
CUST00860,44,828609,357,1.1,15,6,2,4,Auto Loan,Self-employed,770392,1,North,300
CUST00861,22,915443,755,0.58,16,1,3,5,Home Loan,Student,631989,1,Central,491
CUST00862,22,895832,714,0.28,2,6,4,1,Mixed,Student,315218,0,South,488
CUST00863,35,482923,653,0.88,12,1,1,0,Personal Loan,Unemployed,659532,1,West,469
CUST00864,59,691152,544,0.36,7,7,4,2,Auto Loan,Employed,645194,0,South,421
CUST00865,33,710411,838,0.01,3,4,1,2,Mixed,Employed,123885,0,Central,632
CUST00866,34,1079317,775,0.2,13,2,3,0,Home Loan,Unemployed,694177,0,East,589
CUST00867,25,1998339,596,1.11,17,3,0,7,Mixed,Retired,805893,0,West,378
CUST00868,37,1755311,635,0.32,7,8,2,6,Personal Loan,Self-employed,727337,1,West,439
CUST00869,25,1358495,787,0.77,11,1,3,3,Personal Loan,Employed,547075,1,West,463
CUST00870,62,1114384,301,0.05,15,3,3,0,Mixed,Retired,170983,1,East,538
CUST00871,63,1571798,864,0.83,11,5,0,5,Auto Loan,Employed,907179,1,West,473
CUST00872,36,533920,349,0.39,23,9,2,0,Personal Loan,Self-employed,845040,0,South,508
CUST00873,51,563835,505,0.04,12,2,2,3,Personal Loan,Self-employed,876489,1,South,503
CUST00874,37,1060647,415,0.22,4,9,3,1,Credit Card,Unemployed,444052,1,East,433
CUST00875,40,1247304,892,0.59,22,7,4,5,Credit Card,Employed,875746,0,South,531
CUST00876,54,1371393,446,0.48,13,4,2,6,Home Loan,Unemployed,380859,0,North,428
CUST00877,21,495561,824,0.71,12,5,0,7,Credit Card,Unemployed,815331,0,East,476
CUST00878,32,1396534,314,0.16,16,1,3,4,Credit Card,Student,705462,0,West,442
CUST00879,49,1906850,323,1.01,21,2,1,0,Mixed,Self-employed,719246,0,South,409
CUST00880,21,1015884,663,0.12,23,6,2,1,Mixed,Employed,436814,0,Central,667
CUST00881,60,1053865,695,1.01,18,7,4,5,Personal Loan,Employed,778400,1,Central,385
CUST00882,42,622873,645,0.75,2,1,0,7,Personal Loan,Unemployed,860603,1,Central,346
CUST00883,42,1638583,494,0.64,16,7,4,2,Home Loan,Student,92356,1,Central,468
CUST00884,25,1759916,601,0.82,14,2,3,1,Mixed,Self-employed,200285,0,West,472
CUST00885,30,1844147,341,0.75,17,2,4,0,Credit Card,Retired,644058,1,South,387
CUST00886,29,1619303,349,1.12,19,3,3,5,Home Loan,Retired,11810,0,West,358
CUST00887,32,1326034,312,0.93,5,4,4,6,Mixed,Unemployed,741735,1,North,300
CUST00888,23,1415982,623,0.46,22,9,3,7,Personal Loan,Retired,881788,1,South,473
CUST00889,34,262241,429,0.69,13,2,2,6,Mixed,Self-employed,895289,0,North,344
CUST00890,58,1794738,813,0.18,23,6,4,6,Auto Loan,Student,509749,1,West,606
CUST00891,29,1031774,696,0.91,1,3,3,0,Mixed,Unemployed,930215,0,North,344
CUST00892,56,764273,540,1.16,3,1,2,2,Home Loan,Retired,137205,0,North,334
CUST00893,37,375171,377,0.15,11,6,2,7,Home Loan,Self-employed,367116,0,North,442
CUST00894,42,1105821,602,0.44,6,2,4,7,Personal Loan,Unemployed,322406,0,South,392
CUST00895,30,242371,377,0.62,20,3,1,1,Credit Card,Employed,699197,1,East,475
CUST00896,41,370087,858,0.33,23,6,2,2,Auto Loan,Employed,93854,0,East,705
CUST00897,38,1080711,706,0.21,11,2,3,3,Credit Card,Self-employed,120180,0,North,571
CUST00898,30,1525963,782,1.02,16,4,3,6,Auto Loan,Unemployed,460108,1,Central,428
CUST00899,47,958497,431,0.95,11,7,3,3,Home Loan,Employed,432661,1,North,341
CUST00900,30,1821282,662,0.86,20,2,4,3,Personal Loan,Self-employed,216138,0,North,484
CUST00901,25,1659730,512,0.93,2,1,3,4,Auto Loan,Employed,575457,0,Central,300
CUST00902,29,494165,823,0.53,21,9,0,3,Personal Loan,Employed,427004,1,West,643
CUST00903,62,351334,441,1.13,17,4,2,7,Credit Card,Self-employed,573298,0,West,316
CUST00904,47,382204,862,0.5,23,7,3,7,Personal Loan,Student,364015,0,South,584
CUST00905,60,1041175,361,0.26,21,1,3,5,Home Loan,Employed,614944,1,Central,469
CUST00906,63,233772,706,0.88,7,8,0,3,Auto Loan,Self-employed,351688,1,West,461
CUST00907,43,1602769,489,0.5,6,4,0,3,Mixed,Student,353481,0,North,457
CUST00908,24,1057233,429,0.81,4,1,3,5,Home Loan,Student,276292,0,West,308
CUST00909,63,781397,509,0.72,10,1,2,0,Personal Loan,Unemployed,612738,1,Central,429
