,Date,Channel,Region,Ad_Spend,Impressions,Clicks,Conversions,Revenue,CTR,Conversion_Rate
799,2025-10-16,Google Ads,West,22650,289612,16944,1152,1116288,6,7
800,2025-10-16,YouTube,North,5386,272033,19867,2718,1777572,7,14
801,2025-10-17,Instagram,West,6237,426097,15980,2079,927234,4,13
802,2025-10-18,Google Ads,South,8189,50891,7675,1420,907380,15,19
803,2025-10-18,Facebook,East,41470,56201,2528,2484,2076624,4,98
804,2025-10-19,Facebook,West,15777,476277,5112,402,84822,1,8
805,2025-10-19,Email,North,16291,25750,8269,1539,550962,32,19
806,2025-10-19,YouTube,West,10311,373061,14649,588,269304,4,4
807,2025-10-19,Facebook,East,28517,75376,8824,2674,1184582,12,30
808,2025-10-19,YouTube,West,6477,379123,13584,1322,438904,4,10
809,2025-10-20,Facebook,West,19054,428811,2572,2134,1948342,1,83
810,2025-10-20,Google Ads,West,42147,218343,13696,2140,1410260,6,16
811,2025-10-21,YouTube,East,31509,95365,2371,474,171114,2,20
812,2025-10-22,Instagram,North,40652,481671,1476,2070,1066050,0,140
813,2025-10-22,Instagram,East,45055,215116,6399,612,500004,3,10
814,2025-10-22,YouTube,West,38090,386430,18824,1716,1201200,5,9
815,2025-10-22,Google Ads,East,41009,204599,9511,1514,1417104,5,16
816,2025-10-22,Google Ads,North,44307,417138,4045,2372,1186000,1,59
817,2025-10-22,Email,West,32264,214081,4492,2049,819600,2,46
818,2025-10-23,Google Ads,South,22878,343692,8080,2213,2069155,2,27
819,2025-10-23,Facebook,North,22227,10786,16259,708,381612,151,4
820,2025-10-23,YouTube,North,14377,325524,4404,443,234347,1,10
821,2025-10-23,Email,East,26750,479991,3113,2192,2178848,1,70
822,2025-10-23,Email,North,46111,382677,3380,1197,410571,1,35
823,2025-10-23,Facebook,East,26379,251489,13011,909,348147,5,7
824,2025-10-25,Facebook,North,42570,267328,16884,619,340450,6,4
825,2025-10-25,Instagram,South,16294,393758,15559,624,270816,4,4
826,2025-10-25,Google Ads,West,30229,491332,10047,924,551628,2,9
827,2025-10-26,Facebook,North,33457,316651,9796,1143,588645,3,12
828,2025-10-26,YouTube,West,5648,308096,19044,1056,350592,6,6
829,2025-10-26,Instagram,South,19405,492597,12810,2439,2312172,3,19
830,2025-10-26,Email,South,20053,497177,11198,2956,1959828,2,26
831,2025-10-27,Email,South,33425,334313,7230,2705,1106345,2,37
832,2025-10-27,Email,West,13422,80757,6479,1917,1198125,8,30
833,2025-10-27,YouTube,West,27993,463271,11384,2163,571032,2,19
834,2025-10-27,Google Ads,East,24398,115687,1901,2910,1524840,2,153
835,2025-10-27,Instagram,East,8164,125815,13153,375,301500,10,3
836,2025-10-27,Email,East,9850,401302,9240,2569,1895922,2,28
837,2025-10-27,Facebook,North,38592,342663,16825,527,189720,5,3
838,2025-10-28,Facebook,South,18227,340465,8634,2869,2415698,3,33
839,2025-10-28,Google Ads,West,42149,40865,18179,1919,1207051,44,11
840,2025-10-28,Email,North,6132,438938,7695,613,231714,2,8
841,2025-10-28,Google Ads,West,11881,122065,17226,1019,529880,14,6
842,2025-10-29,YouTube,North,39281,155205,10165,185,86765,7,2
843,2025-10-29,Email,North,12899,228496,1139,771,545097,0,68
844,2025-10-29,Facebook,South,6802,198221,8305,1298,538670,4,16
845,2025-10-30,Instagram,South,32802,471984,687,2303,561932,0,335
846,2025-10-30,Email,East,14453,456494,1586,501,287073,0,32
847,2025-10-30,Email,South,5963,302745,3805,1447,905822,1,38
848,2025-10-31,Facebook,East,10608,235604,4746,1524,1391412,2,32
849,2025-10-31,YouTube,East,46801,40647,10975,2184,1932840,27,20
850,2025-11-01,Facebook,West,30142,11504,13927,2482,2464626,121,18
851,2025-11-01,Facebook,East,47391,447878,14080,1402,506122,3,10
852,2025-11-01,Google Ads,South,27852,340461,6755,1890,706860,2,28
853,2025-11-01,Google Ads,North,46357,138316,8710,2160,2019600,6,25
854,2025-11-02,Email,West,27411,79936,3240,2146,1721092,4,66
855,2025-11-02,Instagram,West,28388,198929,11346,116,111708,6,1
856,2025-11-02,Email,South,46540,404734,8920,859,253405,2,10
857,2025-11-03,Email,South,44256,19384,14120,1403,1161684,73,10
858,2025-11-04,Facebook,North,31746,226530,4316,2953,1187106,2,68
859,2025-11-04,Google Ads,East,38963,190492,14359,2864,907888,8,20
860,2025-11-05,Email,South,13833,348345,14406,1011,823965,4,7
861,2025-11-05,YouTube,North,19952,310421,11867,2902,1192722,4,24
862,2025-11-05,Facebook,West,6072,294288,3510,1377,888165,1,39
863,2025-11-06,Email,East,36794,125057,7084,2262,1305174,6,32
864,2025-11-07,Facebook,South,43418,421204,14701,2359,2108946,3,16
865,2025-11-07,Facebook,West,32821,10748,14005,542,424928,130,4
866,2025-11-07,Facebook,North,17885,152907,10579,2120,1835920,7,20
867,2025-11-07,Email,East,16653,142168,7434,1437,1373772,5,19
868,2025-11-08,Facebook,West,9364,355750,12824,2180,769540,4,17
869,2025-11-08,Google Ads,South,46679,222637,9625,1348,304648,4,14
870,2025-11-09,Google Ads,West,46723,431566,5112,1464,430416,1,29
871,2025-11-09,Facebook,South,34375,491366,19567,188,175028,4,1
872,2025-11-09,Google Ads,East,12859,379362,16164,2491,2433707,4,15
873,2025-11-10,Facebook,North,8939,77234,13443,2030,1981280,17,15
874,2025-11-10,YouTube,West,41755,228210,14379,2619,667845,6,18
875,2025-11-11,Google Ads,South,37881,448203,18754,1503,511020,4,8
876,2025-11-11,Instagram,West,29061,101613,14926,915,596580,15,6
877,2025-11-12,Google Ads,North,18750,238085,3262,2158,830830,1,66
878,2025-11-12,YouTube,East,17081,489670,12695,1135,704835,3,9
879,2025-11-12,YouTube,West,23593,217050,8361,835,603705,4,10
880,2025-11-13,Email,East,13649,32639,19223,1533,893739,59,8
881,2025-11-13,YouTube,North,40147,454740,11327,1176,882000,2,10
882,2025-11-14,Email,North,35210,18024,14320,2169,811206,79,15
883,2025-11-15,Instagram,East,42868,359216,2797,1433,806779,1,51
884,2025-11-15,Email,East,19875,259675,14337,2132,1424176,6,15
885,2025-11-16,Instagram,West,18503,205197,14674,2345,1911175,7,16
886,2025-11-16,Facebook,West,11583,182171,18896,397,313630,10,2
887,2025-11-17,Instagram,South,46126,314622,5781,347,125961,2,6
888,2025-11-17,Email,North,10019,371202,7483,1321,602376,2,18
889,2025-11-18,Instagram,North,43364,387432,6995,2178,2008116,2,31
890,2025-11-18,Google Ads,South,26269,363357,7803,1991,794409,2,26
891,2025-11-18,Instagram,East,39327,367823,7764,1423,573469,2,18
892,2025-11-19,Email,West,43393,270394,19042,2369,2295561,7,12
893,2025-11-19,Facebook,West,28000,177826,15153,2435,1765375,9,16
894,2025-11-19,Email,North,22904,283489,1078,407,224664,0,38
895,2025-11-20,Email,East,29040,40441,6374,2619,1157598,16,41
896,2025-11-21,Facebook,West,36059,66919,5256,813,369915,8,15
897,2025-11-22,YouTube,West,10766,369628,14392,2983,1897188,4,21
898,2025-11-23,Facebook,South,10251,50300,19762,183,116571,39,1
899,2025-11-24,Google Ads,South,10092,250787,18415,2029,1696244,7,11
900,2025-11-24,Instagram,West,15573,406551,19831,2391,968355,5,12
901,2025-11-24,YouTube,South,11002,110519,4848,2802,608034,4,58
902,2025-11-24,YouTube,South,26393,108784,15390,1862,1215886,14,12
903,2025-11-25,Email,South,28440,301918,19887,1236,664968,7,6
904,2025-11-25,Google Ads,North,38138,328270,6884,2969,1638888,2,43
905,2025-11-25,Facebook,South,47589,116291,12777,2170,1243410,11,17
906,2025-11-25,YouTube,West,24750,147586,13467,2607,1207041,9,19
907,2025-11-25,Email,East,28204,300458,9288,2813,2655472,3,30
908,2025-11-26,Google Ads,South,16005,158424,3922,492,235668,2,13
909,2025-11-27,Email,North,43237,365966,13584,930,526380,4,7
910,2025-11-27,Google Ads,South,10348,116114,13999,66,41052,12,0
911,2025-11-27,Email,North,18971,264720,3517,370,175380,1,11
912,2025-11-27,Instagram,East,18186,107817,13171,2625,813750,12,20
913,2025-11-27,Google Ads,West,16066,308363,18989,1641,447993,6,9
914,2025-11-28,Instagram,East,25258,338367,18428,2227,890800,5,12
915,2025-11-29,Email,West,33640,303757,12651,192,57600,4,2
916,2025-11-29,Facebook,East,7013,244590,3567,967,243684,1,27
917,2025-11-30,Google Ads,East,27272,75498,8831,1366,852384,12,15
918,2025-11-30,Facebook,North,22998,178626,16030,1506,877998,9,9
919,2025-12-01,YouTube,East,12491,346338,18343,1490,1180080,5,8
920,2025-12-01,Google Ads,North,16751,440932,11112,1756,1255540,3,16
921,2025-12-01,Google Ads,South,49896,140709,7303,59,54162,5,1
922,2025-12-02,YouTube,East,18022,33756,10266,118,105492,30,1
923,2025-12-02,Facebook,South,42797,184057,9944,1381,295534,5,14
924,2025-12-02,YouTube,North,16760,129500,11003,565,448610,8,5
925,2025-12-03,Facebook,West,8570,182972,3935,2397,1546065,2,61
926,2025-12-03,YouTube,West,23265,410359,1151,578,427142,0,50
927,2025-12-03,Instagram,East,17365,354863,3735,1536,794112,1,41
928,2025-12-03,Facebook,South,5856,38947,2836,1804,523160,7,64
929,2025-12-04,Facebook,West,9913,282514,16500,2062,1183588,6,12
930,2025-12-04,Facebook,East,42150,433049,11765,1455,302640,3,12
931,2025-12-04,Instagram,North,16790,81229,3571,760,328320,4,21
932,2025-12-04,Facebook,North,14685,114384,3299,2231,1758028,3,68
933,2025-12-05,YouTube,North,21326,64581,7559,292,133444,12,4
934,2025-12-06,YouTube,West,23836,468099,19357,1082,579952,4,6
935,2025-12-06,Email,East,13228,453668,16542,1960,1777720,4,12
936,2025-12-06,Instagram,West,18640,317427,9152,646,510340,3,7
937,2025-12-06,Google Ads,North,30874,170505,15703,1147,1078180,9,7
938,2025-12-06,Email,West,16413,207736,13929,1700,671500,7,12
939,2025-12-08,Instagram,South,23805,255304,13764,1119,1048503,5,8
940,2025-12-08,Facebook,South,20209,175089,6864,485,307005,4,7
941,2025-12-08,Instagram,East,45728,272827,18488,498,149898,7,3
942,2025-12-08,Email,East,31239,292464,19081,746,713176,7,4
943,2025-12-09,YouTube,North,33029,476758,9643,1285,1069120,2,13
944,2025-12-09,Instagram,North,10376,106681,11704,1107,1083753,11,9
945,2025-12-09,Email,East,31270,184176,5647,1336,610552,3,24
946,2025-12-09,Email,North,29426,292429,2220,2897,2468244,1,130
947,2025-12-10,Email,East,40821,184603,1828,1531,871139,1,84
948,2025-12-10,Email,South,9168,458429,4661,2437,2378512,1,52
949,2025-12-10,Instagram,North,39684,477703,19376,1809,1045602,4,9
950,2025-12-12,Instagram,South,16624,293485,19982,902,367114,7,5
951,2025-12-13,Google Ads,West,41102,264700,3454,2384,503024,1,69
952,2025-12-14,YouTube,East,6608,79194,12197,1258,545972,15,10
953,2025-12-14,Email,North,32036,107989,10619,1340,308200,10,13
954,2025-12-14,Facebook,North,38946,367753,16557,2768,1431056,5,17
955,2025-12-14,Google Ads,South,13656,427165,6928,1431,712638,2,21
956,2025-12-14,YouTube,North,8900,170721,16092,437,226803,9,3
957,2025-12-15,YouTube,North,16271,407997,8142,723,553818,2,9
958,2025-12-15,Email,South,47403,387491,9349,2969,2651317,2,32
959,2025-12-15,Facebook,East,43673,389967,1261,1852,1361220,0,147
960,2025-12-15,Email,West,49554,277782,12334,641,490365,4,5
961,2025-12-15,Facebook,South,10950,232638,6972,1415,615525,3,20
962,2025-12-15,YouTube,South,19503,162540,5364,2098,1546226,3,39
963,2025-12-16,Email,South,33913,57029,1580,1317,849465,3,83
964,2025-12-17,Google Ads,South,28609,78134,3568,1879,702746,5,53
965,2025-12-17,Instagram,East,17237,120161,19509,2194,1935108,16,11
966,2025-12-18,Email,East,8229,364878,12211,137,40552,3,1
967,2025-12-18,Instagram,East,43357,353514,19153,1415,519305,5,7
968,2025-12-18,Google Ads,East,17506,280238,17107,2831,603003,6,17
969,2025-12-19,YouTube,South,32491,260772,1241,217,154504,0,17
970,2025-12-19,Facebook,West,38585,48541,2450,802,640798,5,33
971,2025-12-19,Google Ads,East,14076,324437,14290,2234,1945814,4,16
972,2025-12-19,Email,North,42390,495942,19279,788,323080,4,4
973,2025-12-20,Email,East,13159,67570,19719,1071,929628,29,5
974,2025-12-21,Instagram,North,46393,402041,5329,1881,553014,1,35
975,2025-12-21,YouTube,East,11058,192556,11808,855,337725,6,7
976,2025-12-21,Google Ads,North,10887,470303,19318,1500,1021500,4,8
977,2025-12-21,Instagram,East,11426,96311,7688,2845,2213410,8,37
978,2025-12-21,Facebook,South,10934,484115,1082,536,158120,0,50
979,2025-12-23,Facebook,North,37251,317966,11172,2450,516950,4,22
980,2025-12-23,Email,North,23642,462667,6509,1192,1181272,1,18
981,2025-12-23,Instagram,West,28909,204351,13980,2410,1605060,7,17
982,2025-12-24,Google Ads,East,20429,153354,2136,2950,1067900,1,138
983,2025-12-24,Email,North,33944,246185,6682,60,29040,3,1
984,2025-12-25,Google Ads,West,22458,475231,9947,442,288184,2,4
985,2025-12-26,Email,West,44308,46409,18822,94,23218,41,0
986,2025-12-26,Email,North,43509,399049,9181,2592,2242080,2,28
987,2025-12-26,YouTube,South,24462,404643,15355,182,128310,4,1
988,2025-12-27,Instagram,West,16327,147631,1717,1908,728856,1,111
989,2025-12-27,Facebook,East,43289,365232,10760,1383,373410,3,13
990,2025-12-27,Google Ads,North,30492,489609,17922,2355,1304670,4,13
991,2025-12-27,Google Ads,North,36734,56172,16068,1561,1084895,29,10
992,2025-12-28,Email,North,25765,494157,4514,1719,679005,1,38
993,2025-12-28,Facebook,South,32598,148178,4375,1184,846560,3,27
994,2025-12-29,Instagram,North,32365,240849,11590,1084,239564,5,9
995,2025-12-29,Google Ads,West,18087,203291,17090,1109,638784,8,6
996,2025-12-29,YouTube,West,31118,171514,7705,1489,489881,4,19
997,2025-12-30,Instagram,East,26017,409743,11703,881,662512,3,8
998,2025-12-30,Google Ads,South,18673,283838,13458,108,79056,5,1
999,2025-12-31,Facebook,West,5567,441801,15525,708,271164,4,5
